  0   50   50    0  960  960  960    0    0 0
  1    8   29    0   60   60   60   10    0 0
  2   22   29    0   60   60   60   10    0 0
  3   36   29    0   60   60   60   10    0 0
  4   50   29    0   60   60   60   10    0 0
  5   64   29    0   60   60   60   10    0 0
  6   78   29    0   60   60   60   10    0 0
  7   92   29    0   60   60   60   10    0 0
  8    8   36    0   60   60   60   10    0 0
  9   22   36    0   60   60   60   10    0 0
 10   36   36    0   60   60   60   10    0 0
 11   50   36    0   60   60   60   10    0 0
 12   64   36    0   60   60   60   10    0 0
 13   78   36    0   60   60   60   10    0 0
 14   92   36    0   60   60   60   10    0 0
 15    8   43    0   60   60   60   10    0 0
 16   22   43    0   60   60   60   10    0 0
 17   36   43    0   60   60   60   10    0 0
 18   50   43    0   60   60   60   10    0 0
 19   64   43    0   60   60   60   10    0 0
 20   78   43    0   60   60   60   10    0 0
 21   92   43    0   60   60   60   10    0 0
 22    8   50    0   60   60   60   10    0 0
 23   22   50    0   60   60   60   10    0 0
 24   36   50    0   60   60   60   10    0 0
 25   46   50    0   60   60   60   10    0 0
 26   64   50    0   60   60   60   10    0 0
 27   78   50    0   60   60   60   10    0 0
 28   92   50    0   60   60   60   10    0 0
 29    8   57    0   60   60   60   10    0 0
 30   22   57    0   60   60   60   10    0 0
 31   36   57    0   60   60   60   10    0 0
 32   50   57    0   60   60   60   10    0 0
 33   64   57    0   60   60   60   10    0 0
 34   78   57    0   60   60   60   10    0 0
 35   92   57    0   60   60   60   10    0 0
 36    8   64    0   60   60   60   10    0 0
 37   22   64    0   60   60   60   10    0 0
 38   36   64    0   60   60   60   10    0 0
 39   50   64    0   60   60   60   10    0 0
 40   64   64    0   60   60   60   10    0 0
 41   78   64    0   60   60   60   10    0 0
 42   92   64    0   60   60   60   10    0 0
 43    8   71    0   60   60   60   10    0 0
 44   22   71    0   60   60   60   10    0 0
 45   36   71    0   60   60   60   10    0 0
 46   50   71    0   60   60   60   10    0 0
 47   64   71    0   60   60   60   10    0 0
 48   78   71    0   60   60   60   10    0 0
 49   92   71    0   60   60   60   10    0 0
 50    4   26    0   60   60   60   10    0 0
 51    6   26    0   60   60   60   10    0 0
 52    2   28    0   60   60   60   10    0 0
 53    8   28    0   60   60   60   10    0 0
 54    4   30    0   60   60   60   10    0 0
 55    6   30    0   60   60   60   10    0 0
 56    2   32    0   60   60   60   10    0 0
 57    8   32    0   60   60   60   10    0 0
 58    4   34    0   60   60   60   10    0 0
 59    6   34    0   60   60   60   10    0 0
 60   94   26    0   60   60   60   10    0 0
 61   96   26    0   60   60   60   10    0 0
 62   92   28    0   60   60   60   10    0 0
 63   98   28    0   60   60   60   10    0 0
 64   94   30    0   60   60   60   10    0 0
 65   96   30    0   60   60   60   10    0 0
 66   92   32    0   60   60   60   10    0 0
 67   98   32    0   60   60   60   10    0 0
 68   94   34    0   60   60   60   10    0 0
 69   96   34    0   60   60   60   10    0 0
 70   49   46    0   60   60   60   10    0 0
 71   51   46    0   60   60   60   10    0 0
 72   47   48    0   60   60   60   10    0 0
 73   53   48    0   60   60   60   10    0 0
 74   49   50    0   60   60   60   10    0 0
 75   51   50    0   60   60   60   10    0 0
 76   47   52    0   60   60   60   10    0 0
 77   53   52    0   60   60   60   10    0 0
 78   49   54    0   60   60   60   10    0 0
 79   51   54    0   60   60   60   10    0 0
 80    4   66    0   60   60   60   10    0 0
 81    6   66    0   60   60   60   10    0 0
 82    2   68    0   60   60   60   10    0 0
 83    8   68    0   60   60   60   10    0 0
 84    4   70    0   60   60   60   10    0 0
 85    6   70    0   60   60   60   10    0 0
 86    2   72    0   60   60   60   10    0 0
 87    8   72    0   60   60   60   10    0 0
 88    4   74    0   60   60   60   10    0 0
 89    6   74    0   60   60   60   10    0 0
 90   94   66    0   60   60   60   10    0 0
 91   96   66    0   60   60   60   10    0 0
 92   92   68    0   60   60   60   10    0 0
 93   98   68    0   60   60   60   10    0 0
 94   94   70    0   60   60   60   10    0 0
 95   96   70    0   60   60   60   10    0 0
 96   92   72    0   60   60   60   10    0 0
 97   98   72    0   60   60   60   10    0 0
 98   94   74    0   60   60   60   10    0 0
 99   96   74    0   60   60   60   10    0 0
100   54   50    0   60   60   60   10    0 0
