  0   50  102    0  960  960  960    0    0 0
  1   28   29    0   60   60   60   10    0 0
  2   45   20    0   60   60   60   10    0 0
  3   63   23    0   60   60   60   10    0 0
  4   77   36    0   60   60   60   10    0 0
  5   81   54    0   60   60   60   10    0 0
  6   72   71    0   60   60   60   10    0 0
  7   55   81    0   60   60   60   10    0 0
  8   37   78    0   60   60   60   10    0 0
  9   23   65    0   60   60   60   10    0 0
 10   20   46    0   60   60   60   10    0 0
 11   20   35    0   60   60   60   10    0 0
 12   35   20    0   60   60   60   10    0 0
 13   55   17    0   60   60   60   10    0 0
 14   74   27    0   60   60   60   10    0 0
 15   84   45    0   60   60   60   10    0 0
 16   80   66    0   60   60   60   10    0 0
 17   65   80    0   60   60   60   10    0 0
 18   45   84    0   60   60   60   10    0 0
 19   26   74    0   60   60   60   10    0 0
 20   17   55    0   60   60   60   10    0 0
 21   24   25    0   60   60   60   10    0 0
 22   44   14    0   60   60   60   10    0 0
 23   66   17    0   60   60   60   10    0 0
 24   83   33    0   60   60   60   10    0 0
 25   87   55    0   60   60   60   10    0 0
 26   77   76    0   60   60   60   10    0 0
 27   57   86    0   60   60   60   10    0 0
 28   34   83    0   60   60   60   10    0 0
 29   18   67    0   60   60   60   10    0 0
 30   14   45    0   60   60   60   10    0 0
 31   15   32    0   60   60   60   10    0 0
 32   32   15    0   60   60   60   10    0 0
 33   56   11    0   60   60   60   10    0 0
 34   78   22    0   60   60   60   10    0 0
 35   90   44    0   60   60   60   10    0 0
 36   86   68    0   60   60   60   10    0 0
 37   68   86    0   60   60   60   10    0 0
 38   44   89    0   60   60   60   10    0 0
 39   22   78    0   60   60   60   10    0 0
 40   11   56    0   60   60   60   10    0 0
 41   19   21    0   60   60   60   10    0 0
 42   43    8    0   60   60   60   10    0 0
 43   69   12    0   60   60   60   10    0 0
 44   88   30    0   60   60   60   10    0 0
 45   93   56    0   60   60   60   10    0 0
 46   81   80    0   60   60   60   10    0 0
 47   58   92    0   60   60   60   10    0 0
 48   32   89    0   60   60   60   10    0 0
 49   13   70    0   60   60   60   10    0 0
 50    8   45    0   60   60   60   10    0 0
 51   25   78    0   60   60   60   10    0 0
 52   27   78    0   60   60   60   10    0 0
 53   23   80    0   60   60   60   10    0 0
 54   29   80    0   60   60   60   10    0 0
 55   25   82    0   60   60   60   10    0 0
 56   27   82    0   60   60   60   10    0 0
 57   23   84    0   60   60   60   10    0 0
 58   29   84    0   60   60   60   10    0 0
 59   25   86    0   60   60   60   10    0 0
 60   27   86    0   60   60   60   10    0 0
 61   11   34    0   60   60   60   10    0 0
 62   13   34    0   60   60   60   10    0 0
 63    9   36    0   60   60   60   10    0 0
 64   15   36    0   60   60   60   10    0 0
 65   11   38    0   60   60   60   10    0 0
 66   13   38    0   60   60   60   10    0 0
 67    9   40    0   60   60   60   10    0 0
 68   15   40    0   60   60   60   10    0 0
 69   11   42    0   60   60   60   10    0 0
 70   13   42    0   60   60   60   10    0 0
 71   49    6    0   60   60   60   10    0 0
 72   51    6    0   60   60   60   10    0 0
 73   47    8    0   60   60   60   10    0 0
 74   53    8    0   60   60   60   10    0 0
 75   49   10    0   60   60   60   10    0 0
 76   51   10    0   60   60   60   10    0 0
 77   47   12    0   60   60   60   10    0 0
 78   53   12    0   60   60   60   10    0 0
 79   49   14    0   60   60   60   10    0 0
 80   51   14    0   60   60   60   10    0 0
 81   87   34    0   60   60   60   10    0 0
 82   89   34    0   60   60   60   10    0 0
 83   85   36    0   60   60   60   10    0 0
 84   91   36    0   60   60   60   10    0 0
 85   87   38    0   60   60   60   10    0 0
 86   89   38    0   60   60   60   10    0 0
 87   85   40    0   60   60   60   10    0 0
 88   91   40    0   60   60   60   10    0 0
 89   87   42    0   60   60   60   10    0 0
 90   89   42    0   60   60   60   10    0 0
 91   73   78    0   60   60   60   10    0 0
 92   75   78    0   60   60   60   10    0 0
 93   71   80    0   60   60   60   10    0 0
 94   77   80    0   60   60   60   10    0 0
 95   73   82    0   60   60   60   10    0 0
 96   75   82    0   60   60   60   10    0 0
 97   71   84    0   60   60   60   10    0 0
 98   77   84    0   60   60   60   10    0 0
 99   73   86    0   60   60   60   10    0 0
100   75   86    0   60   60   60   10    0 0
