RC207.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    85    32    0      960    0      [0,1] 	[] 	[0,3,5,0,0]
2    29    84    0      960    0      [0,3] 	[4] 	[0,3,0,4,0]
3    17    65    0      960    0      [0,1,2,3] 	[1,3,4] 	[0,4,0,4,0]
4    44    20    0      960    0      [0,1,2,3] 	[1,2,3] 	[0,2,5,2,0]
5    90    86    0      960    0      [0,1] 	[1,2,4] 	[0,3,5,0,0]
6    19    23    0      960    0      [0,1,3,4] 	[1,3,4] 	[3,4,3,0,0]
7    27    9     0      960    0      [0,2,3,4] 	[1,4] 	[0,2,2,4,0]
8    17    11    0      960    0      [0,2,3,4] 	[2] 	[3,0,3,3,4]
9    82    100   0      960    0      [0,1,2,4] 	[1,2,3,4] 	[2,2,3,2,4]
10   5     90    0      960    0      [3,4] 	[3,4] 	[3,4,0,0,2]
11   44    65    0      960    0      [0,2,4] 	[3] 	[3,0,3,3,0]
12   87    64    0      960    0      [0,4] 	[1,2,4] 	[2,0,5,0,5]
13   88    39    0      960    0      [0,3,4] 	[3,4] 	[4,5,0,0,2]
14   55    95    0      960    0      [1,2,3,4] 	[1,2,4] 	[0,5,0,4,0]
15   17    59    0      960    0      [0,2] 	[1,2,3,4] 	[0,0,2,3,0]
16   30    8     0      960    0      [0,1,2,4] 	[1,2,3,4] 	[0,0,0,2,3]
17   31    68    0      960    0      [0,4] 	[2] 	[4,0,4,0,4]
18   0     88    0      960    0      [0,1,2,4] 	[4] 	[3,5,5,3,0]
19   45    11    0      960    0      [0,1] 	[1,2,4] 	[0,3,3,0,0]
20   97    10    0      960    0      [0,1,4] 	[1,2,4] 	[0,0,2,0,5]
21   50    0     0      960    0      [2,4] 	[1,3,4] 	[3,0,0,5,2]
22   88    85    0      960    0      [1,3] 	[1,2,3,4] 	[0,4,0,2,0]
23   21    43    0      960    0      [0,1,3,4] 	[1,2,3,4] 	[5,4,4,2,4]
24   66    93    0      960    0      [1,2,3,4] 	[1,2,4] 	[2,5,0,4,4]
25   37    59    0      960    0      [1,2] 	[1,2,3,4] 	[0,3,0,3,0]
26   25    85    591    874    10     [1] 	[2] 	[0,1,0,0,0]
27   22    75    73     350    10     [3] 	[] 	[0,1,0,0,0]
28   22    85    473    588    10     [3] 	[4] 	[0,1,0,1,0]
29   20    80    418    913    10     [3] 	[3,4] 	[0,1,0,0,0]
30   20    85    40     390    10     [1] 	[1,4] 	[0,0,0,0,0]
31   18    75    249    646    10     [2] 	[4] 	[0,0,0,1,0]
32   15    75    281    438    10     [4] 	[1] 	[0,0,0,0,1]
33   15    80    272    581    10     [1] 	[] 	[0,1,0,0,0]
34   10    35    236    625    10     [1] 	[2] 	[0,0,0,0,0]
35   10    40    470    687    10     [4] 	[1,4] 	[1,0,0,0,1]
36   8     40    33     510    10     [0] 	[2,4] 	[0,0,0,0,0]
37   8     45    166    399    10     [3] 	[] 	[0,0,0,1,0]
38   5     35    359    911    10     [1] 	[2,4] 	[0,1,0,0,0]
39   5     45    35     457    10     [2] 	[1,3] 	[0,0,0,1,0]
40   2     40    39     538    10     [2] 	[3] 	[0,0,0,1,0]
41   0     40    214    415    10     [2] 	[] 	[0,0,0,0,0]
42   0     45    359    909    10     [3] 	[4] 	[0,1,0,1,0]
43   44    5     338    451    10     [2] 	[1,4] 	[0,0,0,1,0]
44   42    10    205    422    10     [3] 	[3] 	[0,1,0,1,0]
45   42    15    511    682    10     [2] 	[3,4] 	[0,0,0,1,0]
46   40    5     158    391    10     [4] 	[4] 	[0,0,0,0,0]
47   40    15    263    606    10     [1] 	[4] 	[0,1,0,0,0]
48   38    5     45     522    10     [3] 	[] 	[0,1,0,1,0]
49   38    15    598    883    10     [1] 	[1,2] 	[0,1,0,0,0]
50   35    5     348    904    10     [3] 	[] 	[0,0,0,0,0]
51   95    30    509    668    10     [0] 	[2,4] 	[0,0,1,0,0]
52   95    35    57     664    10     [3] 	[] 	[0,1,0,0,0]
53   92    30    68     349    10     [1] 	[1,2] 	[0,1,0,0,0]
54   90    35    131    376    10     [4] 	[] 	[1,0,0,0,0]
55   88    30    114    497    10     [3] 	[4] 	[0,0,0,0,0]
56   88    35    102    347    10     [3] 	[4] 	[0,0,0,0,0]
57   87    30    564    797    10     [0] 	[2,4] 	[0,0,0,0,0]
58   85    25    51     673    10     [4] 	[] 	[0,0,0,0,0]
59   85    35    462    631    10     [4] 	[] 	[1,0,0,0,0]
60   67    85    396    905    10     [0] 	[] 	[0,0,1,0,0]
61   65    85    43     712    10     [2] 	[] 	[0,0,0,1,0]
62   65    82    530    703    10     [3] 	[] 	[0,1,0,1,0]
63   62    80    131    544    10     [1] 	[4] 	[0,1,0,0,0]
64   60    80    36     800    10     [1] 	[] 	[0,1,0,0,0]
65   60    85    233    544    10     [2] 	[3,4] 	[0,0,0,0,0]
66   58    75    207    664    10     [4] 	[] 	[1,0,0,0,1]
67   55    80    33     624    10     [0] 	[] 	[0,0,0,0,0]
68   55    85    549    718    10     [4] 	[] 	[0,0,0,0,1]
69   55    82    62     491    10     [1] 	[] 	[0,1,0,0,0]
70   20    82    37     677    10     [1] 	[] 	[0,1,0,0,0]
71   18    80    435    662    10     [0] 	[2] 	[0,0,1,0,0]
72   2     45    38     366    10     [2] 	[3] 	[0,0,0,1,0]
73   42    5     636    904    10     [1] 	[2] 	[0,1,0,0,0]
74   42    12    423    576    10     [0] 	[] 	[0,0,0,0,0]
75   72    35    471    662    10     [4] 	[1] 	[0,0,0,0,0]
76   55    20    281    490    10     [4] 	[] 	[0,0,0,0,1]
77   25    30    109    360    10     [0] 	[2,4] 	[0,0,1,0,0]
78   20    50    284    585    10     [4] 	[1,4] 	[0,0,0,0,1]
