C102.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    52    48    0      1236   0      [0,2] 	[3] 	[4,0,0,0,2]
2    35    69    0      1236   0      [3,4] 	[2,3] 	[0,5,2,3,0]
3    42    100   0      1236   0      [0,1,2] 	[0,2,3,4] 	[2,0,0,0,2]
4    22    61    0      1236   0      [0,1,4] 	[0,2,3] 	[3,2,3,0,5]
5    84    49    0      1236   0      [0,2,3] 	[0,2] 	[2,3,0,0,5]
6    15    11    0      1236   0      [2,4] 	[0,3,4] 	[3,3,5,0,0]
7    88    69    0      1236   0      [0,1,2,4] 	[] 	[2,5,4,0,2]
8    10    53    0      1236   0      [1,4] 	[0,4] 	[0,2,4,0,5]
9    75    60    0      1236   0      [1,2,3] 	[0,2,3,4] 	[5,4,0,5,3]
10   44    21    0      1236   0      [0,1,2,3] 	[0,2,3,4] 	[2,2,0,4,3]
11   8     5     0      1236   0      [0,1,3,4] 	[0,2,3,4] 	[5,2,3,0,2]
12   46    82    0      1236   0      [1,4] 	[0,3,4] 	[0,5,4,0,4]
13   72    89    0      1236   0      [1,3] 	[0,2,3,4] 	[0,3,0,2,4]
14   38    94    0      1236   0      [0,1,2,3] 	[0,2,3,4] 	[0,3,0,0,3]
15   36    50    0      1236   0      [1,3] 	[] 	[0,3,0,5,2]
16   37    93    0      1236   0      [0,1,2,3] 	[0,2,3,4] 	[3,3,0,5,2]
17   60    43    0      1236   0      [0,2] 	[0] 	[2,0,0,0,3]
18   21    68    0      1236   0      [1,2,3,4] 	[0,2,3,4] 	[2,2,4,3,5]
19   55    8     0      1236   0      [0,1,2,4] 	[0,2] 	[4,3,5,0,5]
20   47    12    0      1236   0      [2,3] 	[0,2,3,4] 	[3,4,0,0,0]
21   48    5     0      1236   0      [1,2,3,4] 	[0,2,3,4] 	[5,5,2,2,4]
22   91    92    0      1236   0      [2,3] 	[0,2,4] 	[4,3,0,5,0]
23   9     35    0      1236   0      [0,2,4] 	[0,2,3,4] 	[4,5,2,0,5]
24   54    35    0      1236   0      [0,3,4] 	[] 	[3,4,0,5,3]
25   21    5     0      1236   0      [2,4] 	[0,3] 	[5,4,4,0,0]
26   45    68    0      1127   90     [4] 	[0,3] 	[0,0,0,0,0]
27   45    70    0      1125   90     [1] 	[3] 	[0,0,0,0,0]
28   42    66    0      1129   90     [2] 	[] 	[1,0,0,0,0]
29   42    68    727    782    90     [1] 	[3,4] 	[0,0,0,0,1]
30   42    65    0      1130   90     [1] 	[3,4] 	[0,0,0,0,1]
31   40    69    621    702    90     [2] 	[0] 	[1,0,0,0,0]
32   40    66    0      1130   90     [1] 	[3] 	[0,0,0,0,1]
33   38    68    255    324    90     [1] 	[3,4] 	[0,0,0,0,0]
34   38    70    534    605    90     [1] 	[3] 	[0,0,0,0,1]
35   35    66    357    410    90     [4] 	[] 	[0,0,1,0,0]
36   35    69    448    505    90     [1] 	[3] 	[0,0,0,0,0]
37   25    85    0      1107   90     [0] 	[3] 	[0,0,0,0,0]
38   22    75    30     92     90     [2] 	[3] 	[1,0,0,0,0]
39   22    85    567    620    90     [3] 	[2] 	[0,0,0,1,0]
40   20    80    384    429    90     [3] 	[0,4] 	[0,0,0,0,0]
41   20    85    475    528    90     [2] 	[3] 	[1,0,0,0,0]
42   18    75    99     148    90     [4] 	[0] 	[0,1,1,0,0]
43   15    75    179    254    90     [1] 	[3,4] 	[0,0,0,0,1]
44   15    80    278    345    90     [2] 	[4] 	[0,0,0,0,0]
45   30    50    10     73     90     [2] 	[3,4] 	[1,0,0,0,0]
46   30    52    0      1135   90     [2] 	[0] 	[1,0,0,0,0]
47   28    52    812    883    90     [2] 	[0] 	[0,0,0,0,0]
48   28    55    732    777    90     [0] 	[] 	[0,0,0,0,1]
49   25    50    65     144    90     [4] 	[0,3] 	[0,1,0,0,0]
50   25    52    169    224    90     [3] 	[2] 	[0,1,0,1,0]
51   25    55    0      1130   90     [2] 	[0,3] 	[1,0,0,0,0]
52   23    52    261    316    90     [3] 	[0] 	[0,1,0,1,0]
53   23    55    546    593    90     [3] 	[0,4] 	[0,1,0,1,0]
54   20    50    358    405    90     [1] 	[3,4] 	[0,0,0,0,1]
55   20    55    449    504    90     [3] 	[0,4] 	[0,0,0,0,0]
56   10    35    0      1112   90     [0] 	[] 	[1,0,0,0,0]
57   10    40    31     100    90     [2] 	[] 	[0,0,0,0,0]
58   8     40    87     158    90     [0] 	[2,3] 	[1,0,0,0,1]
59   8     45    0      1113   90     [4] 	[0] 	[0,0,0,0,0]
60   5     35    283    344    90     [0] 	[] 	[1,0,0,0,1]
61   5     45    665    716    90     [2] 	[] 	[1,0,0,0,0]
62   2     40    0      1106   90     [4] 	[0] 	[0,1,0,0,0]
63   0     40    479    522    90     [0] 	[2,3] 	[0,0,0,0,1]
64   0     45    567    624    90     [3] 	[0] 	[0,1,0,1,0]
65   35    30    264    321    90     [4] 	[0,3] 	[0,1,1,0,0]
66   35    32    166    235    90     [2] 	[0,4] 	[0,0,0,0,0]
67   33    32    68     149    90     [1] 	[3,4] 	[0,0,0,0,1]
68   33    35    16     80     90     [3] 	[] 	[0,0,0,0,0]
69   32    30    359    412    90     [1] 	[3,4] 	[0,0,0,0,1]
70   30    30    541    600    90     [2] 	[0,3] 	[1,0,0,0,0]
71   30    32    448    509    90     [3] 	[0,4] 	[0,1,0,1,0]
72   30    35    1054   1127   90     [2] 	[0,3] 	[1,0,0,0,0]
73   28    30    0      1122   90     [3] 	[4] 	[0,1,0,1,0]
74   28    35    1001   1066   90     [2] 	[3,4] 	[0,0,0,0,0]
75   26    32    0      1123   90     [0] 	[3] 	[0,0,0,0,0]
76   25    30    725    786    90     [2] 	[0,4] 	[1,0,0,0,0]
77   25    35    0      1124   90     [0] 	[2,3] 	[1,0,0,0,0]
78   44    5     286    347    90     [2] 	[0,4] 	[1,0,0,0,0]
79   42    10    186    257    90     [4] 	[] 	[0,1,0,0,0]
80   42    15    95     158    90     [0] 	[0,2] 	[1,0,0,0,1]
81   40    5     385    436    90     [0] 	[2] 	[1,0,0,0,1]
82   40    15    35     87     90     [1] 	[4] 	[0,0,0,0,1]
83   38    5     471    534    90     [4] 	[] 	[0,1,1,0,0]
84   38    15    0      1110   90     [0] 	[2] 	[0,0,0,0,1]
85   35    5     562    629    90     [4] 	[0,3] 	[0,1,0,0,0]
86   50    30    531    610    90     [1] 	[3,4] 	[0,0,0,0,1]
87   50    35    262    317    90     [3] 	[0,4] 	[0,1,0,1,0]
88   50    40    171    218    90     [0] 	[] 	[1,0,0,0,0]
89   48    30    632    693    90     [1] 	[4] 	[0,0,0,0,0]
90   48    40    76     129    90     [4] 	[] 	[0,1,1,0,0]
91   47    35    826    875    90     [4] 	[] 	[0,1,1,0,0]
92   47    40    12     77     90     [3] 	[2,4] 	[0,0,0,0,0]
93   45    30    734    777    90     [3] 	[2,4] 	[0,0,0,0,0]
94   45    35    916    969    90     [2] 	[0,3] 	[1,0,0,0,0]
95   95    30    387    456    90     [4] 	[0,3] 	[0,1,1,0,0]
96   95    35    293    360    90     [3] 	[0,4] 	[0,0,0,0,0]
