C104.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    22    14    0      1236   0      [0,1,3] 	[2] 	[0,0,5,2,0]
2    25    70    0      1236   0      [0,3] 	[] 	[0,0,5,4,0]
3    29    45    0      1236   0      [1,2,3,4] 	[0,1,2,3,4] 	[2,0,0,4,0]
4    49    33    0      1236   0      [1,2,4] 	[0,2,3,4] 	[5,3,0,2,0]
5    85    78    0      1236   0      [0,1,2,4] 	[0,1,2,3,4] 	[5,5,5,3,0]
6    97    0     0      1236   0      [1,3] 	[0,1,4] 	[4,0,0,2,0]
7    6     71    0      1236   0      [2,3] 	[0,1,2,4] 	[5,0,0,2,0]
8    39    92    0      1236   0      [1,2,4] 	[0,4] 	[5,2,0,5,0]
9    18    7     0      1236   0      [2,3] 	[0,1,2,4] 	[5,0,0,2,0]
10   46    36    0      1236   0      [0,1] 	[1,2,4] 	[4,0,2,5,0]
11   48    63    0      1236   0      [1,2,3,4] 	[3] 	[4,0,0,5,0]
12   95    22    0      1236   0      [1,2,4] 	[1,3,4] 	[5,4,0,3,0]
13   32    55    0      1236   0      [2,3] 	[0,1,4] 	[3,0,0,2,0]
14   87    52    0      1236   0      [0,1,2,3] 	[1] 	[2,0,3,0,0]
15   84    85    0      1236   0      [1,3,4] 	[0,1,3] 	[5,3,0,5,0]
16   69    67    0      1236   0      [0,1,2,4] 	[0,2,3,4] 	[4,5,4,4,0]
17   27    5     0      1236   0      [0,3] 	[] 	[0,0,4,3,0]
18   44    77    0      1236   0      [2,4] 	[0,1,2,3,4] 	[5,2,0,0,0]
19   88    51    0      1236   0      [3,4] 	[0,3,4] 	[0,3,0,4,0]
20   11    72    0      1236   0      [0,1,3,4] 	[2,4] 	[4,3,5,2,0]
21   84    1     0      1236   0      [2,4] 	[2] 	[2,5,0,0,0]
22   46    1     0      1236   0      [0,3] 	[0,1,2,4] 	[0,0,2,5,0]
23   7     81    0      1236   0      [1,2,3,4] 	[1,2,4] 	[5,4,0,3,0]
24   75    16    0      1236   0      [0,1,2,4] 	[] 	[4,4,5,4,0]
25   92    5     0      1236   0      [0,2,3,4] 	[0,1,2,3,4] 	[4,0,0,5,0]
26   45    68    0      1127   90     [4] 	[] 	[0,1,0,0,0]
27   45    70    0      1125   90     [0] 	[] 	[0,0,1,0,0]
28   42    66    0      1129   90     [1] 	[1,4] 	[0,0,0,0,0]
29   42    68    727    782    90     [0] 	[1,2] 	[0,0,1,0,0]
30   42    65    0      1130   90     [2] 	[] 	[1,0,0,0,0]
31   40    69    0      1127   90     [1] 	[1,4] 	[0,0,0,1,0]
32   40    66    0      1130   90     [4] 	[0,3] 	[0,0,0,0,0]
33   38    68    255    324    90     [3] 	[] 	[0,0,0,0,0]
34   38    70    534    605    90     [2] 	[] 	[1,0,0,0,0]
35   35    66    0      1129   90     [0] 	[1,2] 	[0,0,1,0,0]
36   35    69    448    505    90     [3] 	[] 	[0,0,0,1,0]
37   25    85    0      1107   90     [0] 	[2] 	[0,0,0,0,0]
38   22    75    30     92     90     [2] 	[] 	[1,0,0,0,0]
39   22    85    0      1106   90     [1] 	[1,4] 	[0,0,0,1,0]
40   20    80    384    429    90     [4] 	[0,3] 	[0,1,0,0,0]
41   20    85    0      1105   90     [4] 	[0,3] 	[0,0,0,0,0]
42   18    75    0      1112   90     [4] 	[] 	[0,1,0,0,0]
43   15    75    0      1110   90     [2] 	[] 	[1,0,0,0,0]
44   15    80    0      1106   90     [0] 	[] 	[0,0,1,0,0]
45   30    50    0      1136   90     [3] 	[] 	[0,0,0,1,0]
46   30    52    0      1135   90     [2] 	[] 	[1,0,0,0,0]
47   28    52    0      1133   90     [0] 	[1,2] 	[0,0,0,0,0]
48   28    55    732    777    90     [1] 	[1,4] 	[0,0,0,0,0]
49   25    50    0      1131   90     [1] 	[] 	[0,0,0,0,0]
50   25    52    169    224    90     [2] 	[2] 	[1,0,0,0,0]
51   25    55    0      1130   90     [3] 	[] 	[0,0,0,1,0]
52   23    52    0      1128   90     [0] 	[1,2] 	[0,0,1,0,0]
53   23    55    0      1128   90     [2] 	[] 	[1,0,0,0,0]
54   20    50    0      1126   90     [1] 	[] 	[1,0,0,1,0]
55   20    55    0      1125   90     [2] 	[] 	[1,0,0,0,0]
56   10    35    0      1112   90     [0] 	[2] 	[0,0,1,0,0]
57   10    40    0      1114   90     [3] 	[4] 	[0,0,0,1,0]
58   8     40    0      1112   90     [0] 	[] 	[0,0,0,0,0]
59   8     45    0      1113   90     [2] 	[4] 	[0,0,0,0,0]
60   5     35    0      1107   90     [1] 	[] 	[0,0,0,1,0]
61   5     45    0      1110   90     [3] 	[0,4] 	[0,0,0,1,0]
62   2     40    0      1106   90     [2] 	[1] 	[0,0,0,0,0]
63   0     40    479    522    90     [4] 	[] 	[0,0,0,0,0]
64   0     45    0      1105   90     [1] 	[1,4] 	[0,0,0,0,0]
65   35    30    0      1125   90     [3] 	[4] 	[0,0,0,1,0]
66   35    32    0      1127   90     [1] 	[] 	[0,0,0,0,0]
67   33    32    0      1126   90     [2] 	[] 	[0,0,0,0,0]
68   33    35    0      1129   90     [3] 	[0] 	[0,0,0,1,0]
69   32    30    359    412    90     [4] 	[0] 	[0,0,0,0,0]
70   30    30    0      1123   90     [2] 	[1,4] 	[1,0,0,0,0]
71   30    32    0      1125   90     [1] 	[1] 	[1,0,0,1,0]
72   30    35    0      1127   90     [3] 	[] 	[0,0,0,1,0]
73   28    30    0      1122   90     [1] 	[] 	[0,0,0,0,0]
74   28    35    0      1126   90     [4] 	[0,3] 	[0,1,0,0,0]
75   26    32    0      1123   90     [4] 	[3] 	[0,0,0,0,0]
76   25    30    0      1121   90     [4] 	[] 	[0,0,0,0,0]
77   25    35    0      1124   90     [2] 	[1,4] 	[1,0,0,0,0]
78   44    5     286    347    90     [1] 	[] 	[1,0,0,0,0]
79   42    10    0      1105   90     [4] 	[0,3] 	[0,1,0,0,0]
80   42    15    95     158    90     [4] 	[0] 	[0,0,0,0,0]
81   40    5     0      1101   90     [2] 	[1,2] 	[1,0,0,0,0]
82   40    15    0      1111   90     [4] 	[] 	[0,0,0,0,0]
83   38    5     471    534    90     [3] 	[] 	[0,0,0,0,0]
84   38    15    0      1110   90     [1] 	[1] 	[0,0,0,0,0]
85   35    5     0      1100   90     [2] 	[1,2] 	[0,0,0,0,0]
86   50    30    0      1123   90     [2] 	[1,2] 	[1,0,0,0,0]
87   50    35    262    317    90     [2] 	[1,2] 	[1,0,0,0,0]
88   50    40    0      1131   90     [0] 	[] 	[0,0,1,0,0]
89   48    30    0      1124   90     [0] 	[1,2] 	[0,0,1,0,0]
90   48    40    0      1133   90     [4] 	[0,3] 	[0,1,0,0,0]
