R204.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    39    95    0      1000   0      [0,2,3,4] 	[4] 	[2,4,0,2,0]
2    32    22    0      1000   0      [1,2,4] 	[0,1,3,4] 	[0,3,5,5,0]
3    40    67    0      1000   0      [0,1,3] 	[] 	[4,3,3,2,0]
4    84    45    0      1000   0      [0,2,3,4] 	[1,3,4] 	[2,4,0,5,0]
5    40    71    0      1000   0      [1,2,4] 	[0,4] 	[0,3,3,2,0]
6    65    4     0      1000   0      [0,1,3] 	[] 	[5,2,2,3,0]
7    47    33    0      1000   0      [0,1,3,4] 	[0,2,3] 	[2,0,0,2,0]
8    69    18    0      1000   0      [2,3] 	[0,3] 	[0,5,0,0,0]
9    92    85    0      1000   0      [1,4] 	[1] 	[0,0,3,2,0]
10   47    84    0      1000   0      [0,4] 	[] 	[5,0,0,4,0]
11   97    67    0      1000   0      [1,2,3] 	[0,2,3] 	[0,2,3,0,0]
12   98    90    0      1000   0      [1,4] 	[1,3,4] 	[0,0,2,4,0]
13   16    59    0      1000   0      [1,2] 	[0,2,3] 	[0,4,3,0,0]
14   92    71    0      1000   0      [0,1,2,4] 	[0,2,3] 	[2,0,0,3,0]
15   7     11    0      1000   0      [2,3] 	[0,1,3] 	[0,4,0,0,0]
16   0     20    0      1000   0      [0,2,4] 	[] 	[3,2,0,3,0]
17   36    99    0      1000   0      [2,4] 	[] 	[0,5,0,5,0]
18   81    51    0      1000   0      [0,1,2,3] 	[1] 	[2,3,2,2,0]
19   76    88    0      1000   0      [0,2,3,4] 	[3,4] 	[2,5,0,5,0]
20   59    14    0      1000   0      [2,3,4] 	[0,1,3,4] 	[0,3,0,5,0]
21   80    62    0      1000   0      [0,4] 	[] 	[4,0,0,2,0]
22   94    40    0      1000   0      [1,2] 	[] 	[0,5,2,0,0]
23   2     39    0      1000   0      [2,3] 	[0,1,3] 	[0,5,0,0,0]
24   42    91    0      1000   0      [2,3] 	[1] 	[0,5,0,0,0]
25   70    8     0      1000   0      [0,1,3] 	[0,1,2,3] 	[3,3,0,0,0]
26   41    49    0      974    10     [4] 	[3,4] 	[0,0,0,1,0]
