RC107.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    42    76    0      240    0      [0,1,2,4] 	[0,1,2,3,4] 	[4,4,0,0,3]
2    82    35    0      240    0      [1,2,4] 	[0,1,2,3,4] 	[3,0,5,0,3]
3    100   44    0      240    0      [0,1,2,4] 	[0,1,2,3,4] 	[2,2,3,0,4]
4    3     80    0      240    0      [0,1,2,3] 	[2] 	[2,4,0,2,3]
5    91    20    0      240    0      [1,2] 	[0,2,3] 	[5,0,3,0,2]
6    96    8     0      240    0      [0,1,2,3] 	[0,1,2,4] 	[5,0,3,0,3]
7    75    12    0      240    0      [0,1,3,4] 	[0] 	[0,2,3,2,4]
8    63    40    0      240    0      [2,4] 	[] 	[2,0,5,0,5]
9    91    15    0      240    0      [1,2] 	[1,2,3] 	[4,0,5,0,4]
10   14    22    0      240    0      [2,4] 	[1,4] 	[2,0,4,0,4]
11   50    67    0      240    0      [0,1,3,4] 	[0,2,3,4] 	[0,5,0,0,4]
12   90    91    0      240    0      [0,2,4] 	[4] 	[2,4,3,2,3]
13   99    56    0      240    0      [1,2,4] 	[0,1,2,3] 	[5,0,5,0,4]
14   11    42    0      240    0      [2,4] 	[1,2,3,4] 	[5,0,3,0,4]
15   21    59    0      240    0      [1,3,4] 	[4] 	[0,0,4,0,4]
16   75    3     0      240    0      [2,3] 	[2,3] 	[4,0,0,0,5]
17   7     23    0      240    0      [0,3,4] 	[0,2,4] 	[0,5,5,0,5]
18   56    98    0      240    0      [0,1,3,4] 	[2,4] 	[0,2,0,2,0]
19   52    30    0      240    0      [0,2,3] 	[2,4] 	[3,0,0,0,5]
20   71    28    0      240    0      [0,1,2,3] 	[0,1,2,3,4] 	[3,2,0,3,3]
21   80    20    0      240    0      [0,3,4] 	[0,4] 	[0,4,4,5,5]
22   84    11    0      240    0      [0,1,2,4] 	[1] 	[3,4,5,4,0]
23   41    6     0      240    0      [0,1,2] 	[1,2,3,4] 	[2,2,2,2,2]
24   68    63    0      240    0      [0,2,3,4] 	[0,1] 	[4,5,3,5,3]
25   81    59    0      240    0      [0,3] 	[] 	[0,5,0,2,4]
26   25    85    125    191    10     [1] 	[3] 	[0,0,1,0,0]
27   22    75    32     97     10     [1] 	[3] 	[0,0,1,0,0]
28   22    85    101    146    10     [1] 	[] 	[0,0,1,0,1]
29   20    80    71     193    10     [4] 	[] 	[0,0,0,0,0]
30   20    85    40     113    10     [1] 	[2,3] 	[0,0,0,0,0]
31   18    75    55     164    10     [2] 	[1] 	[0,0,0,0,0]
32   15    75    69     118    10     [0] 	[] 	[0,1,0,1,0]
33   15    80    56     155    10     [3] 	[2,4] 	[0,0,0,0,1]
34   10    35    51     160    10     [0] 	[] 	[0,1,0,0,0]
35   10    40    90     177    10     [4] 	[] 	[0,0,0,0,0]
36   8     40    33     152    10     [3] 	[] 	[0,0,0,0,1]
37   8     45    49     108    10     [0] 	[0] 	[0,1,0,1,0]
38   5     35    62     191    10     [2] 	[] 	[0,0,0,0,0]
39   5     45    35     117    10     [3] 	[] 	[0,0,0,0,1]
40   2     40    39     161    10     [2] 	[] 	[1,0,0,0,0]
41   0     40    59     114    10     [1] 	[0] 	[0,0,0,0,0]
42   0     45    60     189    10     [2] 	[1,3] 	[1,0,0,0,0]
43   44    5     79     124    10     [0] 	[] 	[0,1,0,1,0]
44   42    10    58     115    10     [2] 	[] 	[1,0,0,0,0]
45   42    15    111    162    10     [0] 	[0] 	[0,1,0,1,0]
46   40    5     52     111    10     [3] 	[2] 	[0,0,0,0,1]
47   40    15    55     158    10     [1] 	[0] 	[0,0,1,0,0]
48   38    5     45     164    10     [4] 	[4] 	[0,0,0,0,1]
49   38    15    128    194    10     [0] 	[] 	[0,0,0,1,0]
50   35    5     54     184    10     [3] 	[] 	[0,0,0,0,1]
