C207.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    44    64    0      3390   0      [1,2,3,4] 	[0,1,2,4] 	[0,0,4,2,2]
2    60    36    0      3390   0      [0,4] 	[1,3,4] 	[0,3,5,0,0]
3    48    91    0      3390   0      [1,3,4] 	[0,1,2,4] 	[0,0,3,3,3]
4    13    52    0      3390   0      [0,1] 	[1,2,3,4] 	[0,5,0,5,0]
5    88    18    0      3390   0      [0,2,4] 	[1,3,4] 	[0,4,3,0,5]
6    74    49    0      3390   0      [0,2,3] 	[1,3,4] 	[0,3,0,0,3]
7    38    17    0      3390   0      [1,2,3,4] 	[2] 	[0,0,5,4,0]
8    49    79    0      3390   0      [1,2,3] 	[] 	[0,0,0,5,5]
9    43    45    0      3390   0      [0,3] 	[1] 	[0,2,0,0,4]
10   16    3     0      3390   0      [1,4] 	[2] 	[0,0,4,3,0]
11   99    60    0      3390   0      [0,1,3,4] 	[1] 	[0,5,2,4,0]
12   77    21    0      3390   0      [2,3] 	[1] 	[0,0,0,0,2]
13   91    93    0      3390   0      [2,3,4] 	[] 	[0,0,4,0,2]
14   9     7     0      3390   0      [0,1,3,4] 	[0,2,3] 	[0,4,0,2,3]
15   55    60    0      3390   0      [0,2,3,4] 	[0,3,4] 	[0,0,2,0,5]
16   94    35    0      3390   0      [2,3] 	[] 	[0,0,0,0,5]
17   18    17    0      3390   0      [0,1,2,3] 	[] 	[0,4,0,2,5]
18   55    44    0      3390   0      [0,2,3,4] 	[1,2,3,4] 	[0,0,2,0,5]
19   34    12    0      3390   0      [0,1] 	[0,3] 	[0,2,0,2,0]
20   43    70    0      3390   0      [0,1,2] 	[] 	[0,5,0,5,4]
21   14    35    0      3390   0      [1,2,3,4] 	[0,2] 	[0,0,4,2,2]
22   76    76    0      3390   0      [1,2,3,4] 	[0,2,4] 	[0,0,4,5,5]
23   96    17    0      3390   0      [0,1,3,4] 	[0,1,2,3,4] 	[0,4,4,2,4]
24   6     63    0      3390   0      [0,1,2,3] 	[0,1,2,4] 	[0,3,0,5,2]
25   25    58    0      3390   0      [0,4] 	[2] 	[0,4,3,0,0]
26   52    75    302    479    90     [2] 	[4] 	[0,0,0,0,1]
27   45    70    157    428    90     [0] 	[] 	[0,0,0,0,0]
28   62    69    1138   1355   90     [2] 	[] 	[0,0,0,0,1]
29   60    66    1247   1434   90     [4] 	[1,2] 	[0,0,1,0,0]
30   42    65    15     208    90     [0] 	[1,3] 	[0,1,0,0,0]
31   16    42    209    944    90     [0] 	[4] 	[0,0,0,0,0]
32   58    70    1059   1246   90     [2] 	[4] 	[0,0,0,0,1]
33   34    60    2035   3288   90     [2] 	[4] 	[0,0,0,0,1]
34   28    70    2090   3271   90     [3] 	[1,4] 	[0,0,0,0,1]
35   35    66    2311   3283   90     [2] 	[4] 	[0,0,0,0,1]
36   35    69    2428   3127   90     [1] 	[0,2] 	[0,0,0,0,0]
37   25    85    1772   2625   90     [3] 	[] 	[0,0,0,0,1]
38   22    75    2135   2834   90     [2] 	[] 	[0,0,0,0,0]
39   22    85    1586   2625   90     [2] 	[0,4] 	[0,0,0,0,0]
40   20    80    1858   2733   90     [1] 	[2,4] 	[0,0,0,1,0]
41   20    85    1512   2515   90     [3] 	[1,2] 	[0,0,0,0,1]
42   18    75    1895   2886   90     [3] 	[] 	[0,0,0,0,0]
43   15    75    1299   2344   90     [4] 	[2] 	[0,0,1,0,0]
44   15    80    1461   2372   90     [2] 	[] 	[0,0,0,0,1]
45   30    50    10     963    90     [0] 	[] 	[0,1,0,0,0]
46   30    56    2062   3288   90     [3] 	[1,4] 	[0,0,0,0,1]
47   28    52    12     752    90     [0] 	[3,4] 	[0,1,0,0,0]
48   14    66    1316   2129   90     [3] 	[] 	[0,0,0,0,1]
49   25    50    15     532    90     [0] 	[] 	[0,1,0,0,0]
50   22    66    2177   2990   90     [4] 	[2] 	[0,0,1,0,0]
51   8     62    1036   2213   90     [3] 	[] 	[0,0,0,0,1]
52   23    52    17     602    90     [2] 	[] 	[0,0,0,0,1]
53   4     55    1010   2043   90     [0] 	[1,3] 	[0,0,0,0,0]
54   20    50    20     948    90     [2] 	[] 	[0,0,0,0,1]
55   20    55    63     702    90     [4] 	[] 	[0,0,1,0,0]
56   10    35    309    1412   90     [0] 	[] 	[0,0,0,0,0]
57   10    40    336    1009   90     [3] 	[] 	[0,0,0,0,0]
58   8     40    234    1295   90     [4] 	[] 	[0,0,0,0,0]
59   8     45    954    1897   90     [3] 	[] 	[0,0,0,0,1]
60   5     35    377    1534   90     [2] 	[0] 	[0,0,0,0,1]
61   5     45    819    1846   90     [1] 	[2] 	[0,0,0,1,0]
62   2     40    494    1607   90     [0] 	[1] 	[0,1,0,0,0]
63   0     40    637    1648   90     [1] 	[] 	[0,0,0,0,0]
64   0     45    834    1641   90     [0] 	[1,3] 	[0,0,0,0,0]
65   36    18    1468   2329   90     [1] 	[] 	[0,0,0,1,0]
66   35    32    2480   3195   90     [3] 	[2] 	[0,0,0,0,0]
67   33    32    2421   3070   90     [3] 	[] 	[0,0,0,0,1]
68   33    35    2368   2937   90     [1] 	[] 	[0,0,0,0,0]
69   32    20    1621   2364   90     [1] 	[2] 	[0,0,0,1,0]
70   30    30    1805   2564   90     [1] 	[2] 	[0,0,0,0,0]
71   34    25    1782   2395   90     [0] 	[] 	[0,0,0,0,0]
72   30    35    2242   2877   90     [4] 	[2] 	[0,0,1,0,0]
73   36    40    2605   3266   90     [4] 	[2] 	[0,0,1,0,0]
74   48    20    812    1281   90     [0] 	[] 	[0,0,0,0,0]
75   26    32    1842   2901   90     [4] 	[] 	[0,0,1,0,0]
76   25    30    1883   2676   90     [0] 	[] 	[0,1,0,0,0]
77   25    35    2070   2859   90     [1] 	[] 	[0,0,0,1,0]
78   44    5     1078   1593   90     [2] 	[0] 	[0,0,0,0,1]
79   42    10    998    1481   90     [2] 	[0,4] 	[0,0,0,0,0]
80   42    15    897    1392   90     [3] 	[2] 	[0,0,0,0,1]
81   40    5     1083   1776   90     [2] 	[0] 	[0,0,0,0,1]
82   38    15    1426   2183   90     [1] 	[2,4] 	[0,0,0,0,0]
83   38    5     1133   1910   90     [0] 	[] 	[0,1,0,0,0]
84   38    10    1392   2027   90     [1] 	[] 	[0,0,0,1,0]
85   35    5     1180   2049   90     [2] 	[] 	[0,0,0,0,1]
86   50    30    223    738    90     [3] 	[1] 	[0,0,0,0,1]
87   50    35    18     474    90     [1] 	[] 	[0,0,0,0,0]
88   50    40    14     360    90     [1] 	[2,4] 	[0,0,0,0,0]
89   48    30    246    899    90     [1] 	[0,2] 	[0,0,0,1,0]
90   44    25    704    1197   90     [4] 	[1] 	[0,0,1,0,0]
91   47    35    393    942    90     [2] 	[] 	[0,0,0,0,1]
92   47    40    12     424    90     [0] 	[] 	[0,0,0,0,0]
93   42    30    641    1070   90     [3] 	[] 	[0,0,0,0,1]
94   45    35    534    985    90     [4] 	[1] 	[0,0,1,0,0]
95   95    30    2119   2682   90     [1] 	[0,4] 	[0,0,0,0,0]
96   95    35    2192   2419   90     [1] 	[2] 	[0,0,0,1,0]
97   53    30    131    644    90     [0] 	[1] 	[0,1,0,0,0]
98   92    30    2169   2818   90     [2] 	[0] 	[0,0,0,0,0]
99   53    35    87     498    90     [3] 	[2,4] 	[0,0,0,0,0]
100  45    65    49     346    90     [3] 	[] 	[0,0,0,0,0]
101  90    35    2106   2315   90     [1] 	[] 	[0,0,0,1,0]
102  72    45    2701   3258   90     [3] 	[] 	[0,0,0,0,1]
103  78    40    2599   3164   90     [3] 	[2] 	[0,0,0,0,1]
104  87    30    2505   2870   90     [2] 	[4] 	[0,0,0,0,0]
105  85    25    2369   2816   90     [0] 	[1] 	[0,1,0,0,0]
106  85    35    2563   3002   90     [1] 	[4] 	[0,0,0,1,0]
107  75    55    1894   2115   90     [3] 	[2,4] 	[0,0,0,0,1]
108  72    55    1751   2072   90     [4] 	[1] 	[0,0,1,0,0]
109  70    58    1617   1824   90     [4] 	[1] 	[0,0,0,0,0]
110  86    46    1969   2248   90     [2] 	[0] 	[0,0,0,0,1]
111  66    55    1710   1921   90     [0] 	[3] 	[0,0,0,0,0]
112  64    46    2976   3275   90     [1] 	[4] 	[0,0,0,0,0]
113  65    60    1482   1769   90     [2] 	[] 	[0,0,0,0,1]
114  56    64    1275   1594   90     [0] 	[] 	[0,1,0,0,0]
115  60    55    2789   3279   90     [1] 	[] 	[0,0,0,0,0]
116  60    60    1440   1621   90     [4] 	[1,2] 	[0,0,0,0,0]
117  67    85    646    901    90     [4] 	[2] 	[0,0,1,0,0]
118  42    58    8      258    90     [1] 	[0,4] 	[0,0,0,1,0]
119  65    82    708    1027   90     [2] 	[0] 	[0,0,0,0,1]
120  62    80    852    1069   90     [3] 	[] 	[0,0,0,0,1]
121  62    40    2713   3275   90     [2] 	[0] 	[0,0,0,0,1]
122  60    85    537    816    90     [4] 	[] 	[0,0,1,0,0]
123  58    75    948    1167   90     [4] 	[2] 	[0,0,1,0,0]
124  55    80    379    594    90     [3] 	[] 	[0,0,0,0,1]
125  55    85    477    686    90     [2] 	[] 	[0,0,0,0,0]
