R108.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    55    7     0      230    0      [1,3] 	[0,3] 	[0,0,5,0,5]
2    84    48    0      230    0      [0,1,2,3] 	[0,1,2] 	[0,0,4,0,4]
3    14    18    0      230    0      [0,1,2,4] 	[2] 	[4,5,2,0,4]
4    88    75    0      230    0      [1,2,3] 	[0,1,3] 	[4,0,3,0,4]
5    89    13    0      230    0      [0,2,3] 	[0,1,2,3] 	[2,0,3,0,3]
6    33    49    0      230    0      [0,1,2,3] 	[0,1,2,3] 	[2,0,2,0,0]
7    39    69    0      230    0      [0,1,2,4] 	[2,4] 	[3,2,2,0,5]
8    90    5     0      230    0      [1,2,3] 	[0,1,3] 	[4,0,4,0,3]
9    9     65    0      230    0      [0,1,2] 	[1,2,3] 	[3,0,3,0,4]
10   97    97    0      230    0      [3,4] 	[0] 	[0,5,5,0,5]
11   14    46    0      230    0      [1,2,3,4] 	[3] 	[0,0,4,0,3]
12   32    98    0      230    0      [0,1,3,4] 	[0,3,4] 	[0,2,4,0,5]
13   92    29    0      230    0      [0,1,2,3] 	[0,2,3] 	[5,0,5,0,4]
14   10    77    0      230    0      [0,1,2,4] 	[0,1,2,3,4] 	[0,5,0,0,2]
15   38    36    0      230    0      [0,3,4] 	[0,1,2,3,4] 	[0,5,0,0,5]
16   99    50    0      230    0      [0,1] 	[] 	[0,0,4,0,3]
17   37    48    0      230    0      [0,2] 	[0,1,2,3] 	[2,0,0,0,2]
18   26    15    0      230    0      [2,3,4] 	[3] 	[0,0,4,0,5]
19   26    37    0      230    0      [1,2,3] 	[0,1,3] 	[5,0,3,0,0]
20   9     21    0      230    0      [0,1,3] 	[] 	[0,0,4,0,5]
21   72    19    0      230    0      [0,1,3] 	[1] 	[0,0,2,0,2]
22   79    15    0      230    0      [0,2,3] 	[0,1,2,3] 	[5,0,5,0,4]
23   72    55    0      230    0      [1,3,4] 	[] 	[0,3,2,0,0]
24   8     24    0      230    0      [0,2] 	[] 	[4,0,0,0,4]
25   41    80    0      230    0      [2,3,4] 	[] 	[5,4,5,0,2]
26   41    49    0      204    10     [3] 	[0,3] 	[0,0,1,0,1]
27   35    17    0      202    10     [1] 	[3] 	[0,0,1,0,1]
28   55    45    0      197    10     [2] 	[0,3] 	[0,0,0,0,0]
29   55    20    139    169    10     [0] 	[] 	[0,0,0,0,1]
30   15    30    0      199    10     [3] 	[] 	[0,0,1,0,0]
31   25    30    0      208    10     [2] 	[0] 	[0,0,0,0,0]
32   20    50    0      198    10     [2] 	[] 	[1,0,0,0,1]
33   10    43    85     115    10     [1] 	[0,3] 	[0,0,1,0,1]
34   55    60    87     117    10     [2] 	[] 	[0,0,0,0,1]
35   30    60    0      194    10     [2] 	[3] 	[0,0,0,0,1]
36   20    65    57     87     10     [0] 	[1] 	[0,0,0,0,1]
37   50    35    0      205    10     [3] 	[3] 	[0,0,1,0,1]
38   30    25    149    179    10     [4] 	[0,4] 	[0,1,0,0,0]
39   15    10    0      187    10     [4] 	[4] 	[0,1,0,0,0]
40   30    5     51     81     10     [2] 	[] 	[0,0,0,0,0]
41   10    20    0      190    10     [4] 	[4] 	[0,0,0,0,0]
42   5     30    0      189    10     [2] 	[0,3] 	[1,0,0,0,1]
43   20    40    0      204    10     [3] 	[0,3] 	[0,0,1,0,0]
44   15    60    0      187    10     [2] 	[] 	[1,0,0,0,0]
45   45    65    0      188    10     [0] 	[0,1] 	[0,0,0,0,1]
46   45    20    0      201    10     [3] 	[] 	[0,0,1,0,1]
47   45    10    0      193    10     [2] 	[1] 	[0,0,0,0,0]
48   55    5     58     88     10     [4] 	[0] 	[0,0,0,0,0]
49   65    35    0      190    10     [1] 	[0] 	[0,0,1,0,1]
50   65    20    156    186    10     [2] 	[0,3] 	[1,0,0,0,1]
51   45    30    0      208    10     [0] 	[1] 	[0,0,0,0,1]
52   35    40    0      215    10     [0] 	[0] 	[0,0,0,0,1]
53   41    37    0      213    10     [0] 	[0,2] 	[0,0,0,0,1]
54   64    42    0      190    10     [3] 	[0] 	[0,0,0,0,1]
55   40    60    0      194    10     [1] 	[0] 	[0,0,1,0,0]
56   31    52    0      202    10     [0] 	[0] 	[0,0,0,0,1]
57   35    69    0      186    10     [3] 	[0,3] 	[0,0,1,0,0]
58   53    52    0      195    10     [2] 	[3] 	[1,0,0,0,1]
59   65    55    0      183    10     [4] 	[] 	[0,0,0,0,0]
60   63    65    0      178    10     [3] 	[] 	[0,0,0,0,0]
61   2     60    0      178    10     [1] 	[] 	[0,0,0,0,0]
62   20    20    0      198    10     [3] 	[3] 	[0,0,1,0,0]
63   5     5     73     103    10     [3] 	[0,3] 	[0,0,0,0,0]
64   60    12    0      186    10     [4] 	[0] 	[0,1,0,0,0]
65   40    25    0      208    10     [3] 	[3] 	[0,0,0,0,0]
66   42    7     0      191    10     [1] 	[] 	[0,0,1,0,1]
67   24    12    0      194    10     [1] 	[0,3] 	[0,0,1,0,1]
68   23    3     0      185    10     [2] 	[] 	[0,0,0,0,1]
69   11    14    59     89     10     [2] 	[1,3] 	[0,0,0,0,0]
70   6     38    0      190    10     [3] 	[] 	[0,0,0,0,1]
71   2     48    0      184    10     [4] 	[] 	[0,1,0,0,0]
72   8     56    0      185    10     [4] 	[0,4] 	[0,1,0,0,0]
73   13    52    0      192    10     [4] 	[0] 	[0,0,0,0,0]
74   6     68    0      176    10     [1] 	[3] 	[0,0,1,0,1]
75   47    47    0      203    10     [4] 	[0,4] 	[0,1,0,0,0]
76   49    58    0      193    10     [0] 	[] 	[0,0,0,0,1]
77   27    43    0      208    10     [2] 	[1,3] 	[0,0,0,0,0]
78   37    31    85     115    10     [4] 	[0] 	[0,1,0,0,0]
79   57    29    0      197    10     [2] 	[0,3] 	[1,0,0,0,1]
80   63    23    126    156    10     [4] 	[0,4] 	[0,0,0,0,0]
81   53    12    0      190    10     [3] 	[0,3] 	[0,0,0,0,0]
82   32    12    0      196    10     [1] 	[0] 	[0,0,1,0,1]
83   36    26    180    210    10     [1] 	[0,3] 	[0,0,0,0,1]
84   21    24    0      202    10     [3] 	[] 	[0,0,0,0,1]
85   17    34    0      201    10     [1] 	[0,3] 	[0,0,1,0,0]
86   12    24    0      194    10     [1] 	[0] 	[0,0,0,0,1]
