C202.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    67    86    0      3390   0      [0,2,3,4] 	[1,2,4] 	[3,0,4,0,4]
2    100   20    0      3390   0      [3,4] 	[0] 	[0,0,4,2,0]
3    89    46    0      3390   0      [0,1,2] 	[] 	[5,0,0,0,2]
4    75    54    0      3390   0      [0,1,2,3] 	[0,1,2,3] 	[5,0,2,3,2]
5    71    60    0      3390   0      [0,1,2,3] 	[] 	[5,0,4,4,5]
6    31    46    0      3390   0      [0,1,3,4] 	[1,2,3,4] 	[0,0,3,0,3]
7    63    60    0      3390   0      [0,1,2] 	[0,1,4] 	[4,0,0,2,3]
8    57    50    0      3390   0      [0,1,2] 	[1] 	[5,0,0,5,4]
9    48    48    0      3390   0      [1,2,3] 	[0,1,3,4] 	[4,0,5,0,0]
10   28    61    0      3390   0      [0,1,4] 	[1] 	[3,0,0,4,5]
11   55    37    0      3390   0      [1,2,4] 	[2] 	[4,0,0,5,0]
12   61    82    0      3390   0      [0,2,3,4] 	[0,1,2,4] 	[4,0,2,5,2]
13   50    59    0      3390   0      [1,2,3,4] 	[0,2,3,4] 	[2,0,0,2,0]
14   60    6     0      3390   0      [1,2,3,4] 	[2] 	[3,0,3,2,0]
15   47    6     0      3390   0      [0,2,3,4] 	[0,1,2,4] 	[4,0,4,0,4]
16   69    14    0      3390   0      [0,2,3,4] 	[0,1] 	[4,0,3,3,4]
17   43    11    0      3390   0      [0,4] 	[0,1,2,4] 	[4,0,0,2,4]
18   50    100   0      3390   0      [0,1,3,4] 	[] 	[0,0,4,4,2]
19   11    51    0      3390   0      [1,4] 	[] 	[2,0,0,4,0]
20   54    32    0      3390   0      [0,3] 	[0,1] 	[2,0,3,0,5]
21   12    77    0      3390   0      [0,1,3,4] 	[] 	[3,0,3,4,3]
22   10    23    0      3390   0      [0,1,2,4] 	[0,3,4] 	[0,0,0,2,2]
23   24    58    0      3390   0      [0,3] 	[0,1,2] 	[4,0,5,0,2]
24   70    31    0      3390   0      [0,1,2,3] 	[0,1,2,3] 	[5,0,0,0,2]
25   70    64    0      3390   0      [0,3,4] 	[0,4] 	[0,0,2,3,4]
26   52    75    0      3272   90     [4] 	[1,4] 	[0,0,0,1,0]
27   45    70    0      3279   90     [4] 	[1] 	[0,0,0,1,0]
28   62    69    0      3270   90     [1] 	[3] 	[1,0,0,0,0]
29   60    66    1261   1421   90     [3] 	[] 	[0,0,0,0,0]
30   42    65    0      3284   90     [0] 	[] 	[1,0,0,0,1]
31   16    42    497    657    90     [4] 	[4] 	[0,0,0,1,0]
32   58    70    0      3273   90     [3] 	[2] 	[0,0,1,0,0]
33   34    60    2887   3047   90     [3] 	[1] 	[0,0,1,0,0]
34   28    70    2601   2761   90     [2] 	[] 	[0,0,0,1,0]
35   35    66    2791   2951   90     [4] 	[] 	[0,0,0,0,0]
36   35    69    2698   2858   90     [0] 	[] 	[1,0,0,0,1]
37   25    85    0      3261   90     [0] 	[2] 	[1,0,0,0,0]
38   22    75    2405   2565   90     [4] 	[4] 	[0,0,0,1,0]
39   22    85    2026   2186   90     [2] 	[0,4] 	[0,0,0,1,0]
40   20    80    2216   2376   90     [1] 	[2] 	[0,0,0,0,0]
41   20    85    1934   2094   90     [3] 	[0] 	[0,0,0,0,0]
42   18    75    2311   2471   90     [4] 	[0,4] 	[0,0,0,0,0]
43   15    75    1742   1902   90     [1] 	[] 	[0,0,0,0,0]
44   15    80    1837   1997   90     [3] 	[1,2] 	[0,0,1,0,0]
45   30    50    10     170    90     [3] 	[] 	[0,0,0,0,0]
46   30    56    0      3288   90     [4] 	[] 	[0,0,0,0,0]
47   28    52    22     182    90     [1] 	[] 	[1,0,0,0,0]
48   14    66    1643   1803   90     [0] 	[1,2] 	[0,0,0,0,1]
49   25    50    116    276    90     [4] 	[] 	[0,0,0,0,0]
50   22    66    2504   2664   90     [4] 	[0,1] 	[0,0,0,1,0]
51   8     62    0      3265   90     [4] 	[] 	[0,0,0,1,0]
52   23    52    209    369    90     [2] 	[0,4] 	[0,0,0,0,0]
53   4     55    1447   1607   90     [3] 	[1] 	[0,0,0,0,0]
54   20    50    398    558    90     [2] 	[] 	[0,0,0,0,0]
55   20    55    303    463    90     [2] 	[0,4] 	[0,0,0,1,0]
56   10    35    0      3266   90     [4] 	[1] 	[0,0,0,1,0]
57   10    40    593    753    90     [4] 	[0,4] 	[0,0,0,0,0]
58   8     40    685    845    90     [2] 	[0,4] 	[0,0,0,1,0]
59   8     45    0      3267   90     [3] 	[0,2] 	[0,0,1,0,0]
60   5     35    876    1036   90     [4] 	[1] 	[0,0,0,1,0]
61   5     45    1253   1413   90     [0] 	[1,2] 	[0,0,0,0,0]
62   2     40    0      3260   90     [4] 	[] 	[0,0,0,0,0]
63   0     40    1063   1223   90     [0] 	[1,2] 	[1,0,0,0,0]
64   0     45    1158   1318   90     [4] 	[] 	[0,0,0,1,0]
65   36    18    1819   1979   90     [3] 	[0,2] 	[0,0,1,0,0]
66   35    32    2758   2918   90     [4] 	[4] 	[0,0,0,0,0]
