RC105.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    40    2     0      240    0      [0,2,4] 	[2] 	[0,0,4,3,2]
2    58    64    0      240    0      [0,2] 	[] 	[0,0,0,4,5]
3    13    37    0      240    0      [0,2,3,4] 	[0,2,3] 	[4,0,3,3,2]
4    86    28    0      240    0      [0,1,2,4] 	[1,2,3] 	[0,5,3,5,3]
5    76    64    0      240    0      [0,1,2] 	[0,1,3,4] 	[0,5,2,5,5]
6    32    48    0      240    0      [1,2,4] 	[2] 	[0,2,2,3,0]
7    75    59    0      240    0      [1,3,4] 	[0,2,3,4] 	[4,3,3,2,0]
8    43    37    0      240    0      [0,1,3] 	[2] 	[3,3,3,4,3]
9    18    86    0      240    0      [0,2,3,4] 	[1,4] 	[4,0,3,0,4]
10   13    47    0      240    0      [3,4] 	[2,4] 	[4,0,4,5,0]
11   96    85    0      240    0      [0,2,4] 	[1,4] 	[0,0,5,3,5]
12   10    100   0      240    0      [0,2,3] 	[0,1,2,4] 	[3,0,0,5,3]
13   12    97    0      240    0      [1,2,3,4] 	[0,1,2,3] 	[0,5,5,2,0]
14   19    92    0      240    0      [0,2,3,4] 	[0,1,2,3,4] 	[3,0,4,5,4]
15   21    89    0      240    0      [0,1,3,4] 	[0,1,3] 	[3,4,0,2,4]
16   45    64    0      240    0      [0,1,2,4] 	[0,1,3,4] 	[0,3,2,4,4]
17   85    23    0      240    0      [1,2,3,4] 	[3,4] 	[3,4,3,0,0]
18   88    71    0      240    0      [0,1,3] 	[4] 	[5,3,5,5,3]
19   6     59    0      240    0      [0,1,3] 	[0] 	[3,3,5,5,4]
20   100   14    0      240    0      [0,1,2,3] 	[2] 	[2,3,0,2,0]
21   85    39    0      240    0      [0,2,3,4] 	[0,1,2,3,4] 	[4,0,3,0,0]
22   42    90    0      240    0      [0,1,4] 	[0,1,2,4] 	[0,2,5,2,4]
23   34    21    0      240    0      [0,1,2,3] 	[0,2,3] 	[5,3,5,0,5]
24   59    64    0      240    0      [0,1,3] 	[2,3] 	[4,2,4,2,3]
25   3     70    0      240    0      [0,1,3,4] 	[1,2,3] 	[3,4,0,5,3]
26   25    85    71     191    10     [4] 	[] 	[0,0,1,1,0]
27   22    75    30     150    10     [1] 	[] 	[0,1,0,0,0]
28   22    85    64     184    10     [0] 	[] 	[0,0,0,1,1]
29   20    80    151    161    10     [4] 	[] 	[0,0,0,0,0]
30   20    85    40     160    10     [2] 	[1,3] 	[0,0,0,0,0]
31   18    75    96     123    10     [0] 	[] 	[0,0,0,0,0]
32   15    75    35     155    10     [4] 	[0] 	[0,0,0,0,0]
33   15    80    101    111    10     [4] 	[2] 	[0,0,0,0,0]
34   10    35    101    111    10     [0] 	[] 	[0,0,0,1,1]
35   10    40    123    144    10     [0] 	[0,1] 	[0,0,0,1,1]
36   8     40    69     79     10     [1] 	[4] 	[0,0,0,0,0]
37   8     45    32     152    10     [0] 	[1] 	[0,0,0,1,1]
38   5     35    152    162    10     [3] 	[2,3] 	[0,0,0,0,0]
39   5     45    35     117    10     [3] 	[0,2] 	[1,0,0,1,0]
40   2     40    68     78     10     [1] 	[3,4] 	[0,1,1,0,0]
41   0     40    59     114    10     [4] 	[0] 	[0,0,0,0,0]
42   0     45    147    180    10     [0] 	[1] 	[0,0,0,0,0]
43   44    5     79     124    10     [1] 	[4] 	[0,0,1,0,0]
44   42    10    58     115    10     [3] 	[0,3] 	[0,0,0,0,0]
45   42    15    111    162    10     [2] 	[] 	[0,0,0,0,0]
46   40    5     45     165    10     [0] 	[1] 	[0,0,0,1,0]
47   40    15    94     119    10     [4] 	[0] 	[0,0,1,0,0]
48   38    5     75     85     10     [2] 	[3] 	[0,0,0,0,0]
49   38    15    128    194    10     [4] 	[0,4] 	[0,0,1,1,0]
50   35    5     171    181    10     [0] 	[] 	[0,0,0,1,0]
51   95    30    58     171    10     [4] 	[2,4] 	[0,0,0,0,0]
52   95    35    60     93     10     [3] 	[2] 	[1,0,0,0,0]
53   92    30    55     120    10     [2] 	[3] 	[0,0,0,1,0]
54   90    35    52     112    10     [1] 	[3,4] 	[0,1,1,0,0]
55   88    30    75     102    10     [2] 	[3] 	[0,0,0,0,0]
56   88    35    50     170    10     [3] 	[] 	[1,0,0,0,0]
57   87    30    116    175    10     [2] 	[1] 	[0,0,0,1,0]
58   85    25    51     85     10     [2] 	[3] 	[0,0,0,1,0]
59   85    35    62     182    10     [1] 	[4] 	[0,1,0,0,0]
60   67    85    138    169    10     [4] 	[2,4] 	[0,0,1,0,0]
61   65    85    43     78     10     [1] 	[3] 	[0,0,1,0,0]
62   65    82    69     189    10     [2] 	[] 	[0,0,0,1,0]
63   62    80    85     95     10     [3] 	[0,3] 	[0,0,0,1,0]
64   60    80    36     74     10     [0] 	[0,4] 	[0,0,0,1,1]
65   60    85    87     112    10     [3] 	[] 	[1,0,0,0,0]
66   58    75    92     121    10     [0] 	[1] 	[0,0,0,0,1]
67   55    80    33     66     10     [3] 	[] 	[1,0,0,1,0]
68   55    85    117    168    10     [4] 	[0] 	[0,0,0,1,0]
69   55    82    74     84     10     [1] 	[3,4] 	[0,1,1,0,0]
70   20    82    37     72     10     [1] 	[3] 	[0,0,1,0,0]
71   18    80    98     157    10     [0] 	[] 	[0,0,0,0,1]
72   2     45    38     109    10     [2] 	[] 	[0,0,0,0,0]
73   42    5     64     184    10     [3] 	[2] 	[0,0,0,1,0]
74   42    12    109    128    10     [3] 	[0] 	[0,0,0,0,0]
75   72    35    71     191    10     [3] 	[2,3] 	[0,0,0,1,0]
76   55    20    69     126    10     [2] 	[] 	[0,0,0,0,0]
77   25    30    25     145    10     [0] 	[0,1] 	[0,0,0,0,0]
78   20    50    101    111    10     [0] 	[4] 	[0,0,0,1,0]
79   55    60    127    180    10     [3] 	[0] 	[1,0,0,1,0]
80   30    60    150    160    10     [3] 	[] 	[0,0,0,0,0]
81   50    35    130    159    10     [2] 	[3] 	[0,0,0,1,0]
82   30    25    82     139    10     [0] 	[1,4] 	[0,0,0,0,0]
83   15    10    172    182    10     [2] 	[1] 	[0,0,0,0,0]
84   10    20    42     162    10     [1] 	[] 	[0,1,0,0,0]
85   15    60    137    202    10     [0] 	[] 	[0,0,0,1,1]
86   45    65    55     106    10     [2] 	[3] 	[0,0,0,0,0]
87   65    35    62     72     10     [4] 	[] 	[0,0,1,0,0]
88   65    20    39     108    10     [1] 	[3,4] 	[0,1,1,0,0]
89   45    30    53     82     10     [4] 	[] 	[0,0,1,0,0]
90   35    40    11     43     10     [3] 	[2,3] 	[1,0,0,1,0]
91   41    37    134    161    10     [1] 	[] 	[0,0,1,0,0]
92   64    42    80     90     10     [4] 	[2] 	[0,0,0,1,0]
93   40    60    144    173    10     [2] 	[1] 	[0,0,0,0,0]
94   31    52    51     61     10     [2] 	[3] 	[0,0,0,1,0]
95   35    69    172    210    10     [3] 	[2,3] 	[0,0,0,0,0]
96   65    55    52     107    10     [4] 	[] 	[0,0,0,1,0]
97   63    65    27     147    10     [4] 	[] 	[0,0,0,0,0]
98   2     60    65     118    10     [4] 	[0] 	[0,0,1,1,0]
99   20    20    151    161    10     [1] 	[3,4] 	[0,1,1,0,0]
100  5     5     57     172    10     [3] 	[] 	[0,0,0,1,0]
101  60    12    85     95     10     [3] 	[] 	[0,0,0,1,0]
102  23    3     163    173    10     [1] 	[] 	[0,0,0,0,0]
103  8     56    90     119    10     [1] 	[3,4] 	[0,0,0,0,0]
104  6     68    99     109    10     [4] 	[2] 	[0,0,1,1,0]
105  47    47    190    222    10     [2] 	[] 	[0,0,0,1,0]
106  49    58    80     121    10     [2] 	[] 	[0,0,0,1,0]
107  27    43    14     134    10     [3] 	[3] 	[0,0,0,1,0]
108  37    31    19     139    10     [0] 	[0] 	[0,0,0,0,1]
109  57    29    106    116    10     [4] 	[] 	[0,0,1,1,0]
110  63    23    42     162    10     [0] 	[0,1] 	[0,0,0,0,0]
111  21    24    77     126    10     [4] 	[2] 	[0,0,1,0,0]
112  12    24    100    110    10     [2] 	[1] 	[0,0,0,1,0]
113  24    58    67     96     10     [0] 	[1,4] 	[0,0,0,0,0]
114  67    5     105    177    10     [0] 	[0,4] 	[0,0,0,0,0]
115  37    47    74     127    10     [0] 	[] 	[0,0,0,1,0]
116  49    42    97     217    10     [2] 	[] 	[0,0,0,0,0]
117  53    43    15     25     10     [3] 	[] 	[0,0,0,1,0]
118  61    52    173    208    10     [3] 	[0] 	[0,0,0,1,0]
119  57    48    50     170    10     [2] 	[3] 	[0,0,0,0,0]
120  56    37    20     140    10     [3] 	[0,2] 	[0,0,0,1,0]
121  55    54    87     207    10     [3] 	[0,2] 	[1,0,0,1,0]
122  4     18    112    157    10     [3] 	[2] 	[0,0,0,0,0]
123  26    52    14     134    10     [3] 	[3] 	[0,0,0,0,0]
124  26    35    87     97     10     [4] 	[] 	[0,0,0,0,0]
