R109.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    3     8     0      230    0      [0,1,3] 	[2,3,4] 	[0,2,3,5,3]
2    31    37    0      230    0      [0,3] 	[2,4] 	[0,5,0,0,2]
3    90    88    0      230    0      [3,4] 	[1,3,4] 	[0,4,2,0,0]
4    34    96    0      230    0      [0,1,2,3] 	[3] 	[0,3,0,2,0]
5    17    87    0      230    0      [0,1,4] 	[0,1,3] 	[0,0,5,4,4]
6    1     95    0      230    0      [1,3] 	[] 	[0,2,0,3,0]
7    93    88    0      230    0      [2,4] 	[0,4] 	[0,0,3,0,2]
8    19    67    0      230    0      [0,2,3,4] 	[1,4] 	[0,3,3,0,5]
9    54    0     0      230    0      [0,3] 	[] 	[0,0,3,0,5]
10   51    37    0      230    0      [1,3,4] 	[0,1,2,3,4] 	[0,5,4,4,0]
11   29    3     0      230    0      [0,2,3,4] 	[0,2,3,4] 	[0,5,4,0,5]
12   32    73    0      230    0      [3,4] 	[0,1,2,3,4] 	[0,5,2,0,0]
13   25    84    0      230    0      [1,4] 	[0,1,2,3,4] 	[0,0,5,3,0]
14   100   49    0      230    0      [0,3] 	[] 	[0,2,4,0,4]
15   91    86    0      230    0      [0,1,3,4] 	[1] 	[0,4,3,5,4]
16   84    2     0      230    0      [0,1,2,3] 	[] 	[0,4,0,3,3]
17   34    86    0      230    0      [1,2,3] 	[1,2,3,4] 	[0,2,5,2,3]
18   97    59    0      230    0      [0,2,3,4] 	[2] 	[0,3,2,0,4]
19   21    48    0      230    0      [0,1,2] 	[] 	[0,4,0,2,4]
20   97    40    0      230    0      [2,4] 	[4] 	[0,0,3,0,4]
21   13    7     0      230    0      [1,3] 	[1,3,4] 	[0,2,2,2,0]
22   4     45    0      230    0      [0,1,3,4] 	[0,1,2,3,4] 	[0,2,3,5,3]
23   63    89    0      230    0      [0,1,2,3] 	[1,2,3,4] 	[0,4,5,3,3]
24   31    32    0      230    0      [1,2] 	[1] 	[0,0,0,4,3]
25   38    81    0      230    0      [0,2,4] 	[] 	[0,2,3,0,4]
26   41    49    133    198    10     [1] 	[] 	[0,0,0,0,0]
27   35    17    22     87     10     [3] 	[] 	[0,0,0,0,0]
28   55    45    98     143    10     [2] 	[4] 	[0,0,0,0,1]
29   55    20    123    184    10     [3] 	[] 	[0,1,1,0,0]
30   15    30    20     93     10     [1] 	[1] 	[0,0,0,0,0]
31   25    30    76     131    10     [2] 	[2,4] 	[0,0,0,0,1]
32   20    50    61     110    10     [3] 	[] 	[0,1,1,0,0]
33   10    43    75     124    10     [2] 	[2,4] 	[0,0,0,0,1]
34   55    60    74     129    10     [2] 	[] 	[0,0,0,0,1]
35   30    60    107    150    10     [3] 	[1,3] 	[0,1,0,0,0]
36   20    65    42     101    10     [3] 	[] 	[0,1,1,0,0]
37   50    35    38     97     10     [2] 	[4] 	[0,0,0,0,1]
38   30    25    131    196    10     [1] 	[] 	[0,0,0,1,0]
39   15    10    32     114    10     [2] 	[2,4] 	[0,0,0,0,1]
40   30    5     35     96     10     [4] 	[2] 	[0,0,1,0,0]
41   10    20    52     107    10     [1] 	[3,4] 	[0,0,0,1,0]
42   5     30    124    189    10     [0] 	[2,4] 	[0,1,0,0,1]
43   20    40    69     114    10     [4] 	[0,2] 	[0,0,0,0,0]
44   15    60    52     109    10     [3] 	[] 	[0,0,0,0,0]
45   45    65    105    156    10     [3] 	[] 	[0,1,1,0,0]
46   45    20    37     96     10     [3] 	[1] 	[0,0,0,0,0]
47   45    10    76     127    10     [4] 	[0] 	[0,0,1,0,0]
48   55    5     43     102    10     [1] 	[1,3] 	[0,0,0,1,0]
49   65    35    124    190    10     [4] 	[0] 	[0,0,1,0,0]
50   65    20    121    186    10     [1] 	[3,4] 	[0,0,0,0,0]
51   45    30    112    161    10     [4] 	[2] 	[0,0,1,0,0]
52   35    40    8      75     10     [1] 	[1,3] 	[0,0,0,1,0]
53   41    37    11     76     10     [2] 	[] 	[0,0,0,0,1]
54   64    42    37     98     10     [2] 	[2,4] 	[0,0,0,0,1]
55   40    60    49     102    10     [1] 	[4] 	[0,0,0,1,0]
56   31    52    24     85     10     [1] 	[1,4] 	[0,0,0,0,0]
57   35    69    116    175    10     [2] 	[] 	[0,0,0,0,0]
58   53    52    24     92     10     [2] 	[] 	[0,0,0,0,1]
59   65    55    96     147    10     [3] 	[1,4] 	[0,1,0,0,0]
60   63    65    116    178    10     [3] 	[1] 	[0,1,0,0,0]
61   2     60    41     112    10     [4] 	[0] 	[0,0,0,0,0]
62   20    20    113    164    10     [2] 	[] 	[0,0,0,0,1]
63   5     5     60     115    10     [1] 	[] 	[0,0,0,1,0]
64   60    12    33     110    10     [0] 	[2,4] 	[0,1,0,0,1]
65   40    25    65     114    10     [0] 	[] 	[0,1,0,0,0]
66   42    7     72     131    10     [3] 	[4] 	[0,0,0,0,0]
67   24    12    25     91     10     [1] 	[4] 	[0,0,0,1,0]
68   23    3     111    162    10     [2] 	[2,4] 	[0,0,0,0,1]
69   11    14    45     102    10     [4] 	[0,2] 	[0,0,0,0,0]
70   6     38    29     99     10     [0] 	[] 	[0,0,0,0,1]
71   2     48    92     151    10     [2] 	[2,4] 	[0,0,0,0,1]
72   8     56    34     105    10     [4] 	[2] 	[0,0,1,0,0]
73   13    52    128    192    10     [4] 	[] 	[0,0,1,0,0]
74   6     68    93     132    10     [4] 	[0,2] 	[0,0,0,0,0]
75   47    47    102    155    10     [3] 	[] 	[0,1,1,0,0]
76   49    58    64     121    10     [4] 	[] 	[0,0,1,0,0]
77   27    43    26     87     10     [2] 	[2] 	[0,0,0,0,1]
78   37    31    75     124    10     [3] 	[4] 	[0,0,0,0,0]
79   57    29    118    171    10     [0] 	[] 	[0,1,0,0,0]
80   63    23    111    170    10     [2] 	[] 	[0,0,0,0,0]
81   53    12    106    163    10     [2] 	[] 	[0,0,0,0,0]
82   32    12    77     134    10     [2] 	[2,4] 	[0,0,0,0,1]
83   36    26    147    210    10     [1] 	[1] 	[0,0,0,1,0]
84   21    24    17     100    10     [1] 	[] 	[0,0,0,1,0]
85   17    34    134    199    10     [3] 	[4] 	[0,1,1,0,0]
86   12    24    55     106    10     [4] 	[] 	[0,0,1,0,0]
87   24    58    30     95     10     [2] 	[] 	[0,0,0,0,0]
88   27    69    34     103    10     [0] 	[2] 	[0,0,0,0,0]
89   15    77    48     107    10     [2] 	[4] 	[0,0,0,0,0]
90   62    77    49     113    10     [4] 	[0,2] 	[0,0,1,0,0]
91   49    73    104    159    10     [3] 	[3] 	[0,0,1,0,0]
92   67    5     59     116    10     [0] 	[] 	[0,0,0,0,0]
93   56    39    117    176    10     [0] 	[2,3] 	[0,1,0,0,0]
94   37    47    23     86     10     [2] 	[2,4] 	[0,0,0,0,1]
95   37    56    123    198    10     [2] 	[2,4] 	[0,0,0,0,1]
96   57    68    54     109    10     [3] 	[4] 	[0,0,1,0,0]
97   47    16    22     96     10     [2] 	[2,4] 	[0,0,0,0,1]
98   44    17    56     109    10     [3] 	[] 	[0,1,1,0,0]
99   46    13    123    184    10     [3] 	[1] 	[0,0,0,0,0]
100  49    11    45     102    10     [3] 	[3] 	[0,1,1,0,0]
101  49    42    52     103    10     [3] 	[] 	[0,1,1,0,0]
102  53    43    136    200    10     [2] 	[4] 	[0,0,0,0,1]
103  61    52    71     130    10     [1] 	[] 	[0,0,0,0,0]
104  57    48    72     121    10     [4] 	[] 	[0,0,1,0,0]
105  56    37    135    198    10     [0] 	[2,4] 	[0,1,0,0,1]
106  55    54    78     119    10     [3] 	[3,4] 	[0,1,0,0,0]
107  15    47    29     90     10     [2] 	[2] 	[0,0,0,0,1]
108  14    37    21     89     10     [3] 	[] 	[0,0,0,0,0]
109  11    31    81     130    10     [1] 	[4] 	[0,0,0,0,0]
110  16    22    70     121    10     [0] 	[2,4] 	[0,1,0,0,0]
111  4     18    74     123    10     [4] 	[0,2] 	[0,0,1,0,0]
112  28    18    79     116    10     [4] 	[0] 	[0,0,1,0,0]
113  26    52    50     107    10     [2] 	[2,4] 	[0,0,0,0,0]
114  26    35    139    211    10     [1] 	[] 	[0,0,0,1,0]
115  31    67    73     126    10     [4] 	[0,2] 	[0,0,1,0,0]
116  15    19    132    194    10     [4] 	[0,2] 	[0,0,0,0,0]
117  22    22    18     88     10     [0] 	[2,4] 	[0,0,0,0,0]
118  18    24    129    199    10     [4] 	[0] 	[0,0,0,0,0]
119  26    27    81     128    10     [4] 	[0] 	[0,0,0,0,0]
120  25    24    14     78     10     [1] 	[1,3] 	[0,0,0,0,0]
121  22    27    114    165    10     [2] 	[2,4] 	[0,0,0,0,1]
122  25    21    115    160    10     [1] 	[1] 	[0,0,0,1,0]
123  19    21    32     93     10     [3] 	[3] 	[0,0,0,0,0]
124  20    26    60     115    10     [4] 	[0,2] 	[0,0,0,0,0]
125  18    18    123    195    10     [4] 	[2] 	[0,0,1,0,0]
