R209.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    92    35    0      1000   0      [0,1,2,4] 	[0,3,4] 	[0,0,0,2,2]
2    11    85    0      1000   0      [1,2] 	[1,2,3,4] 	[0,0,0,0,3]
3    76    53    0      1000   0      [0,2,3,4] 	[4] 	[0,0,0,2,5]
4    33    52    0      1000   0      [2,3] 	[1] 	[0,0,0,3,2]
5    17    54    0      1000   0      [0,3] 	[] 	[0,0,0,2,0]
6    63    55    0      1000   0      [1,3] 	[1] 	[0,0,0,4,2]
7    55    68    0      1000   0      [0,2,3] 	[0,1,2,3,4] 	[0,0,0,3,4]
8    27    58    0      1000   0      [0,3] 	[1,2,4] 	[0,0,0,5,0]
9    47    83    0      1000   0      [0,1,2,4] 	[0,1,4] 	[0,0,0,5,3]
10   18    97    0      1000   0      [0,2,3] 	[0,1,2,3] 	[0,0,0,2,5]
11   7     17    0      1000   0      [0,1,3] 	[0,4] 	[0,0,0,4,3]
12   88    73    0      1000   0      [0,1] 	[0,2,3,4] 	[0,0,0,5,4]
13   1     62    0      1000   0      [2,4] 	[2,3] 	[0,0,0,4,4]
14   72    9     0      1000   0      [0,1,4] 	[0,1] 	[0,0,0,4,3]
15   59    85    0      1000   0      [0,4] 	[0,2,3] 	[0,0,0,4,5]
16   46    41    0      1000   0      [2,3,4] 	[3,4] 	[0,0,0,2,2]
17   98    95    0      1000   0      [1,2,3,4] 	[1,2] 	[0,0,0,5,3]
18   17    80    0      1000   0      [0,1,2,3] 	[0,1,4] 	[0,0,0,2,4]
19   21    75    0      1000   0      [0,2] 	[2,3] 	[0,0,0,3,5]
20   87    95    0      1000   0      [1,2,3,4] 	[1,2,3] 	[0,0,0,5,5]
21   85    86    0      1000   0      [0,2] 	[0,1,3] 	[0,0,0,3,5]
22   95    12    0      1000   0      [0,4] 	[2] 	[0,0,0,5,5]
23   18    90    0      1000   0      [0,1,3] 	[3] 	[0,0,0,3,2]
24   70    0     0      1000   0      [0,3,4] 	[] 	[0,0,0,5,2]
25   66    87    0      1000   0      [0,1,2,3] 	[0,1,3,4] 	[0,0,0,5,2]
26   41    49    636    919    10     [1] 	[1,3] 	[0,0,0,0,0]
27   35    17    74     351    10     [3] 	[] 	[0,0,0,1,0]
28   55    45    498    613    10     [2] 	[3] 	[0,0,0,0,1]
29   55    20    470    965    10     [0] 	[0,2] 	[0,0,0,1,0]
30   15    30    20     370    10     [3] 	[] 	[0,0,0,0,0]
31   25    30    266    663    10     [1] 	[1,4] 	[0,0,0,0,0]
32   20    50    292    449    10     [0] 	[0,2] 	[0,0,0,1,0]
33   10    43    288    597    10     [2] 	[1,3] 	[0,0,0,0,1]
34   55    60    254    643    10     [0] 	[0,2] 	[0,0,0,1,0]
35   30    60    496    713    10     [1] 	[] 	[0,0,0,0,1]
36   20    65    33     510    10     [4] 	[3] 	[0,0,0,1,1]
37   50    35    170    403    10     [1] 	[4] 	[0,0,0,0,0]
38   30    25    426    978    10     [2] 	[3] 	[0,0,0,0,0]
39   15    10    32     454    10     [1] 	[1,3] 	[0,0,0,0,0]
40   30    5     30     529    10     [0] 	[0,2] 	[0,0,0,1,0]
41   10    20    222    423    10     [1] 	[] 	[0,0,0,0,1]
42   5     30    409    959    10     [0] 	[0,2] 	[0,0,0,1,0]
43   20    40    349    462    10     [4] 	[2,3] 	[0,0,0,1,0]
44   15    60    215    432    10     [0] 	[0] 	[0,0,0,0,0]
45   45    65    538    709    10     [0] 	[0,2] 	[0,0,0,0,0]
46   45    20    156    389    10     [2] 	[1,3] 	[0,0,0,0,1]
47   45    10    280    623    10     [0] 	[0,2] 	[0,0,0,0,0]
48   55    5     36     513    10     [1] 	[1,4] 	[0,0,0,0,1]
49   65    35    633    918    10     [3] 	[] 	[0,0,0,1,0]
50   65    20    400    956    10     [0] 	[0] 	[0,0,0,0,0]
51   45    30    548    707    10     [2] 	[] 	[0,0,0,0,1]
52   35    40    5      612    10     [1] 	[3] 	[0,0,0,0,1]
53   41    37    44     325    10     [0] 	[0] 	[0,0,0,1,0]
54   64    42    129    374    10     [2] 	[] 	[0,0,0,0,1]
55   40    60    115    498    10     [1] 	[3] 	[0,0,0,0,1]
56   31    52    91     336    10     [4] 	[] 	[0,0,0,0,0]
57   35    69    602    835    10     [2] 	[] 	[0,0,0,0,1]
58   53    52    24     646    10     [0] 	[0,2] 	[0,0,0,0,0]
59   65    55    487    656    10     [1] 	[] 	[0,0,0,0,0]
60   63    65    439    948    10     [0] 	[0] 	[0,0,0,0,0]
61   2     60    41     710    10     [2] 	[] 	[0,0,0,0,0]
62   20    20    563    736    10     [1] 	[1,3] 	[0,0,0,0,1]
63   5     5     147    560    10     [3] 	[0,1] 	[0,0,0,0,0]
