C206.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    18    25    0      3390   0      [3,4] 	[1,4] 	[2,0,5,0,0]
2    72    66    0      3390   0      [0,1] 	[0,1,2,4] 	[0,2,4,0,0]
3    24    3     0      3390   0      [0,2,4] 	[0,2,3,4] 	[5,3,4,0,0]
4    10    66    0      3390   0      [0,1,2,4] 	[0,1,2,3,4] 	[4,5,5,0,0]
5    64    27    0      3390   0      [1,2,3,4] 	[0,2,4] 	[4,3,0,0,0]
6    88    34    0      3390   0      [0,2,3] 	[] 	[4,2,3,0,0]
7    74    7     0      3390   0      [0,2] 	[0,3] 	[3,4,5,0,0]
8    44    38    0      3390   0      [0,1] 	[2,4] 	[0,5,3,0,0]
9    56    97    0      3390   0      [0,1,3] 	[0,1,2,4] 	[0,4,3,0,0]
10   62    97    0      3390   0      [0,1,3,4] 	[] 	[3,3,4,0,0]
11   8     66    0      3390   0      [1,3] 	[1,2,4] 	[0,4,3,0,0]
12   99    58    0      3390   0      [0,1,2,3] 	[2] 	[5,0,5,0,0]
13   68    29    0      3390   0      [0,1,2,3] 	[0,2,3,4] 	[2,4,0,0,0]
14   43    50    0      3390   0      [0,2,3,4] 	[0,3,4] 	[2,4,5,0,0]
15   93    29    0      3390   0      [1,2] 	[1,2,3] 	[5,2,0,0,0]
16   10    71    0      3390   0      [0,1,3,4] 	[] 	[3,3,2,0,0]
17   55    25    0      3390   0      [0,1] 	[0,2] 	[0,3,4,0,0]
18   55    98    0      3390   0      [0,2] 	[] 	[2,3,5,0,0]
19   95    61    0      3390   0      [1,2] 	[1,3] 	[4,2,0,0,0]
20   32    6     0      3390   0      [1,2,3,4] 	[0,1,2,3,4] 	[5,5,5,0,0]
21   96    39    0      3390   0      [0,2,3,4] 	[0,1,2,3] 	[5,3,2,0,0]
22   81    22    0      3390   0      [3,4] 	[0,1,2,3,4] 	[5,0,5,0,0]
23   98    100   0      3390   0      [0,2,3,4] 	[0,1,2,3,4] 	[4,4,5,0,0]
24   70    57    0      3390   0      [0,2,3] 	[1] 	[3,4,5,0,0]
25   46    94    0      3390   0      [0,1,2,3] 	[0,1] 	[3,3,5,0,0]
26   52    75    213    568    90     [4] 	[2,3] 	[0,0,0,0,0]
27   45    70    22     563    90     [2] 	[3] 	[1,0,0,0,0]
28   62    69    1030   1463   90     [4] 	[] 	[1,0,0,0,0]
29   60    66    1154   1527   90     [4] 	[] 	[1,0,0,0,0]
30   42    65    15     402    90     [2] 	[] 	[0,1,0,0,0]
31   16    42    331    822    90     [2] 	[] 	[0,0,0,0,0]
32   58    70    965    1340   90     [0] 	[0,4] 	[0,1,1,0,0]
33   34    60    2653   3280   90     [0] 	[0,4] 	[0,0,1,0,0]
34   28    70    2385   2976   90     [1] 	[1,2] 	[0,1,0,0,0]
35   35    66    2628   3113   90     [0] 	[0] 	[0,0,1,0,0]
36   35    69    2603   2952   90     [2] 	[2,3] 	[1,1,0,0,0]
37   25    85    1985   2412   90     [3] 	[1,4] 	[0,0,1,0,0]
38   22    75    2310   2659   90     [0] 	[] 	[0,1,1,0,0]
39   22    85    1846   2365   90     [3] 	[1,2] 	[0,0,1,0,0]
40   20    80    2077   2514   90     [3] 	[1,4] 	[0,0,1,0,0]
41   20    85    1763   2264   90     [4] 	[2] 	[0,0,0,0,0]
42   18    75    2143   2638   90     [0] 	[] 	[0,0,1,0,0]
43   15    75    1560   2083   90     [1] 	[2] 	[0,1,0,0,0]
44   15    80    1689   2144   90     [1] 	[1,2] 	[0,1,0,0,0]
45   30    50    10     645    90     [0] 	[4] 	[0,1,1,0,0]
46   30    56    2675   3288   90     [2] 	[2] 	[0,1,0,0,0]
47   28    52    12     505    90     [2] 	[2,3] 	[1,0,0,0,0]
48   14    66    1519   1926   90     [4] 	[0,2] 	[0,0,0,0,0]
49   25    50    23     368    90     [2] 	[2] 	[1,1,0,0,0]
50   22    66    2380   2787   90     [1] 	[1,2] 	[0,0,0,0,0]
51   8     62    1330   1919   90     [4] 	[0,2] 	[1,0,0,0,0]
52   23    52    93     484    90     [1] 	[] 	[0,1,0,0,0]
53   4     55    1268   1785   90     [3] 	[4] 	[0,0,1,0,0]
54   20    50    168    787    90     [3] 	[4] 	[0,0,1,0,0]
55   20    55    170    595    90     [2] 	[3] 	[1,0,0,0,0]
56   10    35    585    1136   90     [2] 	[2] 	[0,1,0,0,0]
57   10    40    448    897    90     [3] 	[] 	[0,0,0,0,0]
58   8     40    499    1030   90     [0] 	[0,4] 	[0,0,0,0,0]
59   8     45    1190   1661   90     [4] 	[0,3] 	[0,0,0,0,0]
60   5     35    666    1245   90     [4] 	[2] 	[1,0,0,0,0]
61   5     45    1076   1589   90     [1] 	[] 	[0,0,0,0,0]
62   2     40    772    1329   90     [3] 	[] 	[0,0,0,0,0]
63   0     40    890    1395   90     [4] 	[2,3] 	[1,0,0,0,0]
64   0     45    1036   1439   90     [2] 	[2,3] 	[1,1,0,0,0]
65   36    18    1612   2185   90     [4] 	[0,3] 	[0,0,0,0,0]
66   35    32    2599   3076   90     [2] 	[] 	[0,1,0,0,0]
67   33    32    2529   2962   90     [2] 	[] 	[1,0,0,0,0]
68   33    35    2463   2842   90     [0] 	[4] 	[0,0,1,0,0]
69   32    20    1745   2240   90     [2] 	[2,3] 	[1,0,0,0,0]
70   30    30    1932   2437   90     [0] 	[] 	[0,0,0,0,0]
71   34    25    1884   2293   90     [4] 	[2] 	[1,0,0,0,0]
