C109.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    9     1     0      1236   0      [3,4] 	[2] 	[0,3,0,0,3]
2    59    35    0      1236   0      [0,1,2,4] 	[1,3] 	[0,4,0,5,2]
3    88    91    0      1236   0      [1,2,3,4] 	[0,1,2,3,4] 	[0,3,0,2,4]
4    4     47    0      1236   0      [0,2,4] 	[0,1,3,4] 	[0,2,0,0,2]
5    55    91    0      1236   0      [0,1] 	[0,4] 	[0,0,0,3,5]
6    38    16    0      1236   0      [1,3] 	[0,1,2,3] 	[0,3,0,3,4]
7    14    39    0      1236   0      [3,4] 	[0,1,2,3,4] 	[0,3,0,0,4]
8    11    98    0      1236   0      [0,1,3,4] 	[] 	[0,4,0,2,3]
9    34    48    0      1236   0      [1,2,4] 	[0,1,3,4] 	[0,4,0,0,3]
10   31    63    0      1236   0      [2,4] 	[1,3,4] 	[0,2,0,0,5]
11   29    44    0      1236   0      [3,4] 	[0,1,3,4] 	[0,3,0,0,4]
12   84    67    0      1236   0      [0,1] 	[] 	[0,0,0,2,3]
13   11    11    0      1236   0      [0,1,3,4] 	[] 	[0,3,0,2,3]
14   38    44    0      1236   0      [0,1,2,4] 	[0,1,3,4] 	[0,4,0,3,0]
15   44    13    0      1236   0      [0,1] 	[4] 	[0,0,0,3,5]
16   87    55    0      1236   0      [0,1,3] 	[] 	[0,3,0,3,5]
17   84    53    0      1236   0      [0,1,2,4] 	[0,1,3,4] 	[0,3,0,2,5]
18   51    79    0      1236   0      [0,4] 	[0,1,4] 	[0,0,0,0,2]
19   89    59    0      1236   0      [0,2,3,4] 	[] 	[0,3,0,0,5]
20   57    15    0      1236   0      [0,1,2,4] 	[0,1,3,4] 	[0,0,0,2,4]
21   36    87    0      1236   0      [2,4] 	[3,4] 	[0,5,0,0,4]
22   52    19    0      1236   0      [0,1,2] 	[0,3,4] 	[0,4,0,0,3]
23   2     19    0      1236   0      [1,2,4] 	[0,1,3,4] 	[0,4,0,2,5]
24   82    15    0      1236   0      [1,3] 	[2,3] 	[0,4,0,0,4]
25   57    69    0      1236   0      [0,1,2] 	[0,1,3] 	[0,5,0,5,4]
26   45    68    760    1120   90     [1] 	[0,3] 	[0,0,0,1,0]
27   45    70    668    1028   90     [3] 	[] 	[0,1,0,0,0]
28   42    66    16     376    90     [1] 	[0,3] 	[0,0,0,1,0]
29   42    68    575    935    90     [4] 	[3,4] 	[0,0,0,0,1]
30   42    65    15     375    90     [4] 	[] 	[0,0,0,0,1]
31   40    69    482    842    90     [1] 	[] 	[0,0,0,0,0]
32   40    66    18     378    90     [4] 	[3,4] 	[0,0,0,0,0]
33   38    68    110    470    90     [3] 	[] 	[0,0,0,0,1]
34   38    70    390    750    90     [3] 	[1,2] 	[0,1,0,0,1]
35   35    66    204    564    90     [2] 	[1,4] 	[0,1,0,0,0]
36   35    69    297    657    90     [0] 	[] 	[0,0,0,0,1]
37   25    85    507    867    90     [1] 	[3] 	[0,0,0,0,0]
38   22    75    30     390    90     [3] 	[] 	[0,0,0,0,1]
39   22    85    414    774    90     [4] 	[] 	[0,0,0,0,1]
40   20    80    227    587    90     [0] 	[0,4] 	[0,0,0,0,1]
41   20    85    322    682    90     [4] 	[3,4] 	[0,0,0,0,1]
42   18    75    33     393    90     [0] 	[0] 	[0,0,0,0,0]
43   15    75    37     397    90     [2] 	[] 	[0,1,0,0,0]
44   15    80    132    492    90     [3] 	[] 	[0,1,0,0,1]
45   30    50    10     370    90     [1] 	[1,3] 	[0,0,0,0,0]
46   30    52    760    1120   90     [0] 	[0,4] 	[0,0,0,0,1]
47   28    52    668    1028   90     [0] 	[] 	[0,0,0,0,1]
48   28    55    575    935    90     [1] 	[0] 	[0,0,0,0,0]
49   25    50    15     375    90     [2] 	[4] 	[0,1,0,0,0]
50   25    52    17     377    90     [2] 	[] 	[0,0,0,0,0]
51   25    55    482    842    90     [0] 	[0,4] 	[0,0,0,0,1]
52   23    52    109    469    90     [4] 	[1] 	[0,0,0,0,1]
53   23    55    390    750    90     [2] 	[1,4] 	[0,1,0,0,0]
54   20    50    202    562    90     [0] 	[] 	[0,0,0,0,1]
55   20    55    297    657    90     [0] 	[4] 	[0,0,0,0,1]
56   10    35    39     399    90     [4] 	[1,4] 	[0,0,0,0,0]
57   10    40    31     391    90     [1] 	[3] 	[0,0,0,1,0]
58   8     40    33     393    90     [1] 	[] 	[0,0,0,1,0]
59   8     45    604    964    90     [3] 	[] 	[0,1,0,0,1]
60   5     35    134    494    90     [4] 	[3,4] 	[0,0,0,0,0]
61   5     45    511    871    90     [0] 	[0,4] 	[0,0,0,0,1]
62   2     40    229    589    90     [1] 	[3] 	[0,0,0,1,0]
63   0     40    321    681    90     [0] 	[0] 	[0,0,0,0,1]
64   0     45    416    776    90     [3] 	[0,2] 	[0,0,0,0,1]
65   35    30    113    473    90     [1] 	[1] 	[0,0,0,1,0]
66   35    32    21     381    90     [3] 	[] 	[0,1,0,0,1]
67   33    32    19     379    90     [0] 	[0] 	[0,0,0,0,0]
68   33    35    16     376    90     [4] 	[3,4] 	[0,0,0,0,1]
69   32    30    206    566    90     [1] 	[3] 	[0,0,0,1,0]
70   30    30    391    751    90     [1] 	[] 	[0,0,0,1,0]
71   30    32    299    659    90     [1] 	[3] 	[0,0,0,1,0]
72   30    35    767    1127   90     [2] 	[] 	[0,0,0,0,0]
73   28    30    483    843    90     [2] 	[1,4] 	[0,1,0,0,0]
74   28    35    766    1126   90     [4] 	[1,3] 	[0,0,0,0,1]
75   26    32    668    1028   90     [1] 	[0] 	[0,0,0,1,0]
76   25    30    576    936    90     [2] 	[] 	[0,0,0,0,0]
77   25    35    761    1121   90     [4] 	[] 	[0,0,0,0,1]
78   44    5     137    497    90     [3] 	[0] 	[0,1,0,0,1]
79   42    10    42     402    90     [4] 	[] 	[0,0,0,0,1]
80   42    15    35     395    90     [0] 	[4] 	[0,0,0,0,1]
81   40    5     231    591    90     [3] 	[1,2] 	[0,0,0,0,1]
82   40    15    35     395    90     [4] 	[] 	[0,0,0,0,1]
83   38    5     323    683    90     [3] 	[1] 	[0,1,0,0,1]
84   38    15    516    876    90     [4] 	[3] 	[0,0,0,0,0]
85   35    5     416    776    90     [4] 	[1] 	[0,0,0,0,0]
86   50    30    391    751    90     [4] 	[3,4] 	[0,0,0,0,1]
87   50    35    110    470    90     [0] 	[0,4] 	[0,0,0,0,1]
88   50    40    15     375    90     [4] 	[4] 	[0,0,0,0,1]
89   48    30    483    843    90     [4] 	[] 	[0,0,0,0,0]
90   48    40    12     372    90     [0] 	[0,4] 	[0,0,0,0,1]
91   47    35    671    1031   90     [4] 	[4] 	[0,0,0,0,1]
92   47    40    12     372    90     [3] 	[0,1] 	[0,0,0,0,0]
93   45    30    576    936    90     [0] 	[] 	[0,0,0,0,1]
94   45    35    763    1123   90     [1] 	[0,1] 	[0,0,0,0,0]
95   95    30    242    602    90     [4] 	[3,4] 	[0,0,0,0,1]
96   95    35    147    507    90     [4] 	[3] 	[0,0,0,0,0]
97   53    30    298    658    90     [2] 	[1] 	[0,1,0,0,0]
98   92    30    335    695    90     [0] 	[0] 	[0,0,0,0,1]
99   53    35    203    563    90     [1] 	[] 	[0,0,0,0,0]
100  45    65    770    1130   90     [3] 	[] 	[0,1,0,0,1]
101  90    35    52     412    90     [3] 	[] 	[0,0,0,0,0]
102  88    30    429    789    90     [3] 	[1,2] 	[0,1,0,0,0]
103  88    35    50     410    90     [2] 	[1,4] 	[0,1,0,0,0]
104  87    30    520    880    90     [2] 	[1,4] 	[0,1,0,0,0]
105  85    25    615    975    90     [0] 	[0,4] 	[0,0,0,0,0]
106  85    35    47     407    90     [0] 	[] 	[0,0,0,0,0]
107  75    55    215    575    90     [2] 	[1,4] 	[0,1,0,0,0]
108  72    55    122    482    90     [3] 	[] 	[0,0,0,0,0]
109  70    58    311    671    90     [1] 	[1,3] 	[0,0,0,0,0]
110  68    60    404    764    90     [4] 	[4] 	[0,0,0,0,0]
111  66    55    26     386    90     [1] 	[0,3] 	[0,0,0,1,0]
112  65    55    25     385    90     [0] 	[0] 	[0,0,0,0,0]
113  65    60    497    857    90     [1] 	[1,3] 	[0,0,0,1,0]
114  63    58    590    950    90     [4] 	[1,4] 	[0,0,0,0,1]
115  60    55    20     380    90     [4] 	[3] 	[0,0,0,0,1]
116  60    60    683    1043   90     [0] 	[4] 	[0,0,0,0,1]
117  67    85    225    585    90     [2] 	[1,4] 	[0,1,0,0,0]
118  65    85    317    677    90     [0] 	[0] 	[0,0,0,0,1]
119  65    82    131    491    90     [3] 	[2] 	[0,1,0,0,1]
120  62    80    38     398    90     [1] 	[0,1] 	[0,0,0,0,0]
121  60    80    36     396    90     [0] 	[0,4] 	[0,0,0,0,0]
122  60    85    412    772    90     [4] 	[] 	[0,0,0,0,1]
123  58    75    30     390    90     [1] 	[0,1] 	[0,0,0,1,0]
124  55    80    602    962    90     [3] 	[] 	[0,0,0,0,0]
125  55    85    507    867    90     [1] 	[0,3] 	[0,0,0,0,0]
