R105.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    86    1     0      230    0      [0,2,3,4] 	[] 	[0,5,0,4,0]
2    73    42    0      230    0      [1,3] 	[0,2,3,4] 	[0,3,4,0,0]
3    41    95    0      230    0      [0,1,4] 	[] 	[0,0,4,4,0]
4    71    29    0      230    0      [0,1,3,4] 	[] 	[0,0,5,4,4]
5    46    78    0      230    0      [0,1,3,4] 	[] 	[0,2,4,3,2]
6    4     11    0      230    0      [1,3,4] 	[2,3,4] 	[0,0,3,0,5]
7    97    86    0      230    0      [1,2,3] 	[1,2] 	[0,2,2,2,3]
8    45    1     0      230    0      [1,4] 	[2] 	[0,0,3,0,3]
9    47    3     0      230    0      [1,2,4] 	[0,1,2,3] 	[0,0,4,5,3]
10   64    7     0      230    0      [1,2] 	[] 	[0,0,3,4,2]
11   29    82    0      230    0      [1,2] 	[] 	[0,0,2,5,4]
12   95    28    0      230    0      [0,1,3,4] 	[0,2,3,4] 	[0,3,4,5,2]
13   54    98    0      230    0      [0,1,2,4] 	[1] 	[0,0,4,5,2]
14   56    70    0      230    0      [2,4] 	[] 	[0,0,0,4,2]
15   58    2     0      230    0      [0,2,4] 	[0,1,4] 	[0,0,0,3,3]
16   74    26    0      230    0      [1,3] 	[] 	[0,3,5,0,0]
17   38    63    0      230    0      [0,2] 	[0,1,2] 	[0,0,0,4,3]
18   46    68    0      230    0      [0,2,3,4] 	[0,1,3,4] 	[0,3,0,3,3]
19   22    58    0      230    0      [1,3,4] 	[0,2,3,4] 	[0,2,5,0,3]
20   41    98    0      230    0      [1,2,3] 	[0,1,2,3,4] 	[0,5,5,2,2]
21   68    48    0      230    0      [1,2,4] 	[0,1,2,4] 	[0,0,3,4,2]
22   84    45    0      230    0      [0,2,3,4] 	[] 	[0,2,0,4,5]
23   20    5     0      230    0      [0,1,2,3] 	[0,2,3,4] 	[0,2,3,3,3]
24   80    54    0      230    0      [0,1] 	[0,3] 	[0,0,3,3,0]
25   12    89    0      230    0      [0,1] 	[0,2,3] 	[0,0,5,5,0]
26   41    49    151    181    10     [3] 	[] 	[0,1,0,0,0]
27   35    17    40     70     10     [3] 	[] 	[0,1,0,0,0]
28   55    45    106    136    10     [0] 	[4] 	[0,0,0,1,0]
29   55    20    139    169    10     [4] 	[] 	[0,0,0,0,0]
30   15    30    24     54     10     [0] 	[] 	[0,0,0,1,0]
31   25    30    89     119    10     [1] 	[0,4] 	[0,0,1,0,0]
32   20    50    71     101    10     [3] 	[] 	[0,1,0,0,0]
33   10    43    85     115    10     [4] 	[] 	[0,0,0,0,0]
34   55    60    87     117    10     [0] 	[2,4] 	[0,0,0,0,0]
35   30    60    114    144    10     [4] 	[] 	[0,0,0,0,1]
36   20    65    57     87     10     [1] 	[0,4] 	[0,0,1,0,0]
37   50    35    53     83     10     [3] 	[2,3] 	[0,1,0,0,0]
38   30    25    149    179    10     [2] 	[] 	[0,0,0,0,1]
39   15    10    32     62     10     [2] 	[0,1] 	[0,0,0,0,0]
40   30    5     51     81     10     [4] 	[4] 	[0,0,0,0,1]
41   10    20    65     95     10     [2] 	[0,1] 	[0,0,0,1,0]
42   5     30    147    177    10     [3] 	[3] 	[0,0,0,0,0]
43   20    40    77     107    10     [0] 	[] 	[0,0,0,1,0]
44   15    60    66     96     10     [3] 	[3] 	[0,1,0,0,0]
45   45    65    116    146    10     [2] 	[0,1] 	[0,0,0,1,1]
46   45    20    52     82     10     [4] 	[4] 	[0,0,0,0,1]
47   45    10    87     117    10     [4] 	[2,4] 	[0,0,0,0,0]
48   55    5     58     88     10     [4] 	[4] 	[0,0,0,0,1]
49   65    35    143    173    10     [3] 	[] 	[0,0,0,0,0]
50   65    20    156    186    10     [3] 	[3] 	[0,1,0,0,0]
51   45    30    122    152    10     [4] 	[] 	[0,0,0,0,1]
52   35    40    27     57     10     [0] 	[2,4] 	[0,0,0,1,0]
53   41    37    29     59     10     [2] 	[0] 	[0,0,0,0,0]
54   64    42    53     83     10     [4] 	[2,4] 	[0,0,0,0,1]
55   40    60    61     91     10     [1] 	[3] 	[0,0,1,0,0]
56   31    52    40     70     10     [4] 	[2] 	[0,0,0,0,1]
57   35    69    131    161    10     [2] 	[0,1] 	[0,0,0,1,1]
58   53    52    27     57     10     [2] 	[0,1] 	[0,0,0,0,1]
59   65    55    107    137    10     [3] 	[2,3] 	[0,1,0,0,0]
60   63    65    133    163    10     [4] 	[4] 	[0,0,0,0,1]
61   2     60    41     71     10     [2] 	[0,1] 	[0,0,0,1,0]
62   20    20    124    154    10     [2] 	[1] 	[0,0,0,1,0]
63   5     5     73     103    10     [0] 	[2,4] 	[0,0,0,0,0]
64   60    12    34     64     10     [3] 	[2,4] 	[0,0,0,0,0]
65   40    25    75     105    10     [1] 	[] 	[0,0,1,0,0]
66   42    7     87     117    10     [1] 	[] 	[0,0,1,0,0]
67   24    12    25     55     10     [1] 	[] 	[0,0,1,0,0]
68   23    3     122    152    10     [0] 	[2,4] 	[0,0,0,1,0]
69   11    14    59     89     10     [3] 	[3,4] 	[0,0,0,0,0]
70   6     38    29     59     10     [4] 	[2,4] 	[0,0,0,0,1]
71   2     48    107    137    10     [4] 	[] 	[0,0,0,0,1]
72   8     56    41     71     10     [2] 	[0,1] 	[0,0,0,1,1]
73   13    52    155    185    10     [1] 	[] 	[0,0,1,0,0]
74   6     68    98     128    10     [0] 	[2,4] 	[0,0,0,1,0]
75   47    47    114    144    10     [4] 	[2] 	[0,0,0,0,0]
76   49    58    78     108    10     [2] 	[0,1] 	[0,0,0,0,1]
77   27    43    42     72     10     [4] 	[2] 	[0,0,0,0,1]
78   37    31    85     115    10     [1] 	[] 	[0,0,1,0,0]
79   57    29    130    160    10     [0] 	[2] 	[0,0,0,1,0]
80   63    23    126    156    10     [3] 	[2,4] 	[0,0,0,0,0]
81   53    12    120    150    10     [2] 	[0] 	[0,0,0,0,0]
82   32    12    91     121    10     [1] 	[] 	[0,0,0,0,0]
83   36    26    180    210    10     [3] 	[3] 	[0,0,0,0,0]
84   21    24    17     47     10     [3] 	[2,4] 	[0,1,0,0,0]
85   17    34    152    182    10     [1] 	[4] 	[0,0,1,0,0]
86   12    24    66     96     10     [4] 	[] 	[0,0,0,0,1]
87   24    58    48     78     10     [2] 	[] 	[0,0,0,0,0]
88   27    69    34     64     10     [0] 	[2] 	[0,0,0,1,0]
89   15    77    63     93     10     [3] 	[] 	[0,1,0,0,0]
90   62    77    49     79     10     [2] 	[1] 	[0,0,0,0,1]
91   49    73    117    147    10     [3] 	[2] 	[0,1,0,0,0]
92   67    5     73     103    10     [2] 	[0,1] 	[0,0,0,0,0]
93   56    39    132    162    10     [3] 	[] 	[0,1,0,0,0]
94   37    47    40     70     10     [0] 	[] 	[0,0,0,1,0]
95   37    56    168    198    10     [3] 	[] 	[0,0,0,0,0]
96   57    68    67     97     10     [4] 	[2,4] 	[0,0,0,0,1]
97   47    16    25     55     10     [4] 	[2,4] 	[0,0,0,0,0]
98   44    17    68     98     10     [1] 	[0] 	[0,0,0,0,0]
99   46    13    139    169    10     [2] 	[1] 	[0,0,0,0,0]
100  49    11    59     89     10     [1] 	[] 	[0,0,1,0,0]
101  49    42    63     93     10     [4] 	[2,4] 	[0,0,0,0,0]
102  53    43    169    199    10     [3] 	[] 	[0,1,0,0,0]
103  61    52    86     116    10     [0] 	[4] 	[0,0,0,0,0]
104  57    48    82     112    10     [4] 	[4] 	[0,0,0,0,1]
105  56    37    168    198    10     [2] 	[] 	[0,0,0,0,1]
106  55    54    84     114    10     [1] 	[] 	[0,0,1,0,0]
107  15    47    45     75     10     [1] 	[3,4] 	[0,0,1,0,0]
108  14    37    34     64     10     [4] 	[] 	[0,0,0,0,1]
109  11    31    91     121    10     [4] 	[4] 	[0,0,0,0,0]
110  16    22    81     111    10     [2] 	[1] 	[0,0,0,0,0]
111  4     18    84     114    10     [4] 	[2] 	[0,0,0,0,1]
