R207.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    24    43    0      1000   0      [1,4] 	[2,3] 	[0,5,0,0,3]
2    10    26    0      1000   0      [1,2] 	[1,4] 	[0,4,4,0,0]
3    67    74    0      1000   0      [0,3,4] 	[0,1,2,3,4] 	[4,4,0,0,4]
4    51    17    0      1000   0      [0,2,4] 	[0,1,2,3,4] 	[0,4,2,0,2]
5    18    89    0      1000   0      [0,1,2,3] 	[] 	[3,0,3,0,0]
6    8     72    0      1000   0      [1,2,3] 	[0,1,2,4] 	[2,5,0,0,0]
7    43    3     0      1000   0      [0,2,3,4] 	[0,1,3,4] 	[4,4,2,0,2]
8    93    83    0      1000   0      [3,4] 	[0,1,2,3] 	[5,5,5,0,3]
9    16    83    0      1000   0      [0,1,3,4] 	[] 	[5,5,2,0,4]
10   10    15    0      1000   0      [0,1,3,4] 	[2,4] 	[5,4,4,0,5]
11   60    58    0      1000   0      [0,2,3] 	[] 	[4,0,2,0,0]
12   53    33    0      1000   0      [0,1,2,3] 	[0,1,3,4] 	[5,0,4,0,0]
13   45    6     0      1000   0      [1,2] 	[0,1,2,4] 	[0,5,5,0,0]
14   33    28    0      1000   0      [0,2,3] 	[] 	[2,0,4,0,0]
15   70    76    0      1000   0      [0,2,4] 	[] 	[3,4,0,0,4]
16   98    15    0      1000   0      [0,2,3,4] 	[1,2,4] 	[0,4,0,0,2]
17   9     32    0      1000   0      [1,2,3] 	[3] 	[5,4,4,0,0]
18   65    3     0      1000   0      [0,1,2,4] 	[] 	[3,3,5,0,5]
19   9     30    0      1000   0      [3,4] 	[0,1,3] 	[0,2,5,0,3]
20   16    54    0      1000   0      [0,1,3,4] 	[1] 	[3,0,4,0,4]
21   55    74    0      1000   0      [0,3] 	[0,1,2,3,4] 	[5,0,5,0,0]
22   71    46    0      1000   0      [1,2,3,4] 	[1,4] 	[3,5,3,0,5]
23   53    65    0      1000   0      [2,3,4] 	[] 	[0,0,3,0,3]
24   39    42    0      1000   0      [0,2,3,4] 	[0] 	[4,0,5,0,2]
25   7     64    0      1000   0      [0,1,2,3] 	[0,1] 	[4,5,5,0,0]
26   41    49    0      974    10     [4] 	[2,3] 	[0,1,0,0,0]
27   35    17    0      972    10     [2] 	[1,2] 	[0,0,0,0,0]
28   55    45    0      967    10     [1] 	[] 	[0,0,0,0,0]
29   55    20    620    860    10     [0] 	[2,4] 	[1,0,0,0,0]
30   15    30    0      969    10     [4] 	[2] 	[0,1,0,0,1]
31   25    30    345    585    10     [2] 	[2] 	[0,0,1,0,0]
32   20    50    0      968    10     [0] 	[] 	[1,0,0,0,0]
33   10    43    323    563    10     [4] 	[] 	[0,1,0,0,1]
34   55    60    329    569    10     [3] 	[0,3] 	[1,0,1,0,0]
35   30    60    485    725    10     [0] 	[2,4] 	[1,0,0,0,0]
36   20    65    146    386    10     [2] 	[] 	[0,0,1,0,0]
37   50    35    0      975    10     [0] 	[] 	[1,0,0,0,0]
38   30    25    639    879    10     [2] 	[] 	[0,0,0,0,0]
39   15    10    0      957    10     [3] 	[] 	[0,0,0,0,0]
40   30    5     118    358    10     [3] 	[] 	[0,0,1,0,0]
41   10    20    0      960    10     [4] 	[2] 	[0,1,0,0,1]
42   5     30    682    922    10     [1] 	[1,2] 	[0,0,0,0,0]
43   20    40    0      974    10     [4] 	[2,3] 	[0,0,0,0,0]
44   15    60    0      957    10     [3] 	[1] 	[0,0,0,0,0]
45   45    65    0      958    10     [4] 	[2,3] 	[0,0,0,0,0]
46   45    20    0      971    10     [4] 	[2,3] 	[0,1,0,0,0]
47   45    10    332    572    10     [2] 	[1] 	[0,0,1,0,0]
48   55    5     146    386    10     [4] 	[] 	[0,0,0,0,0]
49   65    35    0      960    10     [1] 	[] 	[0,1,0,0,0]
50   65    20    716    956    10     [1] 	[] 	[0,0,0,0,0]
51   45    30    0      978    10     [0] 	[] 	[0,0,0,0,0]
52   35    40    60     300    10     [0] 	[2,4] 	[1,0,0,0,0]
53   41    37    0      983    10     [2] 	[] 	[0,0,1,0,0]
54   64    42    0      960    10     [3] 	[3] 	[0,0,0,0,0]
55   40    60    187    427    10     [1] 	[2,4] 	[0,1,0,0,0]
56   31    52    0      972    10     [2] 	[0,2] 	[0,0,0,0,0]
57   35    69    0      956    10     [0] 	[4] 	[0,0,0,0,0]
58   53    52    24     264    10     [2] 	[0,1] 	[0,0,0,0,0]
59   65    55    0      953    10     [1] 	[] 	[0,1,0,0,0]
60   63    65    630    870    10     [4] 	[2,3] 	[0,0,0,0,0]
61   2     60    41     281    10     [1] 	[] 	[0,1,0,0,0]
62   20    20    0      968    10     [1] 	[2] 	[0,0,0,0,0]
63   5     5     234    474    10     [1] 	[] 	[0,0,0,0,0]
64   60    12    33     273    10     [3] 	[] 	[1,0,1,0,0]
65   40    25    279    519    10     [4] 	[2] 	[0,1,0,0,1]
66   42    7     334    574    10     [0] 	[4] 	[1,0,0,0,0]
67   24    12    25     265    10     [0] 	[2,4] 	[1,0,0,0,0]
68   23    3     0      955    10     [2] 	[1,2] 	[0,0,1,0,0]
69   11    14    167    407    10     [1] 	[1] 	[0,1,0,0,0]
70   6     38    29     269    10     [1] 	[2,4] 	[0,1,0,0,0]
71   2     48    0      954    10     [2] 	[0,1] 	[0,0,0,0,0]
72   8     56    0      955    10     [0] 	[2,4] 	[1,0,0,0,0]
73   13    52    0      962    10     [2] 	[] 	[0,0,1,0,0]
74   6     68    401    641    10     [0] 	[2,4] 	[1,0,0,0,0]
75   47    47    0      973    10     [4] 	[] 	[0,1,0,0,0]
76   49    58    0      963    10     [4] 	[2,3] 	[0,0,0,0,0]
77   27    43    0      978    10     [4] 	[3] 	[0,1,0,0,1]
78   37    31    332    572    10     [2] 	[2] 	[0,0,1,0,0]
79   57    29    0      967    10     [2] 	[0] 	[0,0,0,0,0]
80   63    23    560    800    10     [2] 	[] 	[0,0,0,0,0]
81   53    12    519    759    10     [3] 	[] 	[0,0,0,0,0]
82   32    12    0      966    10     [0] 	[] 	[1,0,0,0,0]
83   36    26    740    980    10     [1] 	[1,2] 	[0,1,0,0,0]
84   21    24    0      972    10     [1] 	[2,4] 	[0,1,0,0,0]
85   17    34    0      971    10     [3] 	[] 	[0,0,0,0,0]
86   12    24    0      964    10     [1] 	[1] 	[0,1,0,0,0]
87   24    58    113    353    10     [0] 	[] 	[0,0,0,0,0]
88   27    69    0      955    10     [3] 	[] 	[0,0,1,0,0]
89   15    77    154    394    10     [1] 	[] 	[0,1,0,0,0]
90   62    77    49     289    10     [2] 	[1,2] 	[0,0,0,0,0]
91   49    73    523    763    10     [2] 	[2] 	[0,0,1,0,0]
92   67    5     228    468    10     [3] 	[0] 	[1,0,1,0,0]
93   56    39    575    815    10     [4] 	[2,3] 	[0,0,0,0,0]
94   37    47    108    348    10     [1] 	[] 	[0,1,0,0,0]
95   37    56    728    968    10     [2] 	[] 	[0,0,0,0,0]
96   57    68    0      950    10     [1] 	[] 	[0,1,0,0,0]
97   47    16    0      967    10     [1] 	[4] 	[0,1,0,0,0]
98   44    17    0      969    10     [4] 	[2] 	[0,0,0,0,0]
99   46    13    622    862    10     [2] 	[] 	[0,0,1,0,0]
100  49    11    0      962    10     [1] 	[1,2] 	[0,0,0,0,0]
101  49    42    212    452    10     [4] 	[2] 	[0,1,0,0,1]
102  53    43    730    970    10     [3] 	[] 	[0,0,0,0,0]
103  61    52    322    562    10     [2] 	[] 	[0,0,1,0,0]
104  57    48    307    547    10     [0] 	[2] 	[0,0,0,0,0]
105  56    37    728    968    10     [3] 	[0,1] 	[0,0,1,0,0]
106  55    54    0      962    10     [4] 	[] 	[0,0,0,0,1]
107  15    47    0      966    10     [0] 	[4] 	[0,0,0,0,0]
108  14    37    0      968    10     [0] 	[2,4] 	[0,0,0,0,0]
109  11    31    354    594    10     [1] 	[] 	[0,0,0,0,0]
110  16    22    0      966    10     [2] 	[] 	[0,0,1,0,0]
111  4     18    0      954    10     [1] 	[2,4] 	[0,0,0,0,0]
112  28    18    314    554    10     [4] 	[] 	[0,1,0,0,1]
113  26    52    214    454    10     [3] 	[3] 	[1,0,1,0,0]
114  26    35    0      981    10     [1] 	[] 	[0,1,0,0,0]
115  31    67    0      957    10     [0] 	[2,4] 	[1,0,0,0,0]
116  15    19    0      964    10     [1] 	[1] 	[0,0,0,0,0]
117  22    22    18     258    10     [3] 	[1,3] 	[0,0,1,0,0]
118  18    24    729    969    10     [2] 	[2] 	[0,0,1,0,0]
119  26    27    0      977    10     [1] 	[1] 	[0,0,0,0,0]
120  25    24    0      975    10     [0] 	[2,4] 	[1,0,0,0,0]
121  22    27    0      974    10     [4] 	[2,3] 	[0,1,0,0,1]
122  25    21    0      972    10     [3] 	[1,3] 	[0,0,0,0,0]
123  19    21    0      968    10     [4] 	[2] 	[0,0,0,0,1]
124  20    26    263    503    10     [4] 	[2,3] 	[0,0,0,0,1]
125  18    18    725    965    10     [1] 	[4] 	[0,1,0,0,0]
