C204.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    76    39    0      3390   0      [2,3] 	[1] 	[0,2,4,0,5]
2    21    50    0      3390   0      [0,1,2,3] 	[1,2,3,4] 	[0,4,0,0,3]
3    29    30    0      3390   0      [0,2,3,4] 	[1] 	[4,2,2,0,2]
4    4     67    0      3390   0      [0,1,3,4] 	[1,2,3,4] 	[0,0,3,0,4]
5    62    83    0      3390   0      [0,2,3] 	[1] 	[0,5,0,0,3]
6    56    12    0      3390   0      [0,1,2,4] 	[1,2,4] 	[5,5,2,0,3]
7    96    57    0      3390   0      [0,1,2] 	[1,2,3,4] 	[0,2,3,0,4]
8    40    88    0      3390   0      [0,3,4] 	[1,2,4] 	[5,0,3,0,4]
9    78    27    0      3390   0      [3,4] 	[1,2,3,4] 	[0,0,4,0,4]
10   20    15    0      3390   0      [0,1] 	[1,3,4] 	[0,0,2,0,4]
11   7     71    0      3390   0      [2,4] 	[4] 	[2,4,0,0,0]
12   86    17    0      3390   0      [1,2,4] 	[4] 	[3,3,4,0,4]
13   52    64    0      3390   0      [2,3,4] 	[1,2] 	[5,4,3,0,3]
14   34    14    0      3390   0      [1,3] 	[] 	[0,0,2,0,5]
15   39    52    0      3390   0      [0,2] 	[1,2,3,4] 	[0,2,0,0,2]
16   64    89    0      3390   0      [0,1,2,3] 	[1,3] 	[0,3,4,0,5]
17   70    41    0      3390   0      [0,3] 	[1,3,4] 	[0,0,3,0,4]
18   70    96    0      3390   0      [0,1,2,4] 	[4] 	[2,3,0,0,0]
19   84    87    0      3390   0      [0,1,3] 	[3] 	[0,0,2,0,4]
20   8     36    0      3390   0      [0,2,3] 	[1,2,3,4] 	[0,4,0,0,4]
21   96    29    0      3390   0      [3,4] 	[] 	[5,0,5,0,5]
22   84    63    0      3390   0      [0,2,3,4] 	[2,3,4] 	[3,5,4,0,4]
23   37    47    0      3390   0      [0,1,2,3] 	[1,2,4] 	[0,3,2,0,4]
