C107.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    84    89    0      1236   0      [0,1,3,4] 	[1,2,3,4] 	[3,5,0,0,2]
2    47    0     0      1236   0      [0,3] 	[1,3,4] 	[3,0,0,0,2]
3    95    71    0      1236   0      [0,1,2,3] 	[0,1,2,3,4] 	[3,5,2,0,0]
4    65    4     0      1236   0      [0,2] 	[] 	[5,0,3,4,0]
5    78    85    0      1236   0      [1,2] 	[0,1,3] 	[0,0,0,4,3]
6    54    76    0      1236   0      [0,1] 	[1,2,3,4] 	[2,0,4,0,3]
7    69    79    0      1236   0      [0,1,2,3] 	[1] 	[2,3,4,5,0]
8    7     78    0      1236   0      [0,2,3] 	[0,3] 	[4,0,5,5,0]
9    28    0     0      1236   0      [1,3] 	[3] 	[0,5,0,0,4]
10   55    75    0      1236   0      [1,2,3,4] 	[2,3] 	[3,4,0,5,3]
11   63    80    0      1236   0      [1,2,3,4] 	[0] 	[5,0,0,4,4]
12   84    43    0      1236   0      [1,3] 	[2,3] 	[0,5,0,0,2]
13   29    38    0      1236   0      [0,1,2] 	[] 	[4,0,3,2,4]
14   58    88    0      1236   0      [0,2] 	[0,1,3,4] 	[4,0,4,5,0]
15   83    42    0      1236   0      [0,3] 	[] 	[4,2,4,0,5]
16   83    52    0      1236   0      [1,3,4] 	[1,2,3,4] 	[3,2,0,0,5]
17   21    72    0      1236   0      [0,1,2] 	[0,1,2,3,4] 	[4,0,3,4,3]
18   16    12    0      1236   0      [1,3,4] 	[1] 	[5,4,0,0,5]
19   100   76    0      1236   0      [2,4] 	[0,1,2,3] 	[2,3,0,0,0]
20   38    33    0      1236   0      [1,2,4] 	[0,1,2,3,4] 	[4,3,0,3,5]
21   89    31    0      1236   0      [0,2,3,4] 	[0,2,4] 	[3,0,0,2,0]
22   65    92    0      1236   0      [0,1,2,3] 	[1,3,4] 	[0,0,0,4,2]
23   55    8     0      1236   0      [1,2] 	[1,3] 	[0,0,0,3,4]
24   85    29    0      1236   0      [1,2,3,4] 	[0,2,4] 	[4,2,0,4,2]
25   54    63    0      1236   0      [0,3,4] 	[1,2,4] 	[5,0,5,0,0]
26   45    68    850    1030   90     [1] 	[1,2] 	[0,0,0,0,1]
27   45    70    758    938    90     [2] 	[0] 	[0,0,0,1,0]
28   42    66    16     196    90     [1] 	[] 	[0,0,0,0,1]
29   42    68    665    845    90     [4] 	[1,4] 	[0,1,0,0,0]
30   42    65    15     195    90     [0] 	[1,4] 	[0,0,0,0,0]
31   40    69    572    752    90     [1] 	[2] 	[0,0,0,0,1]
32   40    66    108    288    90     [1] 	[] 	[0,0,0,0,1]
33   38    68    200    380    90     [2] 	[0,3] 	[0,0,0,1,0]
34   38    70    480    660    90     [1] 	[2] 	[0,0,0,0,0]
