R110.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    43    1     0      230    0      [1,2] 	[0,1,3,4] 	[5,0,3,0,0]
2    52    43    0      230    0      [0,1,4] 	[4] 	[5,0,2,0,0]
3    19    96    0      230    0      [3,4] 	[0,2,3,4] 	[5,0,5,0,0]
4    28    13    0      230    0      [0,1,2,4] 	[1,2,3] 	[4,0,3,0,0]
5    7     47    0      230    0      [0,1,2,3] 	[0,1,2,3,4] 	[5,0,4,0,0]
6    7     91    0      230    0      [0,1] 	[1,2,4] 	[3,0,4,0,0]
7    31    95    0      230    0      [0,1,2,3] 	[0,1,2,3,4] 	[4,0,3,0,0]
8    40    43    0      230    0      [1,2,4] 	[4] 	[5,0,2,0,0]
9    71    67    0      230    0      [0,2,3,4] 	[0,2,3,4] 	[4,0,3,0,0]
10   83    77    0      230    0      [0,2,3] 	[2,3] 	[2,0,4,0,0]
11   83    32    0      230    0      [0,2,3,4] 	[0,2,3,4] 	[2,0,5,0,0]
12   76    97    0      230    0      [0,3] 	[0,2,3] 	[5,0,2,0,0]
13   92    61    0      230    0      [1,2,3] 	[2,4] 	[5,0,5,0,0]
14   82    60    0      230    0      [1,2,3,4] 	[0,1,2,3] 	[2,0,3,0,0]
15   89    87    0      230    0      [0,1,2,3] 	[2] 	[3,0,4,0,0]
16   30    41    0      230    0      [0,4] 	[2,3,4] 	[5,0,3,0,0]
17   53    80    0      230    0      [0,2,4] 	[0,2,3] 	[5,0,5,0,0]
18   89    48    0      230    0      [0,2,3,4] 	[4] 	[2,0,5,0,0]
19   80    8     0      230    0      [0,3] 	[2] 	[5,0,4,0,0]
20   83    40    0      230    0      [0,1,2,4] 	[0,1,2,4] 	[3,0,4,0,0]
21   27    64    0      230    0      [1,2,3,4] 	[1,2,4] 	[5,0,3,0,0]
22   96    29    0      230    0      [0,2,3,4] 	[0,2,3,4] 	[5,0,5,0,0]
23   66    10    0      230    0      [0,4] 	[2,3,4] 	[3,0,3,0,0]
24   36    92    0      230    0      [0,3] 	[0,3] 	[2,0,4,0,0]
25   8     19    0      230    0      [0,1,2,4] 	[0,1,2,3] 	[5,0,4,0,0]
26   41    49    130    201    10     [3] 	[0,3] 	[0,0,0,0,0]
27   35    17    20     89     10     [3] 	[] 	[1,0,0,0,0]
28   55    45    106    135    10     [1] 	[] 	[1,0,0,0,0]
29   55    20    71     195    10     [2] 	[0] 	[0,0,1,0,0]
30   15    30    20     107    10     [3] 	[2,3] 	[1,0,0,0,0]
31   25    30    54     153    10     [4] 	[] 	[1,0,1,0,0]
32   20    50    66     105    10     [3] 	[] 	[1,0,0,0,0]
33   10    43    61     138    10     [4] 	[] 	[1,0,1,0,0]
34   55    60    53     150    10     [0] 	[3] 	[1,0,1,0,0]
35   30    60    101    156    10     [0] 	[] 	[1,0,1,0,0]
36   20    65    33     152    10     [0] 	[] 	[0,0,0,0,0]
37   50    35    38     97     10     [1] 	[2] 	[0,0,0,0,0]
38   30    25    70     208    10     [3] 	[] 	[0,0,0,0,0]
39   15    10    32     137    10     [3] 	[3] 	[1,0,0,0,0]
40   30    5     30     154    10     [1] 	[1,4] 	[0,0,0,0,0]
41   10    20    54     105    10     [4] 	[4] 	[1,0,1,0,0]
42   5     30    51     189    10     [3] 	[] 	[1,0,0,0,0]
43   20    40    77     106    10     [0] 	[] 	[1,0,1,0,0]
44   15    60    53     108    10     [3] 	[] 	[0,0,0,0,0]
45   45    65    109    152    10     [4] 	[2,4] 	[1,0,1,0,0]
46   45    20    37     96     10     [1] 	[] 	[1,0,0,0,0]
47   45    10    59     144    10     [0] 	[2,3] 	[1,0,1,0,0]
48   55    5     36     155    10     [3] 	[2,3] 	[1,0,0,0,0]
49   65    35    118    190    10     [0] 	[2] 	[1,0,0,0,0]
50   65    20    47     186    10     [0] 	[] 	[0,0,1,0,0]
51   45    30    117    156    10     [0] 	[2] 	[0,0,0,0,0]
52   35    40    5      156    10     [0] 	[2] 	[0,0,0,0,0]
53   41    37    8      79     10     [3] 	[] 	[1,0,0,0,0]
54   64    42    37     98     10     [1] 	[1] 	[1,0,0,0,0]
55   40    60    28     123    10     [1] 	[2,4] 	[1,0,0,0,0]
56   31    52    24     85     10     [4] 	[] 	[1,0,1,0,0]
57   35    69    116    175    10     [3] 	[0,2] 	[1,0,0,0,0]
58   53    52    24     179    10     [0] 	[2] 	[0,0,0,0,0]
59   65    55    100    143    10     [3] 	[] 	[1,0,0,0,0]
60   63    65    50     178    10     [4] 	[2,4] 	[0,0,0,0,0]
61   2     60    41     178    10     [0] 	[] 	[1,0,0,0,0]
62   20    20    117    160    10     [3] 	[2] 	[1,0,0,0,0]
63   5     5     42     145    10     [1] 	[1,2] 	[0,0,0,0,0]
64   60    12    33     186    10     [1] 	[] 	[1,0,0,0,0]
65   40    25    51     128    10     [3] 	[3] 	[1,0,0,0,0]
66   42    7     44     159    10     [0] 	[] 	[0,0,0,0,0]
67   24    12    25     172    10     [3] 	[2,3] 	[0,0,0,0,0]
68   23    3     115    158    10     [2] 	[2] 	[0,0,0,0,0]
69   11    14    31     138    10     [4] 	[] 	[1,0,1,0,0]
70   6     38    29     189    10     [1] 	[] 	[1,0,0,0,0]
71   2     48    93     150    10     [2] 	[2] 	[0,0,1,0,0]
