R206.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    39    23    0      1000   0      [0,2,4] 	[0] 	[4,0,0,0,5]
2    25    97    0      1000   0      [2,4] 	[0,1,2,4] 	[5,0,0,0,3]
3    20    71    0      1000   0      [1,3,4] 	[0,2,3,4] 	[0,0,0,4,5]
4    59    51    0      1000   0      [0,1] 	[0,1] 	[4,0,0,0,3]
5    55    20    0      1000   0      [0,1] 	[0,1,3] 	[5,0,0,0,5]
6    52    92    0      1000   0      [0,1,3,4] 	[0,2,3] 	[4,0,0,4,4]
7    64    21    0      1000   0      [1,4] 	[2] 	[2,0,0,0,2]
8    65    29    0      1000   0      [1,3,4] 	[0,2,3,4] 	[5,0,0,3,3]
9    21    18    0      1000   0      [0,4] 	[0,2,4] 	[2,0,0,0,3]
10   50    65    0      1000   0      [1,4] 	[0,4] 	[5,0,0,0,5]
11   89    22    0      1000   0      [0,2,4] 	[0,1,2,4] 	[4,0,0,0,5]
12   66    8     0      1000   0      [1,2,4] 	[2,3] 	[4,0,0,0,3]
13   54    39    0      1000   0      [0,1,3,4] 	[0,1,2,3,4] 	[3,0,0,2,0]
14   3     3     0      1000   0      [0,2] 	[0,1,2] 	[4,0,0,0,4]
15   74    94    0      1000   0      [1,2,3] 	[] 	[4,0,0,2,5]
16   15    36    0      1000   0      [0,2] 	[0,1,2] 	[5,0,0,0,2]
17   65    16    0      1000   0      [0,1,2] 	[] 	[2,0,0,0,5]
18   75    50    0      1000   0      [1,2,3,4] 	[4] 	[5,0,0,5,3]
19   92    30    0      1000   0      [3,4] 	[0,2,4] 	[0,0,0,3,4]
20   91    45    0      1000   0      [0,2,4] 	[0,2] 	[5,0,0,0,4]
21   7     50    0      1000   0      [0,1,2,3] 	[1,2,3] 	[5,0,0,0,5]
22   24    8     0      1000   0      [0,2,4] 	[0,1,2,4] 	[2,0,0,0,4]
23   52    74    0      1000   0      [0,2,3,4] 	[1,3] 	[5,0,0,5,4]
24   34    61    0      1000   0      [1,4] 	[] 	[3,0,0,0,3]
25   82    72    0      1000   0      [0,1,3,4] 	[2] 	[5,0,0,5,4]
26   41    49    0      974    10     [1] 	[0] 	[0,0,0,0,0]
27   35    17    0      972    10     [2] 	[] 	[1,0,0,0,0]
28   55    45    0      967    10     [0] 	[] 	[0,0,0,0,0]
29   55    20    620    860    10     [0] 	[0] 	[0,0,0,0,0]
30   15    30    0      969    10     [3] 	[] 	[0,0,0,1,1]
31   25    30    345    585    10     [4] 	[4] 	[0,0,0,0,1]
32   20    50    0      968    10     [3] 	[0] 	[0,0,0,0,0]
33   10    43    323    563    10     [2] 	[2] 	[0,0,0,0,0]
34   55    60    329    569    10     [0] 	[0] 	[0,0,0,0,1]
35   30    60    485    725    10     [0] 	[] 	[1,0,0,0,1]
36   20    65    146    386    10     [4] 	[] 	[0,0,0,0,0]
37   50    35    0      975    10     [2] 	[] 	[1,0,0,0,0]
38   30    25    639    879    10     [1] 	[] 	[0,0,0,0,0]
39   15    10    32     272    10     [1] 	[0] 	[0,0,0,0,0]
40   30    5     118    358    10     [3] 	[] 	[0,0,0,0,0]
41   10    20    203    443    10     [0] 	[0] 	[0,0,0,0,0]
42   5     30    682    922    10     [0] 	[0,1] 	[0,0,0,0,1]
43   20    40    286    526    10     [4] 	[] 	[0,0,0,0,1]
44   15    60    204    444    10     [0] 	[] 	[1,0,0,0,0]
45   45    65    504    744    10     [4] 	[] 	[0,0,0,0,1]
46   45    20    0      971    10     [1] 	[3] 	[1,0,0,0,0]
47   45    10    332    572    10     [4] 	[2,4] 	[0,0,0,0,1]
48   55    5     146    386    10     [2] 	[2] 	[0,0,0,0,0]
49   65    35    656    896    10     [1] 	[0,3] 	[0,0,0,0,1]
50   65    20    716    956    10     [3] 	[0,3] 	[0,0,0,1,1]
51   45    30    0      978    10     [3] 	[0] 	[0,0,0,0,0]
52   35    40    60     300    10     [2] 	[] 	[1,0,0,0,0]
53   41    37    65     305    10     [2] 	[1,2] 	[1,0,0,0,0]
54   64    42    132    372    10     [1] 	[3] 	[1,0,0,0,1]
55   40    60    187    427    10     [4] 	[4] 	[0,0,0,0,1]
56   31    52    0      972    10     [1] 	[3] 	[1,0,0,0,0]
57   35    69    599    839    10     [2] 	[] 	[0,0,0,0,0]
58   53    52    24     264    10     [1] 	[0] 	[0,0,0,0,0]
59   65    55    0      953    10     [1] 	[0] 	[0,0,0,0,0]
60   63    65    630    870    10     [4] 	[2,4] 	[0,0,0,0,0]
61   2     60    41     281    10     [0] 	[0,1] 	[1,0,0,0,1]
62   20    20    0      968    10     [3] 	[0,3] 	[0,0,0,1,1]
63   5     5     234    474    10     [1] 	[0] 	[0,0,0,0,1]
64   60    12    33     273    10     [2] 	[1,2] 	[1,0,0,0,0]
65   40    25    279    519    10     [2] 	[2] 	[1,0,0,0,0]
66   42    7     334    574    10     [2] 	[1] 	[1,0,0,0,0]
67   24    12    25     265    10     [3] 	[0,3] 	[0,0,0,0,1]
68   23    3     543    783    10     [0] 	[] 	[1,0,0,0,1]
69   11    14    167    407    10     [0] 	[0,1] 	[0,0,0,0,0]
70   6     38    29     269    10     [0] 	[1] 	[0,0,0,0,1]
71   2     48    452    692    10     [0] 	[] 	[0,0,0,0,0]
72   8     56    48     288    10     [2] 	[1,2] 	[1,0,0,0,0]
73   13    52    0      962    10     [1] 	[0,3] 	[0,0,0,0,0]
74   6     68    401    641    10     [3] 	[0,3] 	[0,0,0,1,1]
75   47    47    0      973    10     [1] 	[0,3] 	[0,0,0,0,1]
76   49    58    281    521    10     [4] 	[2] 	[0,0,0,0,1]
77   27    43    0      978    10     [4] 	[] 	[0,0,0,0,0]
78   37    31    332    572    10     [0] 	[] 	[0,0,0,0,0]
79   57    29    568    808    10     [2] 	[1,2] 	[1,0,0,0,0]
80   63    23    560    800    10     [1] 	[3] 	[0,0,0,0,0]
81   53    12    519    759    10     [4] 	[] 	[0,0,0,0,1]
82   32    12    356    596    10     [1] 	[0,3] 	[1,0,0,0,1]
83   36    26    740    980    10     [4] 	[] 	[0,0,0,0,0]
84   21    24    0      972    10     [2] 	[] 	[1,0,0,0,0]
85   17    34    672    912    10     [2] 	[] 	[1,0,0,0,0]
86   12    24    214    454    10     [0] 	[0,1] 	[0,0,0,0,0]
87   24    58    113    353    10     [4] 	[0,4] 	[0,0,0,0,1]
88   27    69    34     274    10     [3] 	[0,3] 	[0,0,0,0,0]
89   15    77    154    394    10     [4] 	[0,4] 	[0,0,0,0,0]
90   62    77    49     289    10     [0] 	[] 	[1,0,0,0,1]
91   49    73    523    763    10     [0] 	[] 	[0,0,0,0,1]
92   67    5     228    468    10     [2] 	[2] 	[1,0,0,0,0]
93   56    39    575    815    10     [4] 	[0,2] 	[0,0,0,0,1]
94   37    47    108    348    10     [3] 	[] 	[0,0,0,1,0]
95   37    56    728    968    10     [3] 	[0,3] 	[0,0,0,1,0]
96   57    68    198    438    10     [1] 	[0,3] 	[0,0,0,0,1]
97   47    16    0      967    10     [1] 	[0,3] 	[0,0,0,0,0]
98   44    17    234    474    10     [2] 	[2] 	[0,0,0,0,0]
99   46    13    622    862    10     [1] 	[] 	[1,0,0,0,1]
100  49    11    0      962    10     [3] 	[3] 	[0,0,0,1,1]
101  49    42    212    452    10     [2] 	[2] 	[0,0,0,0,0]
102  53    43    730    970    10     [0] 	[1] 	[1,0,0,0,1]
103  61    52    322    562    10     [2] 	[1] 	[1,0,0,0,0]
104  57    48    307    547    10     [4] 	[2,4] 	[0,0,0,0,0]
105  56    37    728    968    10     [3] 	[0] 	[0,0,0,1,0]
106  55    54    314    554    10     [4] 	[0] 	[0,0,0,0,1]
107  15    47    0      966    10     [4] 	[4] 	[0,0,0,0,1]
108  14    37    0      968    10     [3] 	[0,3] 	[0,0,0,0,0]
109  11    31    354    594    10     [1] 	[3] 	[0,0,0,0,1]
110  16    22    0      966    10     [0] 	[] 	[1,0,0,0,1]
111  4     18    307    547    10     [1] 	[0] 	[1,0,0,0,1]
112  28    18    314    554    10     [4] 	[2] 	[0,0,0,0,0]
113  26    52    214    454    10     [0] 	[] 	[1,0,0,0,0]
114  26    35    718    958    10     [1] 	[] 	[0,0,0,0,0]
115  31    67    320    560    10     [4] 	[0,2] 	[0,0,0,0,1]
116  15    19    0      964    10     [3] 	[0,3] 	[0,0,0,0,1]
117  22    22    18     258    10     [1] 	[0,3] 	[1,0,0,0,1]
118  18    24    729    969    10     [2] 	[2] 	[0,0,0,0,0]
119  26    27    0      977    10     [1] 	[3] 	[1,0,0,0,1]
120  25    24    0      975    10     [2] 	[1] 	[1,0,0,0,0]
121  22    27    0      974    10     [1] 	[0] 	[1,0,0,0,0]
122  25    21    523    763    10     [2] 	[2] 	[1,0,0,0,0]
123  19    21    0      968    10     [2] 	[] 	[1,0,0,0,0]
124  20    26    263    503    10     [3] 	[0,3] 	[0,0,0,1,1]
125  18    18    725    965    10     [4] 	[0,2] 	[0,0,0,0,1]
