C105.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    86    49    0      1236   0      [1,3] 	[3] 	[0,5,0,3,0]
2    34    93    0      1236   0      [0,1,3] 	[0,1,2,3,4] 	[0,5,0,2,0]
3    92    72    0      1236   0      [0,1,2,3] 	[0,1,3] 	[3,5,0,2,0]
4    96    55    0      1236   0      [1,4] 	[] 	[0,3,3,2,0]
5    92    92    0      1236   0      [0,1,3] 	[0,1,2,4] 	[0,5,0,3,0]
6    59    22    0      1236   0      [0,1,4] 	[0,1,2,3,4] 	[0,3,3,5,0]
7    61    5     0      1236   0      [1,2,3,4] 	[0,1,4] 	[5,0,5,4,0]
8    82    14    0      1236   0      [0,3,4] 	[2] 	[0,3,5,2,0]
9    37    47    0      1236   0      [1,2,3,4] 	[0,1,2,4] 	[2,4,2,4,0]
10   33    16    0      1236   0      [0,2,4] 	[1,4] 	[3,5,0,4,0]
11   66    42    0      1236   0      [3,4] 	[] 	[0,0,5,3,0]
12   52    62    0      1236   0      [1,2,4] 	[4] 	[0,4,0,4,0]
13   48    10    0      1236   0      [0,1,4] 	[0] 	[0,2,3,4,0]
14   80    75    0      1236   0      [2,4] 	[0,1,3,4] 	[5,0,3,4,0]
15   76    72    0      1236   0      [0,1,4] 	[1,2] 	[0,4,4,3,0]
16   74    2     0      1236   0      [0,3] 	[4] 	[0,5,0,2,0]
17   7     59    0      1236   0      [0,1,4] 	[1,4] 	[0,2,2,4,0]
18   3     100   0      1236   0      [1,2,3,4] 	[] 	[0,3,0,2,0]
19   16    29    0      1236   0      [1,3,4] 	[0,1,2,3,4] 	[0,5,3,2,0]
20   99    48    0      1236   0      [0,1] 	[] 	[0,4,0,0,0]
21   19    77    0      1236   0      [0,3] 	[] 	[0,5,0,4,0]
22   36    90    0      1236   0      [3,4] 	[2,3,4] 	[0,0,5,4,0]
