R104.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    86    88    0      230    0      [0,2] 	[2] 	[4,4,0,4,0]
2    28    22    0      230    0      [0,4] 	[0,3] 	[3,0,0,2,0]
3    81    7     0      230    0      [0,4] 	[] 	[4,0,0,3,0]
4    89    9     0      230    0      [0,1,3,4] 	[1,3] 	[4,0,0,5,5]
5    90    38    0      230    0      [0,2,3,4] 	[0,1,2,4] 	[5,3,0,0,0]
6    86    87    0      230    0      [0,1] 	[0,2,3] 	[3,0,0,5,0]
7    13    35    0      230    0      [1,3] 	[4] 	[5,0,0,3,0]
8    50    77    0      230    0      [0,2] 	[0,2,3] 	[4,5,0,3,0]
9    22    71    0      230    0      [1,4] 	[2,3,4] 	[3,0,0,4,0]
10   30    5     0      230    0      [2,4] 	[0,1,2,3] 	[0,4,0,4,0]
11   92    18    0      230    0      [0,2,3] 	[0] 	[3,2,0,0,3]
12   7     96    0      230    0      [0,3] 	[0,3,4] 	[4,0,0,3,2]
13   95    71    0      230    0      [1,2] 	[0,2,3] 	[5,4,0,0,0]
14   39    2     0      230    0      [2,3,4] 	[1,2,3,4] 	[0,5,0,0,5]
15   70    29    0      230    0      [1,3,4] 	[0,2,3,4] 	[5,0,0,5,5]
16   86    16    0      230    0      [0,1] 	[0,2,3,4] 	[5,0,0,4,0]
17   57    50    0      230    0      [0,1,2,4] 	[0,1,3,4] 	[4,3,0,2,0]
18   63    42    0      230    0      [2,3,4] 	[0,1,2,4] 	[0,4,0,3,0]
19   45    82    0      230    0      [0,2,4] 	[] 	[3,5,0,4,0]
20   68    42    0      230    0      [0,2,3] 	[0,2,3,4] 	[2,0,0,4,2]
21   4     26    0      230    0      [3,4] 	[0,1,2,4] 	[0,0,0,3,3]
22   16    61    0      230    0      [0,2,4] 	[1,3] 	[0,4,0,3,0]
23   44    93    0      230    0      [0,1] 	[3,4] 	[3,0,0,4,0]
24   4     46    0      230    0      [0,1,2,3] 	[0,2,3,4] 	[5,0,0,5,0]
25   4     24    0      230    0      [1,2] 	[0,2,3,4] 	[3,4,0,0,0]
26   41    49    0      204    10     [2] 	[] 	[0,1,0,0,0]
27   35    17    0      202    10     [0] 	[0,2] 	[1,0,0,1,0]
28   55    45    0      197    10     [3] 	[] 	[0,0,0,0,0]
29   55    20    149    159    10     [3] 	[2] 	[0,0,0,0,1]
30   15    30    0      199    10     [2] 	[0] 	[0,1,0,0,0]
31   25    30    0      208    10     [0] 	[0,2] 	[0,0,0,0,0]
32   20    50    0      198    10     [0] 	[0,2] 	[0,0,0,0,0]
33   10    43    95     105    10     [3] 	[] 	[0,0,0,1,0]
34   55    60    97     107    10     [4] 	[1,2] 	[0,0,0,0,0]
