RC106.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    68    38    0      240    0      [0,2,4] 	[0,1,2,3,4] 	[0,0,3,4,0]
2    31    56    0      240    0      [0,1,4] 	[0] 	[2,5,3,0,0]
3    43    66    0      240    0      [1,2,4] 	[0,1,2] 	[5,0,4,2,0]
4    75    49    0      240    0      [1,4] 	[1,3,4] 	[5,0,3,0,0]
5    12    34    0      240    0      [0,4] 	[] 	[0,4,2,0,0]
6    75    24    0      240    0      [0,2,3,4] 	[0,2,4] 	[0,5,2,5,0]
7    19    25    0      240    0      [2,4] 	[0,1,2,3,4] 	[0,0,2,5,0]
8    57    67    0      240    0      [0,1,3] 	[0,2] 	[3,3,4,0,0]
9    90    58    0      240    0      [2,4] 	[0,1,2,3,4] 	[0,0,4,4,0]
10   100   26    0      240    0      [0,1,3,4] 	[] 	[3,0,3,0,0]
11   80    2     0      240    0      [2,3] 	[0,2,3,4] 	[0,3,0,3,0]
12   26    94    0      240    0      [2,3,4] 	[] 	[0,0,4,4,0]
13   52    28    0      240    0      [0,1,2,3] 	[0,1,2] 	[3,5,4,3,0]
14   94    11    0      240    0      [0,2,3] 	[2,4] 	[0,5,2,5,0]
15   5     22    0      240    0      [3,4] 	[1,3,4] 	[0,4,3,0,0]
16   80    27    0      240    0      [0,1,4] 	[0,1,2,4] 	[3,3,2,0,0]
17   61    18    0      240    0      [0,4] 	[2] 	[0,2,5,0,0]
18   47    84    0      240    0      [0,1,3,4] 	[1] 	[2,2,5,0,0]
19   87    99    0      240    0      [0,1] 	[] 	[4,2,2,0,0]
20   72    38    0      240    0      [0,1,2,4] 	[0,2,3,4] 	[5,5,5,3,0]
21   25    85    0      240    0      [3,4] 	[] 	[0,5,2,0,0]
22   54    67    0      240    0      [0,3,4] 	[] 	[0,4,3,0,0]
23   80    14    0      240    0      [0,2] 	[1,2] 	[0,4,3,5,0]
24   90    60    0      240    0      [0,2,4] 	[] 	[0,5,2,3,0]
25   73    55    0      240    0      [1,4] 	[0,3,4] 	[2,0,2,0,0]
26   25    85    130    190    10     [2] 	[0,2] 	[0,0,0,1,0]
27   22    75    35     95     10     [0] 	[] 	[0,1,1,0,0]
