R202.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    72    18    0      1000   0      [2,4] 	[1,4] 	[4,3,0,0,0]
2    37    7     0      1000   0      [0,1,2,4] 	[1,4] 	[3,0,4,3,0]
3    0     65    0      1000   0      [0,4] 	[2,3] 	[5,0,0,4,0]
4    88    99    0      1000   0      [0,2,3,4] 	[2,3,4] 	[2,2,0,2,0]
5    59    31    0      1000   0      [0,1,2] 	[0] 	[0,2,3,5,0]
6    93    41    0      1000   0      [0,3,4] 	[1,2,3,4] 	[2,0,5,5,0]
7    73    71    0      1000   0      [0,1,3] 	[1,2,3,4] 	[0,3,2,3,0]
8    67    58    0      1000   0      [1,3] 	[1,2,4] 	[0,2,4,0,0]
9    27    58    0      1000   0      [1,2,4] 	[0,1,2,4] 	[4,4,0,0,0]
10   74    30    0      1000   0      [2,4] 	[1] 	[3,4,0,0,0]
11   21    49    0      1000   0      [1,2,3,4] 	[0,1,2,4] 	[5,2,2,0,0]
12   14    93    0      1000   0      [2,3,4] 	[] 	[2,3,0,0,0]
13   52    25    0      1000   0      [3,4] 	[1,2] 	[3,0,2,0,0]
14   32    65    0      1000   0      [2,4] 	[0] 	[3,4,0,0,0]
15   81    98    0      1000   0      [0,1] 	[1] 	[0,3,3,0,0]
16   46    2     0      1000   0      [1,4] 	[1,2,4] 	[5,4,3,0,0]
17   30    77    0      1000   0      [0,1,3,4] 	[2,3] 	[5,3,0,0,0]
18   86    10    0      1000   0      [0,2,3,4] 	[0,1,2,3,4] 	[2,4,0,3,0]
19   11    25    0      1000   0      [0,1,3] 	[1,2,3,4] 	[0,2,3,2,0]
20   40    42    0      1000   0      [1,2,3,4] 	[0,1,2,4] 	[4,0,3,0,0]
21   64    91    0      1000   0      [2,3] 	[0] 	[0,2,3,0,0]
22   48    89    0      1000   0      [0,2,3,4] 	[0,1,2,3,4] 	[4,2,5,4,0]
23   15    19    0      1000   0      [1,3,4] 	[1,2,4] 	[2,4,3,0,0]
24   76    65    0      1000   0      [0,2,3,4] 	[0,1,2,3] 	[3,0,0,4,0]
25   19    81    0      1000   0      [0,1,3,4] 	[3] 	[4,3,3,5,0]
26   41    49    0      974    10     [4] 	[1,2] 	[1,0,0,0,0]
27   35    17    0      972    10     [4] 	[] 	[1,0,0,0,0]
28   55    45    0      967    10     [0] 	[2] 	[0,0,0,1,0]
29   55    20    678    801    10     [3] 	[] 	[0,0,0,0,0]
30   15    30    0      969    10     [1] 	[4] 	[0,0,1,0,0]
31   25    30    415    514    10     [1] 	[1,4] 	[0,0,0,0,0]
32   20    50    0      968    10     [4] 	[1,2] 	[0,0,0,0,0]
33   10    43    404    481    10     [3] 	[] 	[0,0,0,0,0]
34   55    60    400    497    10     [3] 	[] 	[0,0,1,0,0]
35   30    60    577    632    10     [2] 	[] 	[0,0,0,0,0]
36   20    65    206    325    10     [4] 	[1,2] 	[1,0,0,0,0]
37   50    35    0      975    10     [2] 	[] 	[0,1,0,0,0]
38   30    25    690    827    10     [2] 	[0,4] 	[0,1,0,0,0]
39   15    10    32     243    10     [2] 	[4] 	[0,0,0,0,0]
40   30    5     175    300    10     [4] 	[1,2] 	[1,0,0,0,0]
41   10    20    272    373    10     [4] 	[2] 	[0,0,0,0,0]
42   5     30    733    870    10     [1] 	[1] 	[0,1,1,0,0]
43   20    40    377    434    10     [3] 	[] 	[0,0,0,0,0]
44   15    60    269    378    10     [3] 	[2,4] 	[0,0,0,0,0]
45   45    65    581    666    10     [0] 	[] 	[0,0,0,1,0]
46   45    20    0      971    10     [2] 	[0] 	[0,1,0,0,0]
47   45    10    409    494    10     [2] 	[4] 	[0,1,0,0,0]
48   55    5     206    325    10     [2] 	[0] 	[0,1,0,0,0]
49   65    35    704    847    10     [4] 	[2] 	[1,0,0,0,0]
50   65    20    817    956    10     [2] 	[] 	[0,1,0,0,0]
51   45    30    0      978    10     [2] 	[0,4] 	[0,1,0,0,0]
52   35    40    104    255    10     [3] 	[2] 	[0,0,1,0,0]
53   41    37    114    255    10     [3] 	[] 	[0,0,1,0,0]
54   64    42    190    313    10     [2] 	[0] 	[0,1,0,0,0]
55   40    60    259    354    10     [0] 	[3] 	[0,0,0,1,0]
