RC108.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    21    66    0      240    0      [0,2,4] 	[2,4] 	[3,0,4,4,2]
2    33    22    0      240    0      [0,1,3,4] 	[1,4] 	[3,0,2,2,0]
3    74    61    0      240    0      [0,4] 	[0,1,2] 	[3,0,4,3,0]
4    49    32    0      240    0      [0,1,3] 	[0,1,2,4] 	[0,4,0,3,4]
5    1     83    0      240    0      [0,4] 	[1,2] 	[0,0,5,3,0]
6    40    72    0      240    0      [0,1,3,4] 	[] 	[5,0,2,4,0]
7    0     97    0      240    0      [1,2,3,4] 	[0,1,2,4] 	[4,0,4,2,0]
8    54    3     0      240    0      [2,4] 	[0,2,4] 	[0,0,4,0,2]
9    8     91    0      240    0      [0,1,2,4] 	[] 	[2,0,0,0,3]
10   50    11    0      240    0      [0,1,2,3] 	[0,2,4] 	[0,2,0,4,5]
11   86    78    0      240    0      [0,1,2,3] 	[0,1,2,4] 	[0,4,0,5,5]
12   51    67    0      240    0      [2,4] 	[] 	[5,0,4,0,4]
13   79    88    0      240    0      [1,2] 	[1,2,4] 	[0,0,0,2,3]
14   91    37    0      240    0      [0,4] 	[] 	[5,0,0,3,0]
15   42    63    0      240    0      [1,4] 	[0,1,2,4] 	[4,0,4,2,0]
16   88    17    0      240    0      [0,2,4] 	[0,1,2] 	[0,0,2,2,0]
17   78    10    0      240    0      [0,2,3,4] 	[0,1,2,4] 	[3,5,2,0,0]
18   20    44    0      240    0      [0,1] 	[] 	[0,0,0,5,0]
19   12    0     0      240    0      [0,2,4] 	[2] 	[0,0,2,3,0]
20   94    40    0      240    0      [0,1] 	[1] 	[0,0,0,5,0]
21   10    31    0      240    0      [1,2] 	[1,2,4] 	[0,0,0,3,5]
22   43    95    0      240    0      [1,3,4] 	[0,1,2,4] 	[5,2,4,3,3]
23   97    53    0      240    0      [0,4] 	[0,1,2] 	[2,0,5,2,0]
24   45    74    0      240    0      [0,1,3,4] 	[0,2] 	[4,5,4,5,3]
25   13    54    0      240    0      [0,1,3,4] 	[0] 	[2,0,0,3,5]
26   25    85    49     191    10     [2] 	[] 	[0,0,0,0,0]
27   22    75    30     168    10     [2] 	[] 	[0,0,0,0,1]
28   22    85    95     152    10     [0] 	[1] 	[0,0,0,1,0]
29   20    80    69     193    10     [3] 	[] 	[0,0,0,0,1]
30   20    85    40     189    10     [2] 	[] 	[0,0,0,0,1]
31   18    75    60     159    10     [4] 	[] 	[0,0,0,0,0]
32   15    75    54     133    10     [2] 	[2] 	[0,0,0,0,0]
33   15    80    67     144    10     [4] 	[] 	[1,0,1,0,0]
34   10    35    57     154    10     [1] 	[1] 	[0,0,0,0,0]
35   10    40    106    161    10     [1] 	[] 	[0,0,0,1,0]
36   8     40    33     152    10     [0] 	[] 	[0,0,0,0,0]
37   8     45    32     148    10     [2] 	[] 	[0,0,0,0,1]
38   5     35    53     191    10     [0] 	[2] 	[0,0,0,0,0]
39   5     45    35     194    10     [4] 	[2] 	[1,0,0,0,0]
40   2     40    39     163    10     [4] 	[2] 	[0,0,0,0,0]
41   0     40    41     141    10     [3] 	[1,4] 	[0,0,0,0,0]
42   0     45    51     189    10     [2] 	[4] 	[0,0,0,0,1]
43   44    5     73     130    10     [1] 	[1] 	[0,0,0,1,0]
44   42    10    40     148    10     [2] 	[] 	[0,0,0,0,0]
45   42    15    94     179    10     [1] 	[] 	[0,0,0,1,0]
46   40    5     45     161    10     [2] 	[2,4] 	[0,0,0,0,1]
47   40    15    64     149    10     [4] 	[] 	[1,0,1,0,0]
48   38    5     45     164    10     [2] 	[4] 	[0,0,0,0,1]
49   38    15    51     194    10     [1] 	[] 	[0,0,0,1,0]
50   35    5     45     183    10     [4] 	[] 	[1,0,0,0,0]
51   95    30    90     169    10     [4] 	[0] 	[1,0,0,0,0]
52   95    35    57     172    10     [3] 	[] 	[0,1,0,0,1]
53   92    30    55     174    10     [0] 	[2] 	[0,0,0,1,0]
54   90    35    52     174    10     [0] 	[1] 	[0,0,0,1,0]
55   88    30    52     147    10     [1] 	[1,4] 	[0,0,0,0,0]
56   88    35    50     172    10     [1] 	[1,4] 	[0,0,0,1,0]
57   87    30    61     178    10     [0] 	[] 	[0,0,0,1,0]
58   85    25    51     178    10     [1] 	[1,4] 	[0,0,0,1,0]
59   85    35    83     168    10     [3] 	[] 	[0,0,0,0,0]
60   67    85    57     185    10     [0] 	[2] 	[0,0,0,1,0]
61   65    85    43     186    10     [2] 	[2,4] 	[0,0,0,0,1]
62   65    82    95     182    10     [3] 	[1] 	[0,1,0,0,0]
63   62    80    38     141    10     [4] 	[] 	[0,0,1,0,0]
64   60    80    36     193    10     [1] 	[1] 	[0,0,0,1,0]
65   60    85    61     138    10     [2] 	[2] 	[0,0,0,0,0]
66   58    75    49     164    10     [3] 	[4] 	[0,1,0,0,1]
67   55    80    33     180    10     [0] 	[] 	[0,0,0,1,0]
68   55    85    100    185    10     [0] 	[2] 	[0,0,0,1,0]
