C203.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    57    46    0      3390   0      [3,4] 	[] 	[3,2,0,0,0]
2    74    56    0      3390   0      [0,1,3] 	[0,1,2,4] 	[5,5,0,0,2]
3    76    70    0      3390   0      [1,3] 	[0,1,2] 	[2,3,0,0,0]
4    76    91    0      3390   0      [0,1] 	[0,2] 	[2,3,0,0,4]
5    40    57    0      3390   0      [0,2,3,4] 	[0,4] 	[3,4,0,5,5]
6    46    22    0      3390   0      [3,4] 	[0,1,3] 	[4,3,0,0,0]
7    45    78    0      3390   0      [2,3,4] 	[0,3] 	[3,3,0,5,0]
8    26    37    0      3390   0      [2,3,4] 	[0,1,4] 	[3,3,0,3,0]
9    46    40    0      3390   0      [0,1,4] 	[] 	[4,3,0,0,3]
10   79    83    0      3390   0      [1,3,4] 	[0,1,2,3] 	[4,2,0,0,0]
11   99    81    0      3390   0      [0,1,2,3] 	[1,2] 	[5,2,0,5,5]
12   85    1     0      3390   0      [0,2] 	[] 	[0,0,0,5,2]
13   30    65    0      3390   0      [1,3,4] 	[0,1,2,3] 	[3,4,0,0,0]
14   4     82    0      3390   0      [1,2,3,4] 	[0,2] 	[0,4,0,3,0]
15   50    10    0      3390   0      [0,1,3,4] 	[0,1,2,3] 	[3,2,0,0,3]
16   62    42    0      3390   0      [0,2] 	[0,3,4] 	[0,0,0,4,4]
17   10    6     0      3390   0      [1,2,4] 	[1] 	[2,5,0,4,0]
18   41    54    0      3390   0      [3,4] 	[] 	[4,4,0,0,0]
19   3     19    0      3390   0      [0,1,2,3] 	[0,1,2,3,4] 	[0,0,0,5,5]
20   73    81    0      3390   0      [0,1,3,4] 	[] 	[3,3,0,0,2]
21   32    9     0      3390   0      [1,2,3,4] 	[0,2,3,4] 	[0,2,0,3,0]
22   28    65    0      3390   0      [1,2,3,4] 	[1,3] 	[5,4,0,4,0]
23   93    32    0      3390   0      [0,1,2,3] 	[] 	[0,0,0,5,5]
24   86    90    0      3390   0      [1,3,4] 	[2] 	[3,2,0,0,0]
25   48    4     0      3390   0      [0,1,2,3] 	[2] 	[2,3,0,0,0]
26   52    75    0      3272   90     [0] 	[0] 	[0,0,0,0,1]
27   45    70    0      3279   90     [0] 	[0,4] 	[0,0,0,0,1]
28   62    69    0      3270   90     [0] 	[0,4] 	[0,0,0,0,1]
29   60    66    1261   1421   90     [0] 	[4] 	[0,0,0,0,0]
30   42    65    0      3284   90     [0] 	[0,4] 	[0,0,0,0,0]
31   16    42    497    657    90     [0] 	[] 	[0,0,0,0,1]
32   58    70    0      3273   90     [3] 	[0,1] 	[0,1,0,0,0]
33   34    60    2887   3047   90     [2] 	[] 	[0,0,0,0,0]
34   28    70    2601   2761   90     [2] 	[0,3] 	[0,0,0,0,0]
35   35    66    2791   2951   90     [1] 	[0,2] 	[1,1,0,0,0]
36   35    69    2698   2858   90     [4] 	[] 	[0,0,0,0,0]
37   25    85    0      3261   90     [1] 	[2] 	[1,0,0,0,0]
38   22    75    2405   2565   90     [3] 	[0,1] 	[0,1,0,0,0]
39   22    85    0      3260   90     [3] 	[0,1] 	[0,1,0,0,0]
40   20    80    2216   2376   90     [2] 	[0,3] 	[0,0,0,1,0]
41   20    85    0      3259   90     [1] 	[] 	[0,0,0,0,0]
42   18    75    2311   2471   90     [1] 	[0] 	[1,1,0,0,0]
43   15    75    0      3264   90     [0] 	[] 	[0,0,0,0,1]
44   15    80    0      3260   90     [4] 	[] 	[0,0,0,0,0]
45   30    50    0      3290   90     [0] 	[] 	[0,0,0,0,0]
46   30    56    0      3288   90     [2] 	[3] 	[0,0,0,1,0]
47   28    52    22     182    90     [4] 	[] 	[1,0,0,0,0]
48   14    66    1643   1803   90     [4] 	[] 	[1,0,0,0,0]
49   25    50    0      3285   90     [3] 	[0] 	[0,0,0,0,0]
50   22    66    2504   2664   90     [1] 	[] 	[0,1,0,0,0]
51   8     62    0      3265   90     [2] 	[3] 	[0,0,0,0,0]
52   23    52    209    369    90     [1] 	[0,2] 	[0,1,0,0,0]
53   4     55    0      3263   90     [4] 	[1,3] 	[0,0,0,0,0]
54   20    50    0      3280   90     [0] 	[] 	[0,0,0,0,1]
55   20    55    303    463    90     [2] 	[] 	[0,0,0,1,0]
56   10    35    0      3266   90     [1] 	[] 	[0,0,0,0,0]
57   10    40    0      3268   90     [2] 	[3,4] 	[0,0,0,1,0]
58   8     40    685    845    90     [1] 	[0] 	[1,1,0,0,0]
59   8     45    0      3267   90     [1] 	[] 	[1,1,0,0,0]
60   5     35    876    1036   90     [1] 	[] 	[0,0,0,0,0]
61   5     45    1253   1413   90     [3] 	[0,1] 	[0,1,0,0,0]
62   2     40    0      3260   90     [1] 	[] 	[0,0,0,0,0]
63   0     40    1063   1223   90     [1] 	[0,2] 	[1,0,0,0,0]
64   0     45    1158   1318   90     [3] 	[0,1] 	[0,1,0,0,0]
65   36    18    1819   1979   90     [3] 	[0,1] 	[0,1,0,0,0]
66   35    32    2758   2918   90     [4] 	[1,3] 	[0,0,0,0,0]
67   33    32    2666   2826   90     [2] 	[] 	[0,0,0,1,0]
68   33    35    0      3283   90     [1] 	[] 	[0,0,0,0,0]
69   32    20    1913   2073   90     [3] 	[0,1] 	[0,1,0,0,0]
70   30    30    2105   2265   90     [4] 	[] 	[1,0,0,0,0]
71   34    25    0      3274   90     [1] 	[] 	[0,0,0,0,0]
72   30    35    0      3281   90     [1] 	[0,2] 	[1,1,0,0,0]
73   36    40    0      3289   90     [1] 	[] 	[0,1,0,0,0]
74   48    20    967    1127   90     [3] 	[0,1] 	[0,0,0,0,0]
75   26    32    0      3277   90     [0] 	[] 	[0,0,0,0,1]
76   25    30    0      3275   90     [0] 	[0,4] 	[0,0,0,0,0]
77   25    35    0      3278   90     [0] 	[0,4] 	[0,0,0,0,1]
78   44    5     1256   1416   90     [1] 	[] 	[1,1,0,0,0]
79   42    10    0      3259   90     [1] 	[0,2] 	[0,0,0,0,0]
80   42    15    1065   1225   90     [4] 	[1,3] 	[1,0,0,0,0]
81   40    5     1350   1510   90     [3] 	[] 	[0,0,0,0,0]
82   38    15    0      3264   90     [3] 	[0,1] 	[0,1,0,0,0]
83   38    5     1442   1602   90     [2] 	[0] 	[0,0,0,1,0]
84   38    10    0      3259   90     [2] 	[3] 	[0,0,0,0,0]
85   35    5     0      3254   90     [3] 	[0,1] 	[0,0,0,0,0]
86   50    30    0      3277   90     [0] 	[0] 	[0,0,0,0,0]
87   50    35    120    280    90     [0] 	[0,4] 	[0,0,0,0,1]
88   50    40    0      3285   90     [2] 	[] 	[0,0,0,1,0]
89   48    30    493    653    90     [0] 	[] 	[0,0,0,0,1]
90   44    25    871    1031   90     [4] 	[] 	[1,0,0,0,0]
91   47    35    588    748    90     [3] 	[0,1] 	[0,1,0,0,0]
92   47    40    12     172    90     [3] 	[1] 	[0,0,0,0,0]
93   42    30    776    936    90     [4] 	[3] 	[1,0,0,0,0]
94   45    35    680    840    90     [3] 	[0] 	[0,1,0,0,0]
95   95    30    2321   2481   90     [0] 	[4] 	[0,0,0,0,0]
96   95    35    0      3242   90     [2] 	[0,4] 	[0,0,0,0,0]
