C106.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    53    6     0      1236   0      [0,1,3,4] 	[2] 	[0,4,4,0,2]
2    50    4     0      1236   0      [0,2,4] 	[0,1,2,3] 	[0,5,4,0,5]
3    88    77    0      1236   0      [0,2] 	[0] 	[0,4,4,0,4]
4    56    60    0      1236   0      [1,2,3] 	[2,4] 	[0,3,4,0,3]
5    98    82    0      1236   0      [2,3,4] 	[0,2,3,4] 	[0,5,0,0,4]
6    56    50    0      1236   0      [0,2,3,4] 	[0,1,2,3,4] 	[0,5,4,0,2]
7    0     65    0      1236   0      [0,1,2,3] 	[3,4] 	[0,2,2,0,5]
8    37    24    0      1236   0      [0,2] 	[2,4] 	[0,4,5,0,2]
9    46    99    0      1236   0      [1,2,3,4] 	[0,1,2,3] 	[0,5,4,0,5]
10   18    2     0      1236   0      [0,3] 	[0,2,3] 	[0,0,0,0,4]
11   62    4     0      1236   0      [0,1,2,4] 	[] 	[0,4,4,0,4]
12   95    48    0      1236   0      [0,1,4] 	[1,3,4] 	[0,0,2,0,2]
13   39    7     0      1236   0      [0,1,2,3] 	[] 	[0,5,3,0,3]
14   43    12    0      1236   0      [0,1,2] 	[3] 	[0,4,3,0,4]
15   64    43    0      1236   0      [0,1,3,4] 	[0] 	[0,2,2,0,2]
16   38    46    0      1236   0      [0,1,3] 	[] 	[0,3,0,0,5]
17   18    41    0      1236   0      [0,2,4] 	[0,1,2,3,4] 	[0,4,3,0,3]
18   77    19    0      1236   0      [1,2,3,4] 	[1] 	[0,3,3,0,2]
19   95    23    0      1236   0      [0,2,4] 	[0,1,2,3,4] 	[0,5,5,0,4]
20   51    86    0      1236   0      [0,1,2,3] 	[0,1,2,4] 	[0,5,3,0,3]
21   44    99    0      1236   0      [0,1,2] 	[] 	[0,4,3,0,5]
22   100   9     0      1236   0      [0,2] 	[] 	[0,2,0,0,5]
23   48    85    0      1236   0      [1,4] 	[3] 	[0,3,0,0,3]
24   96    41    0      1236   0      [0,2,4] 	[] 	[0,5,3,0,2]
25   11    24    0      1236   0      [1,3] 	[1,2,3,4] 	[0,3,0,0,4]
26   45    68    890    989    90     [2] 	[] 	[0,0,1,0,0]
27   45    70    816    879    90     [2] 	[] 	[0,1,1,0,0]
28   42    66    55     156    90     [4] 	[] 	[0,0,0,0,1]
29   42    68    703    806    90     [1] 	[3,4] 	[0,0,0,0,0]
30   42    65    15     60     90     [4] 	[0,1] 	[0,0,1,0,1]
31   40    69    559    764    90     [4] 	[0,1] 	[0,0,1,0,0]
32   40    66    172    223    90     [4] 	[] 	[0,0,1,0,0]
33   38    68    250    329    90     [0] 	[0,3] 	[0,0,0,0,1]
34   38    70    489    650    90     [3] 	[2] 	[0,0,0,0,1]
35   35    66    361    406    90     [3] 	[2,3] 	[0,0,0,0,0]
36   35    69    450    503    90     [0] 	[0,3] 	[0,0,0,0,1]
37   25    85    647    726    90     [1] 	[1,3] 	[0,0,0,0,0]
38   22    75    30     95     90     [1] 	[] 	[0,1,0,0,0]
39   22    85    571    616    90     [0] 	[0,3] 	[0,0,0,0,1]
40   20    80    392    421    90     [4] 	[0,1] 	[0,0,0,0,0]
41   20    85    478    525    90     [3] 	[2] 	[0,0,0,0,1]
42   18    75    105    142    90     [4] 	[0] 	[0,0,1,0,0]
43   15    75    172    261    90     [4] 	[] 	[0,0,1,0,1]
44   15    80    274    349    90     [1] 	[4] 	[0,0,0,0,0]
45   30    50    10     77     90     [3] 	[2] 	[0,0,0,0,0]
46   30    52    918    961    90     [4] 	[] 	[0,0,1,0,0]
47   28    52    806    889    90     [0] 	[0] 	[0,0,0,0,0]
48   28    55    739    770    90     [4] 	[0,1] 	[0,0,0,0,1]
49   25    50    55     154    90     [1] 	[1] 	[0,1,0,0,0]
50   25    52    172    221    90     [0] 	[0,3] 	[0,0,0,0,1]
51   25    55    612    711    90     [4] 	[] 	[0,0,1,0,1]
52   23    52    264    313    90     [2] 	[4] 	[0,0,0,0,0]
53   23    55    553    586    90     [3] 	[2] 	[0,0,0,0,1]
54   20    50    365    398    90     [0] 	[0,3] 	[0,0,0,0,0]
55   20    55    452    501    90     [2] 	[] 	[0,0,1,0,0]
56   10    35    204    233    90     [2] 	[0] 	[0,1,0,0,0]
