R111.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    12    9     0      230    0      [1,4] 	[0,1,2,3] 	[2,0,2,5,0]
2    83    60    0      230    0      [0,1,2] 	[0,1,2,3,4] 	[2,0,3,5,5]
3    75    29    0      230    0      [1,2,3] 	[3] 	[0,0,0,5,3]
4    13    33    0      230    0      [0,2,3,4] 	[1] 	[0,0,3,2,2]
5    10    81    0      230    0      [0,1,3] 	[0,1,3,4] 	[4,0,5,0,5]
6    18    50    0      230    0      [3,4] 	[] 	[0,0,2,2,5]
7    95    14    0      230    0      [0,1,3,4] 	[0,1,2] 	[4,0,2,5,5]
8    99    89    0      230    0      [0,1,3] 	[0,1,3,4] 	[5,0,5,0,2]
9    70    7     0      230    0      [0,2,4] 	[0,2,4] 	[0,0,2,5,5]
10   20    84    0      230    0      [1,2,3,4] 	[] 	[0,0,2,4,3]
11   90    28    0      230    0      [0,3] 	[0] 	[0,0,5,0,5]
12   13    1     0      230    0      [0,2,3] 	[2,3,4] 	[0,0,4,5,3]
13   32    75    0      230    0      [2,3] 	[0,2] 	[0,0,0,3,5]
14   30    97    0      230    0      [1,4] 	[2] 	[2,0,4,2,4]
15   48    67    0      230    0      [3,4] 	[0,3] 	[0,0,4,0,3]
16   5     50    0      230    0      [2,3,4] 	[1,2,3] 	[0,0,0,5,2]
17   57    20    0      230    0      [0,2,3] 	[0,4] 	[0,0,2,4,2]
18   84    93    0      230    0      [0,2,3,4] 	[3,4] 	[0,0,2,5,5]
19   9     60    0      230    0      [2,3] 	[0,1,2,3] 	[0,0,0,2,3]
20   54    41    0      230    0      [0,2] 	[0,1,2,4] 	[0,0,4,3,5]
21   20    63    0      230    0      [0,1,3,4] 	[2,4] 	[4,0,0,5,0]
22   97    68    0      230    0      [0,1,2,3] 	[0,4] 	[2,0,5,4,0]
23   91    83    0      230    0      [0,1] 	[0,3,4] 	[3,0,4,0,2]
24   87    49    0      230    0      [0,4] 	[0,2,4] 	[0,0,4,4,0]
25   34    72    0      230    0      [0,1,4] 	[0,3] 	[3,0,2,4,3]
