RC101.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    23    14    0      240    0      [0,1,2,3] 	[3] 	[5,4,5,5,4]
2    43    69    0      240    0      [0,3] 	[3,4] 	[5,4,0,0,0]
3    51    81    0      240    0      [0,1,2,3] 	[2] 	[3,0,5,0,2]
4    7     40    0      240    0      [0,3] 	[0,3,4] 	[5,2,0,0,0]
5    56    75    0      240    0      [1,2,3,4] 	[0,1,2,3,4] 	[3,0,2,0,0]
6    67    9     0      240    0      [1,2,3,4] 	[0,1,2,3,4] 	[4,0,2,5,5]
7    75    69    0      240    0      [1,4] 	[0,1,3] 	[4,0,2,0,2]
8    8     94    0      240    0      [3,4] 	[0,4] 	[2,0,2,0,0]
9    11    61    0      240    0      [0,1] 	[1,3,4] 	[0,3,4,0,0]
10   54    8     0      240    0      [0,1,2,4] 	[1,2,3] 	[2,5,4,5,0]
11   11    47    0      240    0      [0,2] 	[0,2,3,4] 	[0,3,0,3,2]
12   73    36    0      240    0      [1,2,3] 	[0,1,2,3,4] 	[4,0,3,5,2]
13   25    64    0      240    0      [0,2,4] 	[0,2,4] 	[3,0,4,0,3]
14   81    74    0      240    0      [0,2,3,4] 	[] 	[2,4,2,3,4]
15   73    91    0      240    0      [0,2] 	[0,2,3,4] 	[0,2,0,3,5]
16   35    78    0      240    0      [0,2,4] 	[2,4] 	[5,4,3,5,2]
17   21    72    0      240    0      [0,3,4] 	[0,4] 	[3,0,4,0,0]
18   43    27    0      240    0      [0,2,3,4] 	[3] 	[0,2,2,0,4]
19   53    59    0      240    0      [1,3,4] 	[] 	[5,0,4,0,5]
20   39    46    0      240    0      [1,2,4] 	[3] 	[3,0,2,4,4]
21   50    62    0      240    0      [2,4] 	[0,2,3,4] 	[0,0,3,3,5]
22   77    100   0      240    0      [1,2,3,4] 	[0,1,2,3,4] 	[5,0,5,4,4]
23   97    56    0      240    0      [0,1,2] 	[1,2,3] 	[0,5,5,2,3]
24   70    8     0      240    0      [0,1,2,4] 	[1,2,3,4] 	[0,0,4,5,5]
25   80    1     0      240    0      [0,1,2,3] 	[0,1] 	[0,3,2,0,5]
26   25    85    145    175    10     [4] 	[0,3] 	[0,0,1,0,0]
27   22    75    50     80     10     [4] 	[3] 	[0,0,1,0,0]
28   22    85    109    139    10     [0] 	[] 	[0,1,0,0,0]
29   20    80    141    171    10     [2] 	[2,4] 	[0,0,0,0,1]
30   20    85    41     71     10     [3] 	[] 	[0,0,0,0,0]
31   18    75    95     125    10     [4] 	[] 	[0,0,0,0,0]
32   15    75    79     109    10     [1] 	[1,3] 	[0,0,1,0,1]
33   15    80    91     121    10     [4] 	[0,3] 	[0,0,0,0,0]
34   10    35    91     121    10     [4] 	[0,3] 	[0,0,0,0,0]
35   10    40    119    149    10     [3] 	[4] 	[1,0,0,0,0]
36   8     40    59     89     10     [2] 	[2,4] 	[0,0,0,0,0]
37   8     45    64     94     10     [3] 	[4] 	[1,0,0,0,0]
38   5     35    142    172    10     [4] 	[3] 	[0,0,0,0,0]
39   5     45    35     65     10     [3] 	[] 	[1,0,0,0,0]
40   2     40    58     88     10     [1] 	[] 	[0,0,1,0,1]
