RC205.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    7     43    0      960    0      [0,2] 	[0,1,2,3] 	[0,0,3,4,0]
2    38    25    0      960    0      [0,1,2,4] 	[0,1,2,3,4] 	[0,0,2,4,3]
3    49    97    0      960    0      [3,4] 	[1,3] 	[3,2,2,5,0]
4    61    43    0      960    0      [0,3] 	[0,1,3] 	[3,0,4,0,0]
5    34    3     0      960    0      [0,1,2,4] 	[1,2,3,4] 	[0,0,4,0,5]
6    1     72    0      960    0      [1,2,4] 	[0] 	[0,2,0,4,3]
7    3     57    0      960    0      [0,2,3,4] 	[2] 	[2,2,0,0,3]
8    73    95    0      960    0      [0,1,4] 	[0,3] 	[0,0,4,3,0]
9    6     60    0      960    0      [0,1,3,4] 	[0,1,3] 	[2,4,3,2,0]
10   56    62    0      960    0      [0,1,2,3] 	[0,2,3,4] 	[0,3,0,0,2]
11   15    56    0      960    0      [1,3] 	[0,3,4] 	[5,5,4,0,0]
12   41    37    0      960    0      [0,1] 	[0,3,4] 	[5,4,0,0,0]
13   94    88    0      960    0      [0,3,4] 	[0,1,3] 	[5,3,4,4,0]
14   6     83    0      960    0      [2,3] 	[2,3] 	[4,0,4,0,5]
15   9     48    0      960    0      [0,1,3] 	[] 	[4,3,4,4,0]
16   86    42    0      960    0      [0,2,3] 	[0,2,3] 	[5,0,5,2,2]
17   71    60    0      960    0      [0,1,3] 	[0,1,3,4] 	[3,5,4,4,0]
18   52    13    0      960    0      [1,3] 	[0,3,4] 	[5,3,5,0,0]
19   47    98    0      960    0      [1,2,4] 	[0,1] 	[0,2,3,0,4]
20   30    46    0      960    0      [2,4] 	[0,2,3] 	[0,5,2,5,4]
21   92    40    0      960    0      [0,1,3,4] 	[0,1,3,4] 	[2,4,4,2,0]
22   71    4     0      960    0      [1,2,3] 	[] 	[2,0,5,0,4]
23   60    16    0      960    0      [0,3,4] 	[0,1,3] 	[5,4,4,5,0]
24   78    51    0      960    0      [0,1,3,4] 	[1,3,4] 	[4,4,2,3,0]
25   76    30    0      960    0      [0,1] 	[0] 	[5,3,5,3,0]
26   25    85    431    911    10     [0] 	[3] 	[0,0,0,0,0]
27   22    75    30     510    10     [3] 	[] 	[1,0,1,0,0]
28   22    85    291    771    10     [3] 	[0] 	[1,0,0,0,0]
29   20    80    674    734    10     [2] 	[] 	[0,0,1,0,0]
30   20    85    40     520    10     [2] 	[0,2] 	[0,0,0,0,0]
31   18    75    393    502    10     [0] 	[0,1] 	[0,0,0,0,0]
32   15    75    120    600    10     [0] 	[1] 	[0,0,1,1,0]
33   15    80    397    457    10     [2] 	[] 	[0,0,1,0,0]
34   10    35    401    461    10     [0] 	[1,3] 	[0,0,1,0,0]
35   10    40    535    622    10     [2] 	[0,2] 	[0,0,0,0,1]
36   8     40    225    285    10     [2] 	[2] 	[0,0,1,0,0]
37   8     45    43     523    10     [3] 	[0,3] 	[0,0,1,0,0]
38   5     35    683    743    10     [1] 	[] 	[1,1,0,0,0]
39   5     45    35     366    10     [4] 	[] 	[0,0,0,0,0]
40   2     40    204    264    10     [0] 	[] 	[0,0,0,0,0]
41   0     40    204    425    10     [4] 	[0,3] 	[0,0,0,0,0]
42   0     45    698    827    10     [3] 	[3] 	[1,0,1,0,0]
43   44    5     306    483    10     [0] 	[] 	[0,0,0,0,0]
44   42    10    199    428    10     [4] 	[0,1] 	[0,1,0,0,0]
45   42    15    494    699    10     [1] 	[0,3] 	[1,1,0,0,0]
46   40    5     45     525    10     [4] 	[0,3] 	[0,0,0,1,0]
47   40    15    383    486    10     [0] 	[0] 	[0,0,1,0,0]
48   38    5     231    291    10     [4] 	[] 	[0,0,0,0,0]
49   38    15    609    872    10     [0] 	[3] 	[0,0,1,1,0]
50   35    5     821    881    10     [1] 	[3] 	[1,1,0,0,0]
51   95    30    349    829    10     [4] 	[3] 	[0,1,0,1,0]
52   95    35    138    273    10     [1] 	[] 	[0,0,0,0,0]
53   92    30    78     339    10     [1] 	[0,4] 	[1,1,0,0,0]
54   90    35    132    375    10     [2] 	[0,2] 	[0,0,0,0,0]
55   88    30    252    359    10     [2] 	[] 	[0,0,1,0,1]
56   88    35    50     530    10     [2] 	[0] 	[0,0,1,0,0]
57   87    30    562    799    10     [2] 	[] 	[0,0,0,0,1]
58   85    25    71     208    10     [1] 	[3] 	[0,0,0,0,0]
59   85    35    307    787    10     [2] 	[0,2] 	[0,0,1,0,1]
60   67    85    655    778    10     [3] 	[0,3] 	[0,0,0,0,0]
61   65    85    43     186    10     [3] 	[] 	[1,0,1,0,0]
62   65    82    377    857    10     [1] 	[] 	[0,0,0,0,0]
63   62    80    308    368    10     [0] 	[] 	[0,0,0,1,0]
64   60    80    46     201    10     [2] 	[0,2] 	[0,0,0,0,0]
65   60    85    339    438    10     [3] 	[] 	[1,0,1,0,0]
66   58    75    377    494    10     [0] 	[] 	[0,0,0,0,0]
67   55    80    33     166    10     [3] 	[0,3] 	[0,0,0,0,0]
68   55    85    531    736    10     [1] 	[] 	[1,1,0,0,0]
69   55    82    247    307    10     [0] 	[1] 	[0,0,0,1,0]
70   20    82    37     177    10     [4] 	[0] 	[0,0,0,0,0]
71   18    80    432    665    10     [4] 	[1,3] 	[0,0,0,1,0]
72   2     45    38     322    10     [0] 	[0,3] 	[0,0,1,0,0]
73   42    5     424    904    10     [1] 	[0] 	[1,0,0,0,0]
74   42    12    460    539    10     [4] 	[1,3] 	[0,1,0,1,0]
75   72    35    327    807    10     [0] 	[3] 	[0,0,0,1,0]
76   55    20    273    498    10     [1] 	[0] 	[0,1,0,0,0]
77   25    30    25     505    10     [3] 	[] 	[1,0,1,0,0]
78   20    50    405    465    10     [1] 	[3] 	[1,0,0,0,0]
79   55    60    554    767    10     [0] 	[0,3] 	[0,0,1,1,0]
80   30    60    629    689    10     [0] 	[1,3] 	[0,0,1,1,0]
81   50    35    560    673    10     [1] 	[] 	[0,1,0,0,0]
82   30    25    342    571    10     [2] 	[] 	[0,0,1,0,1]
83   15    10    842    902    10     [0] 	[1,3] 	[0,0,0,0,0]
84   10    20    42     522    10     [1] 	[4] 	[0,0,0,0,0]
