C108.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    54    31    0      1236   0      [0,1,3,4] 	[] 	[0,2,3,0,3]
2    39    26    0      1236   0      [0,1,2,4] 	[0,2,4] 	[0,2,4,0,0]
3    20    23    0      1236   0      [0,1,2,3] 	[1,2,3] 	[0,4,0,2,3]
4    71    12    0      1236   0      [0,1,2,4] 	[0] 	[0,3,3,0,3]
5    35    99    0      1236   0      [1,2,3] 	[1,2,3,4] 	[0,3,0,4,0]
6    20    90    0      1236   0      [1,2,3,4] 	[3] 	[0,5,5,3,0]
7    40    8     0      1236   0      [1,2,3] 	[1] 	[0,4,4,3,0]
8    76    20    0      1236   0      [0,2] 	[] 	[0,5,0,3,0]
9    89    22    0      1236   0      [0,2] 	[1,2,4] 	[0,4,0,5,0]
10   87    2     0      1236   0      [2,3,4] 	[0,1,2,4] 	[0,0,5,2,0]
11   78    49    0      1236   0      [0,1,3] 	[2,4] 	[0,4,4,0,4]
12   39    91    0      1236   0      [2,3] 	[1,2,4] 	[0,3,0,4,0]
13   2     11    0      1236   0      [1,2,3] 	[] 	[0,3,0,0,2]
14   91    42    0      1236   0      [0,1,3,4] 	[1,2,3,4] 	[0,3,4,0,4]
15   28    83    0      1236   0      [0,1,3,4] 	[0,1,2,3,4] 	[0,4,4,0,5]
16   10    88    0      1236   0      [2,3] 	[] 	[0,3,3,5,0]
17   73    22    0      1236   0      [1,2,3,4] 	[0,1,2,3] 	[0,2,2,5,2]
18   75    87    0      1236   0      [0,1,2,4] 	[3,4] 	[0,2,2,4,3]
19   89    62    0      1236   0      [0,1,3] 	[1,2,3,4] 	[0,3,2,0,2]
20   43    21    0      1236   0      [1,4] 	[0,3] 	[0,0,5,0,3]
21   83    36    0      1236   0      [0,3,4] 	[4] 	[0,3,4,0,0]
22   71    56    0      1236   0      [1,4] 	[0,1,3,4] 	[0,0,5,0,4]
23   49    95    0      1236   0      [1,2,3,4] 	[0,1,2,3] 	[0,2,0,4,4]
24   67    91    0      1236   0      [0,4] 	[0,2,4] 	[0,5,2,0,0]
25   34    69    0      1236   0      [1,2,3] 	[3,4] 	[0,4,3,0,4]
26   45    68    830    1049   90     [3] 	[1,4] 	[0,0,1,0,0]
27   45    70    756    939    90     [3] 	[] 	[0,0,1,0,0]
28   42    66    16     336    90     [1] 	[1,3] 	[0,0,0,0,0]
29   42    68    643    866    90     [0] 	[4] 	[0,1,0,0,0]
30   42    65    15     226    90     [0] 	[] 	[0,1,0,0,0]
31   40    69    499    824    90     [0] 	[2] 	[0,1,0,0,0]
32   40    66    87     308    90     [1] 	[] 	[0,0,1,0,0]
33   38    68    150    429    90     [2] 	[1] 	[0,1,0,0,0]
34   38    70    429    710    90     [4] 	[0] 	[0,0,0,0,0]
35   35    66    279    488    90     [0] 	[4] 	[0,1,0,0,0]
36   35    69    363    590    90     [3] 	[1,4] 	[0,0,0,0,0]
37   25    85    547    826    90     [2] 	[2,4] 	[0,0,0,0,0]
38   22    75    30     280    90     [3] 	[] 	[0,0,0,0,0]
39   22    85    489    698    90     [2] 	[1] 	[0,1,0,0,0]
40   20    80    318    495    90     [4] 	[0] 	[0,0,0,0,0]
41   20    85    394    609    90     [3] 	[] 	[0,0,1,0,0]
42   18    75    33     226    90     [2] 	[1,4] 	[0,1,0,0,0]
43   15    75    68     365    90     [2] 	[2] 	[0,0,0,0,0]
44   15    80    176    447    90     [2] 	[2,4] 	[0,0,0,0,0]
45   30    50    10     265    90     [2] 	[1] 	[0,0,0,0,0]
46   30    52    836    1043   90     [0] 	[] 	[0,0,0,0,0]
47   28    52    704    991    90     [4] 	[0,4] 	[0,0,1,0,0]
48   28    55    664    845    90     [0] 	[2,4] 	[0,1,0,0,0]
49   25    50    15     333    90     [1] 	[1] 	[0,0,1,0,1]
50   25    52    88     305    90     [2] 	[] 	[0,0,0,0,0]
51   25    55    502    821    90     [1] 	[1,3] 	[0,0,1,0,1]
52   23    52    179    398    90     [3] 	[] 	[0,0,1,0,0]
53   23    55    476    663    90     [1] 	[1,3] 	[0,0,1,0,0]
54   20    50    288    475    90     [2] 	[4] 	[0,0,0,0,0]
55   20    55    368    585    90     [2] 	[] 	[0,1,0,1,0]
