R211.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    36    65    0      1000   0      [0,2,3,4] 	[2,3] 	[3,0,4,3,0]
2    63    17    0      1000   0      [0,1,2,4] 	[4] 	[2,0,4,2,5]
3    68    74    0      1000   0      [0,1,3] 	[0,1,2,4] 	[0,0,4,3,4]
4    86    48    0      1000   0      [1,2,3,4] 	[0,1,2,3,4] 	[2,0,0,3,0]
5    53    56    0      1000   0      [0,1] 	[0,1,2,4] 	[0,0,4,5,3]
6    48    47    0      1000   0      [1,2] 	[0,2,4] 	[4,0,0,5,0]
7    32    71    0      1000   0      [1,2,3] 	[] 	[2,0,0,5,0]
8    77    81    0      1000   0      [0,2,3,4] 	[1] 	[4,0,4,5,5]
9    66    22    0      1000   0      [1,2,3,4] 	[] 	[5,0,0,3,5]
10   79    95    0      1000   0      [0,2,4] 	[0,2,3,4] 	[5,0,3,0,0]
11   71    89    0      1000   0      [0,1,3,4] 	[] 	[0,0,4,5,4]
12   34    92    0      1000   0      [1,4] 	[0,3] 	[0,0,0,3,2]
13   69    72    0      1000   0      [0,2,4] 	[1,2,3,4] 	[3,0,5,0,2]
14   6     96    0      1000   0      [0,2,3,4] 	[0,2] 	[5,0,3,5,4]
15   9     3     0      1000   0      [0,1,2,4] 	[2] 	[2,0,3,2,4]
16   92    7     0      1000   0      [2,4] 	[3] 	[4,0,0,0,3]
17   22    80    0      1000   0      [1,2,3] 	[0,1] 	[5,0,0,2,0]
18   73    32    0      1000   0      [0,2,3,4] 	[0,1,4] 	[0,0,3,4,0]
19   65    10    0      1000   0      [0,1,2,4] 	[] 	[0,0,4,2,0]
20   0     90    0      1000   0      [1,3,4] 	[0,1,2,3] 	[0,0,0,3,4]
21   99    44    0      1000   0      [0,3] 	[0,2,4] 	[0,0,3,0,2]
22   69    28    0      1000   0      [1,2,3,4] 	[2] 	[3,0,0,5,0]
23   50    50    0      1000   0      [0,2,3,4] 	[0,1,2,3] 	[3,0,0,0,3]
24   19    0     0      1000   0      [0,1,2,4] 	[2] 	[0,0,0,3,5]
25   57    9     0      1000   0      [0,2,3] 	[4] 	[3,0,4,4,5]
26   41    49    451    974    10     [1] 	[0,2] 	[0,0,0,1,0]
27   35    17    18     534    10     [3] 	[1] 	[0,0,0,1,0]
28   55    45    378    733    10     [2] 	[0,4] 	[1,0,0,0,0]
29   55    20    477    965    10     [3] 	[1,4] 	[0,0,0,0,0]
30   15    30    20     610    10     [2] 	[4] 	[1,0,0,0,0]
31   25    30    245    684    10     [2] 	[0] 	[1,0,0,0,0]
32   20    50    172    569    10     [0] 	[2,4] 	[0,0,0,0,0]
33   10    43    245    640    10     [0] 	[] 	[0,0,1,0,1]
34   55    60    231    666    10     [1] 	[] 	[0,0,0,1,0]
35   30    60    430    779    10     [2] 	[] 	[0,0,0,0,0]
36   20    65    33     511    10     [1] 	[2] 	[0,0,0,0,0]
37   50    35    50     523    10     [1] 	[] 	[0,0,0,1,0]
38   30    25    462    978    10     [0] 	[4] 	[0,0,1,0,1]
39   15    10    32     694    10     [2] 	[4] 	[0,0,0,0,0]
