RC208.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    84    37    0      960    0      [2,4] 	[0,2,4] 	[4,0,2,0,0]
2    36    4     0      960    0      [0,2] 	[0,1,2] 	[5,0,5,0,0]
3    52    37    0      960    0      [0,1] 	[4] 	[0,0,5,4,0]
4    57    7     0      960    0      [0,2,3] 	[] 	[2,0,3,0,0]
5    92    70    0      960    0      [0,1,2] 	[] 	[5,0,5,4,0]
6    98    41    0      960    0      [0,1,2,4] 	[2,3,4] 	[4,0,2,3,0]
7    8     79    0      960    0      [1,3,4] 	[] 	[4,0,5,0,0]
8    98    65    0      960    0      [1,2,3,4] 	[2] 	[2,0,5,2,0]
9    76    37    0      960    0      [2,3] 	[0,2] 	[3,0,3,0,0]
10   54    17    0      960    0      [0,2] 	[] 	[4,0,2,0,0]
11   18    82    0      960    0      [0,1,3] 	[] 	[2,0,3,2,0]
12   6     11    0      960    0      [1,2,3,4] 	[0,1,2,3,4] 	[5,0,3,0,0]
13   18    85    0      960    0      [0,2,3] 	[0,1,2,3,4] 	[4,0,5,0,0]
14   77    18    0      960    0      [0,4] 	[0,1] 	[5,0,4,0,0]
15   53    75    0      960    0      [1,2,3] 	[1,2,3] 	[3,0,4,2,0]
16   45    34    0      960    0      [0,1,3,4] 	[0,1,2,4] 	[5,0,2,4,0]
17   50    76    0      960    0      [1,2] 	[2] 	[2,0,4,5,0]
18   47    0     0      960    0      [0,1,3,4] 	[3,4] 	[4,0,5,2,0]
19   58    45    0      960    0      [0,2,3,4] 	[0,1,2,3,4] 	[5,0,4,0,0]
20   83    99    0      960    0      [0,1,4] 	[0] 	[2,0,5,4,0]
21   64    53    0      960    0      [0,2,3] 	[0,1,2,3,4] 	[4,0,4,0,0]
22   17    64    0      960    0      [1,4] 	[0] 	[0,0,5,2,0]
23   33    27    0      960    0      [2,3] 	[0,2] 	[3,0,2,0,0]
24   57    43    0      960    0      [0,4] 	[0,1,2,3,4] 	[5,0,4,0,0]
25   78    30    0      960    0      [0,1,2,3] 	[2,3] 	[3,0,2,3,0]
26   25    85    388    911    10     [0] 	[1] 	[0,0,1,0,0]
27   22    75    30     546    10     [2] 	[0,2] 	[0,0,1,0,0]
28   22    85    353    708    10     [0] 	[] 	[0,0,1,0,0]
29   20    80    425    913    10     [2] 	[0] 	[1,0,1,0,0]
30   20    85    40     630    10     [2] 	[0] 	[0,0,1,0,0]
31   18    75    228    667    10     [4] 	[0,4] 	[1,0,0,0,0]
32   15    75    161    558    10     [4] 	[2] 	[1,0,0,0,0]
33   15    80    229    624    10     [0] 	[3] 	[0,0,0,0,0]
34   10    35    213    648    10     [1] 	[] 	[0,0,1,0,0]
35   10    40    404    753    10     [1] 	[1] 	[0,0,0,0,0]
36   8     40    33     511    10     [0] 	[] 	[0,0,1,0,0]
37   8     45    46     519    10     [4] 	[2,4] 	[1,0,0,0,0]
38   5     35    395    911    10     [4] 	[2] 	[1,0,0,0,0]
39   5     45    35     697    10     [2] 	[2] 	[1,0,1,0,0]
40   2     40    39     528    10     [0] 	[] 	[0,0,1,0,0]
41   0     40    94     535    10     [3] 	[] 	[1,0,0,0,0]
42   0     45    394    909    10     [4] 	[0] 	[1,0,0,0,0]
43   44    5     218    571    10     [4] 	[0,4] 	[1,0,0,0,0]
44   42    10    85     542    10     [0] 	[1,4] 	[0,0,0,0,0]
