R112.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    4     13    0      230    0      [0,1,4] 	[0,1,3,4] 	[0,0,3,3,0]
2    54    11    0      230    0      [0,1,2,3] 	[0,1] 	[0,0,2,0,4]
3    49    54    0      230    0      [0,2,3,4] 	[0] 	[0,4,5,4,5]
4    20    96    0      230    0      [0,1,2,4] 	[0,1,2,3,4] 	[0,2,2,2,4]
5    38    25    0      230    0      [0,1,2,4] 	[] 	[0,0,3,0,4]
6    6     4     0      230    0      [0,2,3] 	[1] 	[0,5,3,0,4]
7    12    85    0      230    0      [1,3,4] 	[4] 	[0,3,5,5,0]
8    52    73    0      230    0      [1,2,3] 	[0,2,3,4] 	[0,4,3,0,3]
9    84    48    0      230    0      [3,4] 	[0] 	[0,5,2,4,0]
10   51    74    0      230    0      [0,1] 	[1,3,4] 	[0,5,5,0,0]
11   11    75    0      230    0      [0,1,2,4] 	[0,2,4] 	[0,5,2,0,0]
12   32    90    0      230    0      [0,2,3,4] 	[] 	[0,3,3,3,2]
13   60    43    0      230    0      [0,1,2] 	[1] 	[0,5,2,0,3]
14   100   41    0      230    0      [0,2,3,4] 	[1,2,4] 	[0,5,3,5,5]
15   87    1     0      230    0      [1,2,3,4] 	[] 	[0,0,0,4,2]
16   77    57    0      230    0      [0,2,3,4] 	[0,2] 	[0,0,2,3,5]
17   10    59    0      230    0      [2,3] 	[0,2,4] 	[0,3,4,0,5]
18   55    20    0      230    0      [1,2,3,4] 	[] 	[0,5,5,3,3]
19   2     21    0      230    0      [1,4] 	[] 	[0,2,3,4,0]
20   87    77    0      230    0      [2,3] 	[0,4] 	[0,2,3,0,3]
21   53    0     0      230    0      [1,3] 	[4] 	[0,3,5,0,0]
22   72    36    0      230    0      [1,2,3] 	[] 	[0,4,3,0,2]
23   58    46    0      230    0      [1,4] 	[3,4] 	[0,3,4,5,0]
24   68    78    0      230    0      [0,1,3] 	[0,1,3] 	[0,3,3,0,0]
25   82    15    0      230    0      [0,1,2,4] 	[1,4] 	[0,5,0,0,2]
26   41    49    73     204    10     [3] 	[4] 	[0,1,0,0,0]
27   35    17    18     147    10     [2] 	[] 	[0,0,0,0,0]
28   55    45    76     165    10     [3] 	[0,4] 	[0,1,0,0,0]
29   55    20    73     195    10     [0] 	[1,4] 	[0,0,1,0,0]
30   15    30    20     167    10     [2] 	[4] 	[0,0,1,0,1]
31   25    30    49     158    10     [0] 	[0,4] 	[0,0,1,0,0]
32   20    50    36     135    10     [0] 	[4] 	[0,0,0,0,0]
33   10    43    50     149    10     [4] 	[0,4] 	[0,0,0,0,0]
34   55    60    47     156    10     [2] 	[0,4] 	[0,0,0,0,0]
35   30    60    85     172    10     [2] 	[4] 	[0,0,1,0,1]
36   20    65    33     152    10     [1] 	[] 	[0,0,0,0,0]
37   50    35    15     133    10     [0] 	[] 	[0,0,1,0,0]
38   30    25    79     208    10     [0] 	[0,1] 	[0,0,0,0,0]
39   15    10    32     187    10     [0] 	[] 	[0,0,0,0,0]
40   30    5     30     152    10     [1] 	[3,4] 	[0,1,0,0,0]
41   10    20    29     139    10     [3] 	[0,4] 	[0,1,1,0,0]
42   5     30    60     189    10     [0] 	[] 	[0,0,1,0,0]
43   20    40    47     136    10     [4] 	[0] 	[0,0,1,0,0]
44   15    60    32     146    10     [1] 	[] 	[0,0,0,0,0]
45   45    65    79     182    10     [0] 	[] 	[0,0,1,0,0]
46   45    20    18     136    10     [2] 	[0,4] 	[0,0,0,0,0]
47   45    10    50     153    10     [3] 	[0] 	[0,0,1,0,0]
48   55    5     36     155    10     [0] 	[0,4] 	[0,0,1,0,0]
49   65    35    58     190    10     [2] 	[] 	[0,0,1,0,1]
50   65    20    56     186    10     [1] 	[3,4] 	[0,1,0,0,0]
51   45    30    87     186    10     [4] 	[] 	[0,0,1,1,0]
52   35    40    5      140    10     [0] 	[1,4] 	[0,0,1,0,0]
53   41    37    6      136    10     [2] 	[] 	[0,0,0,0,0]
54   64    42    29     150    10     [2] 	[4] 	[0,0,1,0,1]
55   40    60    25     132    10     [0] 	[1,4] 	[0,0,1,0,0]
56   31    52    17     138    10     [2] 	[0,4] 	[0,0,1,0,1]
57   35    69    67     186    10     [3] 	[0] 	[0,1,1,0,0]
58   53    52    24     161    10     [1] 	[4] 	[0,0,0,0,0]
59   65    55    70     173    10     [2] 	[] 	[0,0,0,0,1]
60   63    65    54     178    10     [1] 	[3] 	[0,0,0,0,0]
61   2     60    41     178    10     [3] 	[0] 	[0,0,0,0,0]
62   20    20    87     190    10     [0] 	[0] 	[0,0,1,0,0]
63   5     5     42     153    10     [0] 	[] 	[0,0,1,0,0]
64   60    12    33     186    10     [1] 	[] 	[0,0,0,0,0]
65   40    25    40     139    10     [2] 	[0,4] 	[0,0,1,0,1]
66   42    7     43     160    10     [2] 	[] 	[0,0,0,0,0]
67   24    12    25     158    10     [4] 	[0] 	[0,0,0,0,0]
68   23    3     82     185    10     [3] 	[0,4] 	[0,1,0,0,0]
69   11    14    31     144    10     [2] 	[0,2] 	[0,0,0,0,1]
70   6     38    29     169    10     [2] 	[2,4] 	[0,0,1,0,1]
71   2     48    63     180    10     [3] 	[0,4] 	[0,1,0,0,0]
72   8     56    34     176    10     [2] 	[] 	[0,0,1,0,1]
73   13    52    65     192    10     [2] 	[2] 	[0,0,1,0,1]
