00000001 150900000 153400000
914
1 2187 149250000 150760000 600 1080 51857000
2 735 161960000 185740000 480 1020 51700000
3 585 149410000 160120000 420 1080 55711000
4 556 150900000 153400000 420 1080 68000000
5 403 151800000 154830000 420 780 53623000
6 396 169600000 172730000 720 1320 55171000
7 380 156870000 144820000 420 720 52718000
8 354 159020000 148060000 330 480 62602000
9 354 148540000 156090000 420 1080 55298000
10 344 186080000 168830000 420 540 53153000
11 309 185570000 163240000 420 1080 55060000
12 308 171380000 185880000 480 1080 69812000
13 307 160360000 177560000 180 450 53898000
14 306 150350000 159740000 390 720 60211000
15 292 159650000 146170000 360 1439 54420000
16 288 177320000 167660000 480 1080 55316000
17 273 148150000 141300000 840 1020 64308000
18 254 151560000 152530000 420 720 61524000
19 249 160100000 148740000 240 720 53887000
20 249 175270000 182320000 300 630 54136000
21 245 159650000 146170000 540 1260 54151000
22 244 161930000 148580000 420 1080 55735000
23 242 155310000 168200000 480 720 63080000
24 239 171130000 185870000 540 720 64440000
25 239 149440000 145390000 360 720 64678000
26 237 152410000 164210000 420 1320 55050000
27 236 147870000 156090000 450 840 65208000
28 233 171360000 185930000 420 1080 55061000
29 233 151910000 139970000 540 1439 60653000
30 232 156970000 161140000 480 1380 52149000
31 230 148130000 158550000 300 540 65435000
32 225 181000000 157460000 420 900 51159000
33 224 174710000 169290000 420 720 64328000
34 222 149390000 153770000 240 780 55063000
35 221 149200000 160150000 540 660 54274000
36 219 151560000 152530000 450 570 65338000
37 215 158730000 162860000 240 1080 67093000
38 210 150550000 156860000 540 900 55122000
39 209 149280000 160320000 360 660 62320000
40 207 151350000 159780000 255 435 66994000
41 207 173990000 187310000 420 1320 61733000
42 205 156440000 172150000 540 780 65437000
43 203 149410000 160120000 420 1080 55713000
44 202 158300000 154530000 540 780 55268000
45 200 148790000 159570000 540 1080 53395000
46 200 150620000 156770000 540 720 68210000
47 199 169980000 172330000 540 720 54777000
48 199 192360000 196150000 600 1320 54738000
49 192 151740000 157530000 420 720 66488000
50 188 154210000 161440000 480 780 62393000
51 186 172120000 186780000 480 1080 50791000
52 185 193890000 175000000 600 900 53052000
53 182 172010000 192920000 480 780 50386000
54 180 150570000 156900000 540 780 69810000
55 180 151330000 153630000 300 420 60246000
56 175 143930000 158550000 540 1080 69829000
57 174 154170000 163000000 540 750 55058000
58 173 150540000 156850000 420 600 50171000
59 169 162550000 147710000 570 705 50918000
60 168 150590000 156540000 510 840 68301000
61 166 172120000 194570000 540 1200 62510000
62 165 152630000 155020000 720 840 67498000
63 164 158400000 166070000 360 1080 62798000
64 164 160470000 167500000 300 900 65318000
65 163 176710000 172620000 420 1080 55472000
66 163 159020000 181550000 540 780 61500000
67 163 175240000 171730000 540 750 60989000
68 161 147940000 161310000 420 1080 61740000
69 161 194120000 186410000 480 600 53565000
70 160 149410000 160120000 420 1080 55712000
71 160 171380000 185880000 540 720 54516000
72 160 169930000 184750000 900 1140 51611000
73 160 149920000 160180000 480 1080 50253000
74 157 162560000 147720000 480 630 65221000
75 155 154780000 148950000 420 780 63005000
76 155 171050000 185560000 600 720 55193000
77 154 160770000 147250000 600 1380 51964000
78 153 149770000 159540000 420 540 60675000
79 153 171310000 185900000 660 900 51859000
80 151 160880000 200660000 540 720 68092000
81 150 148600000 139070000 360 1080 68797000
82 150 183400000 170650000 420 1080 55403000
83 150 154650000 137660000 420 870 65396000
84 149 151540000 147990000 540 900 65798000
85 149 176260000 173190000 840 1050 66997000
86 149 169880000 183530000 600 1080 51533000
87 149 194140000 176430000 540 1080 52368000
88 148 170710000 197210000 540 1380 64949000
89 147 159700000 147060000 420 600 68098000
90 146 151610000 157360000 450 720 54388000
91 145 174590000 194290000 840 1439 61732000
92 145 178790000 157630000 420 1080 55477000
93 144 160880000 200660000 570 840 55019000
94 144 171070000 184690000 360 555 54440000
95 144 194740000 195860000 360 1439 54139000
96 144 172170000 186500000 360 600 53955000
97 144 163680000 198120000 420 600 67005000
98 142 170110000 186590000 600 840 52112000
99 142 176220000 190990000 660 840 63674000
100 141 171470000 185770000 420 660 64230000
101 141 152830000 153710000 600 780 53640000
102 140 146760000 165380000 540 900 52184000
103 140 180980000 157530000 540 930 53199000
104 140 151590000 157370000 480 1080 53674000
105 139 168140000 166900000 600 900 66817000
106 136 194550000 175260000 420 1080 55657000
107 133 162370000 147230000 330 600 54337000
108 133 187820000 161960000 480 1320 54007000
109 133 151960000 153870000 360 780 68669000
110 132 194180000 175040000 600 720 60561000
111 132 171640000 170330000 480 840 55297000
112 131 145250000 158770000 540 960 68281000
113 131 153620000 174440000 360 1080 55457000
114 130 170760000 166500000 720 1020 53633000
115 130 172230000 187110000 960 1080 66761000
116 129 175300000 171610000 600 840 62601000
117 129 171440000 191440000 360 1200 67804000
118 128 148790000 159570000 360 1200 60111000
119 128 155640000 167730000 480 720 62394000
120 127 170420000 160980000 840 1140 64657000
121 127 151090000 150120000 570 840 54663000
122 127 171330000 164510000 480 720 63162000
123 126 171100000 163700000 420 1080 55480000
124 126 149150000 160270000 480 1080 69726000
125 125 163550000 180500000 420 720 60600000
126 125 154130000 171480000 540 840 52529000
127 125 154290000 162670000 570 780 63542000
128 124 159530000 181420000 510 870 61082000
129 123 150540000 156850000 540 840 68230000
130 122 168590000 189690000 360 1320 54113000
131 122 160100000 148740000 360 1200 66884000
132 121 154170000 163000000 540 750 55059000
133 121 157270000 158780000 420 720 65050000
134 120 178220000 157530000 360 1320 55088000
135 120 169710000 199160000 600 1320 61520000
136 120 150910000 156040000 420 660 69776000
137 120 151810000 160430000 240 840 60148000
138 119 153490000 172060000 420 900 53738000
139 119 172080000 175650000 480 720 53302000
140 119 165570000 169640000 600 870 52310000
141 118 175440000 192910000 480 870 55207000
142 118 167540000 198850000 660 1320 64445000
143 118 158960000 146150000 570 1260 50569000
144 117 192050000 156270000 480 1380 53353000
145 117 159740000 147020000 360 660 54140000
146 117 159570000 146170000 540 900 61786000
147 116 152830000 153710000 600 780 60889000
148 116 172080000 175650000 360 720 53922000
149 114 171150000 185540000 420 1080 55738000
150 114 171700000 186070000 480 1080 68252000
151 114 154590000 160170000 540 780 66353000
152 113 175820000 189580000 360 660 68102000
153 113 174660000 167600000 600 1020 54069000
154 113 149280000 160010000 360 720 65195000
155 113 165750000 158570000 540 900 65151000
156 112 150230000 160440000 420 720 64838000
157 112 158920000 146630000 480 780 68477000
158 111 176160000 193010000 780 960 66769000
159 110 176610000 192160000 720 900 50661000
160 110 174080000 157130000 480 1140 53644000
161 110 192270000 173840000 720 1020 54318000
162 109 151150000 170930000 300 720 62161000
163 109 149730000 149400000 540 720 63307000
164 108 151700000 150860000 540 660 54861000
165 108 154310000 163040000 480 1080 55314000
166 108 175300000 171610000 600 1080 53628000
167 108 151530000 154490000 480 1380 52802000
168 108 156640000 170980000 360 720 60044000
169 107 152280000 160510000 420 1080 55825000
170 107 198500000 186670000 420 1080 55701000
171 107 150160000 156700000 540 720 66234000
172 107 149500000 155520000 480 1200 54974000
173 107 171170000 162180000 840 1200 64587000
174 106 150960000 162770000 480 660 64604000
175 106 154290000 162670000 600 780 64119000
176 106 144620000 155190000 540 780 64260000
177 106 186260000 187470000 540 1320 55095000
178 106 185810000 189420000 420 1080 55430000
179 106 163550000 180500000 360 660 50505000
180 106 148570000 162000000 480 1080 54946000
181 105 150620000 156770000 420 1080 55656000
182 105 171550000 160660000 840 1020 63488000
183 105 162370000 147230000 420 1080 55589000
184 104 192170000 173780000 480 1080 55345000
185 104 149870000 144140000 180 810 54550000
186 104 144880000 166610000 540 960 54191000
187 104 162760000 147840000 420 1080 55580000
188 104 149150000 160270000 360 810 50151000
189 104 153200000 163680000 480 720 60265000
190 104 146520000 154590000 540 840 61889000
191 104 170830000 185780000 420 600 53581000
192 103 159980000 153850000 840 1140 53911000
193 102 171370000 185800000 480 690 53844000
194 102 170830000 185780000 360 660 50979000
195 102 158500000 158330000 600 840 69552000
196 102 171310000 185730000 480 720 54341000
197 102 157850000 163460000 420 960 52355000
198 102 148600000 139070000 540 1080 65735000
199 101 150260000 138160000 540 840 63926000
200 101 150320000 155680000 420 1080 55686000
201 101 150620000 156770000 360 720 68524000
202 101 154950000 162400000 360 840 61063000
203 101 168360000 165880000 630 870 53421000
204 100 151690000 154250000 420 1080 55396000
205 100 160200000 168850000 480 840 54680000
206 100 179030000 167590000 540 1050 54245000
207 100 151370000 161020000 420 570 64087000
208 100 155300000 168150000 420 660 66146000
209 100 162630000 147810000 480 1080 61580000
210 99 160880000 200660000 540 840 67970000
211 99 176850000 156700000 540 1380 54797000
212 99 164320000 180640000 480 1080 55332000
213 99 150500000 157350000 480 780 52952000
214 98 167430000 172250000 540 1380 64913000
215 98 155740000 147580000 480 1080 64510000
216 97 169230000 162120000 360 600 50373000
217 97 153620000 180350000 360 720 55054000
218 97 163460000 180580000 540 1050 53376000
219 97 150350000 138070000 480 1080 67561000
220 97 154150000 162450000 540 840 63325000
221 96 171420000 186260000 780 960 66620000
222 96 157120000 146150000 630 780 62704000
223 96 171230000 186290000 840 960 66110000
224 96 167470000 169650000 720 1020 63008000
225 95 144620000 155190000 480 1080 54846000
226 95 155900000 145980000 540 1080 52460000
227 95 177020000 171260000 660 1020 67361000
228 95 191400000 152580000 420 1080 55534000
229 95 163090000 157500000 600 900 60774000
230 94 147020000 155410000 300 540 66450000
231 94 148450000 158890000 360 840 50372000
232 94 162350000 147710000 480 1080 67139000
233 94 171050000 185560000 540 660 64820000
234 94 180660000 165590000 420 1080 52685000
235 94 154590000 176050000 180 720 67939000
236 93 149340000 140340000 630 930 65829000
237 93 194840000 175060000 480 1080 55097000
238 93 150540000 156850000 600 720 55263000
239 93 151820000 157650000 480 720 54566000
240 93 160650000 201370000 660 1350 61260000
241 92 187900000 162000000 600 1320 54196000
242 92 195820000 193370000 540 900 55288000
243 92 162550000 147710000 600 720 67586000
244 92 168180000 160840000 420 660 64831000
245 92 149500000 155520000 360 720 55151000
246 92 160770000 147250000 420 720 67619000
247 91 169130000 187330000 420 930 65879000
248 91 150620000 156770000 420 1080 55670000
249 91 149320000 162540000 1 720 62017000
250 90 167680000 171100000 420 960 62391000
251 90 158320000 171460000 405 660 62490000
252 90 148410000 139320000 600 780 52880000
253 90 163310000 150170000 480 780 52170000
254 89 145080000 160160000 420 840 67647000
255 89 175540000 173470000 600 1020 54605000
256 89 154270000 161440000 480 1080 65859000
257 89 161120000 169280000 540 900 66286000
258 89 168160000 160830000 480 840 66529000
259 88 175110000 174480000 840 1080 52645000
260 88 157850000 163460000 420 1020 64097000
261 88 158330000 171450000 300 660 60144000
262 88 175440000 192910000 480 1080 55338000
263 87 159560000 165500000 540 900 63099000
264 87 148410000 139320000 480 1080 50105000
265 86 151230000 138430000 600 1080 54788000
266 86 188050000 162060000 480 1080 55340000
267 86 156430000 168430000 540 660 60911000
268 86 162030000 148860000 420 1080 55723000
269 85 159340000 169870000 1 780 65206000
270 85 171600000 194230000 660 1320 53962000
271 85 149630000 159140000 360 1020 55209000
272 84 171380000 185880000 480 720 50962000
273 84 170580000 174020000 540 1320 69823000
274 82 168970000 194710000 480 1080 51470000
275 82 152360000 158990000 360 1200 64994000
276 81 147370000 161220000 540 840 62384000
277 81 169640000 172750000 540 900 60950000
278 81 168620000 159120000 540 720 54527000
279 80 161870000 173260000 420 1080 55401000
280 80 150870000 155890000 300 690 68085000
281 80 162660000 146930000 480 750 65906000
282 80 180670000 186670000 420 1080 55359000
283 80 144530000 156580000 540 840 54508000
284 80 159710000 147020000 480 1080 54960000
285 80 175900000 189570000 480 1080 52861000
286 79 198200000 183080000 540 1320 52842000
287 79 146720000 160480000 420 1080 55625000
288 79 175040000 154330000 360 1439 54179000
289 79 150500000 142610000 480 1080 51020000
290 79 150550000 156860000 510 690 55057000
291 78 163450000 180570000 300 540 63782000
292 78 154870000 150290000 420 1080 55522000
293 78 175430000 156090000 420 1320 54887000
294 78 149400000 159920000 420 690 69837000
295 78 177070000 173460000 480 1140 67788000
296 78 150230000 160440000 480 1080 51192000
297 78 151230000 138430000 360 720 53877000
298 77 193890000 175000000 540 900 54671000
299 77 165350000 167030000 540 780 60939000
300 77 170690000 187780000 840 1200 62701000
301 77 168360000 165880000 420 1080 55768000
302 76 151390000 159960000 410 630 60943000
303 76 171380000 185880000 540 660 65520000
304 76 158810000 185510000 480 1080 55328000
305 75 147930000 160760000 360 1439 65413000
306 75 171470000 185770000 420 1080 55325000
307 75 153620000 180350000 300 720 66307000
308 75 154780000 151100000 390 1080 64610000
309 75 191460000 194500000 480 1080 55341000
310 75 159390000 171380000 360 900 62402000
311 74 148020000 144400000 375 930 52742000
312 74 176260000 173190000 780 960 65558000
313 74 171150000 185540000 540 720 55014000
314 74 152650000 152690000 420 1080 55406000
315 74 169600000 173110000 420 1080 55704000
316 73 163720000 180190000 420 1080 55475000
317 73 149570000 138590000 600 900 54877000
318 72 157800000 150680000 480 1080 65975000
319 72 171460000 186870000 300 780 66424000
320 72 152090000 167880000 360 600 53779000
321 72 150910000 156040000 420 1080 55653000
322 72 151960000 143340000 480 1080 54192000
323 71 152070000 150350000 420 1080 55721000
324 71 188320000 161990000 480 1080 55291000
325 71 158380000 172890000 480 1080 65400000
326 71 169800000 172800000 540 720 62376000
327 71 156100000 150070000 720 1080 63220000
328 71 158380000 172890000 360 1080 50827000
329 71 165970000 171780000 540 1080 64799000
330 70 155480000 144120000 540 1320 68309000
331 70 159970000 166850000 420 720 64391000
332 70 161560000 168890000 360 930 52601000
333 70 158230000 153250000 420 1080 66358000
334 70 164410000 155100000 540 1080 63748000
335 70 193850000 175600000 840 1080 66248000
336 70 162350000 169700000 480 1080 53046000
337 70 155330000 168110000 240 720 62908000
338 70 194180000 175040000 840 1020 54848000
339 70 155650000 140200000 480 1080 50879000
340 69 182720000 171000000 480 1080 52795000
341 69 161530000 160910000 300 1080 63817000
342 69 161040000 148390000 540 900 64680000
343 69 156970000 150110000 480 780 60450000
344 69 172030000 175580000 360 720 64494000
345 69 159650000 146170000 420 1080 55804000
346 69 184180000 158460000 540 1320 55187000
347 69 150320000 137940000 540 840 55214000
348 68 147100000 155430000 420 540 64690000
349 68 152320000 154730000 480 1080 54133000
350 68 179610000 165120000 420 1080 55476000
351 67 151310000 157390000 360 660 63914000
352 67 156850000 144840000 420 1080 54625000
353 67 171140000 169850000 420 840 63200000
354 67 148040000 163150000 480 1080 68725000
355 67 170760000 166500000 600 780 55138000
356 67 150600000 160460000 420 1080 53664000
357 66 151250000 154590000 480 780 52383000
358 66 154340000 156600000 420 1080 55427000
359 66 152380000 162750000 420 1080 65613000
360 66 154780000 148950000 420 780 55104000
361 66 154210000 163660000 360 1080 53370000
362 66 158120000 148150000 510 1140 52958000
363 66 169800000 172800000 480 720 54293000
364 66 158870000 164740000 390 960 66123000
365 66 163390000 158360000 420 840 65122000
366 65 161930000 148580000 450 720 62187000
367 64 170470000 185680000 1 1439 61465000
368 64 175900000 189570000 480 600 50493000
369 64 150670000 153640000 1 1439 55307000
370 64 151530000 154490000 600 720 67710000
371 63 161560000 168870000 360 960 67609000
372 63 191460000 156870000 780 1080 53383000
373 63 159980000 153850000 720 1020 53371000
374 63 158130000 151380000 480 660 51302000
375 63 170110000 186590000 540 720 54323000
376 63 171290000 186130000 600 660 55238000
377 63 164770000 164880000 480 1080 63939000
378 62 159690000 147040000 540 720 52824000
379 62 194180000 175040000 540 720 61169000
380 62 196890000 192760000 480 1080 53764000
381 62 162320000 166570000 480 720 61198000
382 62 157700000 155630000 600 960 68067000
383 62 144620000 155190000 540 720 54066000
384 62 150080000 146180000 420 960 68421000
385 62 171180000 170300000 420 1080 55736000
386 62 169560000 173410000 480 1080 54486000
387 62 168650000 176580000 600 1260 62160000
388 61 151230000 138430000 480 1080 65986000
389 61 162910000 150660000 480 1080 54966000
390 61 151690000 154250000 420 600 67430000
391 61 151510000 154550000 480 1080 55094000
392 60 146760000 152090000 420 1080 55377000
393 60 162540000 194170000 480 1260 68395000
394 60 150620000 156770000 480 1080 54906000
395 60 163250000 170010000 420 720 62082000
396 60 158520000 146040000 720 900 53927000
397 60 159710000 147020000 360 540 68624000
398 60 160880000 200660000 540 1080 68693000
399 60 171380000 185880000 420 1080 55162000
400 59 170180000 172920000 420 780 60766000
401 59 180910000 186640000 420 1080 55488000
402 59 152300000 160450000 360 1080 65838000
403 59 175750000 154040000 480 1080 55270000
404 59 150590000 156540000 240 480 53748000
405 59 160880000 200660000 720 1380 60969000
406 58 149430000 160160000 480 780 66728000
407 58 149410000 160120000 450 720 55067000
408 58 158220000 159100000 420 720 61644000
409 58 154590000 146200000 240 1320 52734000
410 57 150570000 156900000 420 1080 68536000
411 57 160300000 164740000 480 1080 61764000
412 57 150550000 156860000 540 720 52453000
413 57 162790000 152900000 480 1080 52772000
414 57 191320000 184230000 420 1080 55376000
415 57 157620000 157400000 540 900 63071000
416 57 157970000 145530000 600 840 65049000
417 57 147370000 161220000 420 1080 55391000
418 57 150160000 156700000 540 780 54064000
419 56 150490000 157400000 480 1140 67367000
420 56 151080000 154410000 420 1080 63912000
421 56 161760000 181750000 480 1080 68044000
422 56 151330000 153630000 480 1080 54656000
423 56 148420000 138960000 540 1320 66273000
424 56 169750000 172780000 420 1080 55400000
425 55 162550000 147320000 420 1080 66417000
426 55 162630000 147830000 480 1080 64481000
427 55 159220000 151820000 420 1080 55373000
428 55 193830000 175660000 600 900 51962000
429 55 179130000 157240000 510 1080 53792000
430 55 160770000 147250000 360 1439 65248000
431 54 152330000 152390000 330 510 53286000
432 54 159720000 146970000 480 960 60392000
433 54 174010000 167890000 480 1080 68119000
434 54 151230000 154810000 540 840 69850000
435 54 171470000 185770000 480 720 65297000
436 54 161870000 146840000 360 540 66162000
437 54 155080000 144800000 480 1320 63085000
438 54 175880000 189880000 540 660 55217000
439 53 155510000 155690000 840 1140 66074000
440 53 150550000 156860000 420 1080 69618000
441 53 160530000 201250000 600 840 52803000
442 53 146070000 158670000 420 1080 55720000
443 53 172200000 158460000 420 1080 55702000
444 53 158540000 146550000 480 780 65131000
445 53 150190000 150410000 480 1080 54209000
446 52 187810000 161970000 480 1080 54555000
447 52 161760000 166240000 480 1080 54178000
448 52 161420000 152690000 540 780 68847000
449 52 153880000 149850000 360 1380 53957000
450 52 150540000 156850000 420 540 67452000
451 52 151230000 138430000 480 720 50237000
452 52 162320000 166570000 480 660 61518000
453 51 171450000 172750000 420 1080 55687000
454 51 148400000 166110000 480 1380 52035000
455 51 150540000 169450000 300 720 68141000
456 51 152680000 186720000 570 870 64642000
457 51 159070000 169750000 600 840 66007000
458 51 148120000 164550000 540 1080 65465000
459 51 168360000 165880000 420 1080 55411000
460 51 151560000 152530000 480 840 63883000
461 51 188680000 196150000 420 1080 55428000
462 50 162030000 148860000 450 690 51872000
463 50 160250000 156460000 540 780 61968000
464 50 149400000 159920000 420 1080 55530000
465 50 154340000 156600000 540 930 54573000
466 50 146100000 157320000 480 720 63819000
467 49 163790000 185870000 420 960 60640000
468 49 171180000 170300000 480 870 68522000
469 49 151370000 161020000 480 720 64924000
470 49 171100000 163700000 420 1080 55479000
471 49 154870000 157630000 660 990 55198000
472 49 154690000 137660000 720 900 67760000
473 49 172120000 194570000 480 780 66712000
474 48 159250000 154580000 480 780 52392000
475 48 169750000 172780000 0 720 54520000
476 48 150580000 161560000 480 600 64410000
477 48 176670000 153300000 420 1080 51164000
478 48 156640000 170980000 480 720 60811000
479 48 157120000 146150000 480 600 65303000
480 48 178790000 157630000 360 1320 51103000
481 48 151560000 152530000 480 1080 68054000
482 48 151490000 154540000 480 1080 52120000
483 48 169830000 195260000 480 1200 50341000
484 47 150570000 156900000 420 780 67310000
485 47 167740000 166660000 480 1080 61124000
486 47 151690000 154250000 600 840 53838000
487 47 194840000 175060000 840 1080 51552000
488 47 157020000 164220000 360 1020 67732000
489 47 166420000 168130000 480 1080 65139000
490 47 155680000 140180000 420 1080 54694000
491 47 159840000 154510000 480 810 55114000
492 46 174050000 152230000 420 1380 53923000
493 46 187900000 162000000 600 1439 51574000
494 46 180880000 186690000 600 1020 53478000
495 46 162630000 147810000 480 1080 54741000
496 46 151780000 154240000 420 1080 54733000
497 46 150540000 156850000 420 1080 55666000
498 46 156700000 145640000 300 660 66473000
499 46 185540000 156830000 420 1080 55453000
500 45 161400000 148330000 540 1200 63110000
501 45 175110000 174480000 600 1020 53225000
502 45 152650000 152690000 420 1080 55460000
503 45 148000000 144280000 780 1320 68222000
504 45 156850000 144840000 480 1080 54913000
505 45 150600000 160460000 480 1080 53333000
506 44 161540000 168790000 360 720 53356000
507 44 160880000 200660000 780 1439 64833000
508 44 169640000 172750000 540 1320 63728000
509 44 162350000 169700000 600 780 67382000
510 44 150870000 155890000 360 780 52808000
511 44 160280000 168380000 360 960 60169000
512 43 151540000 147990000 480 1290 61663000
513 43 161370000 152500000 480 1080 52814000
514 43 171380000 185880000 480 1080 68528000
515 43 164640000 152780000 660 840 53081000
516 43 160490000 148190000 480 1080 62636000
517 43 159970000 166850000 480 1080 54585000
518 43 146100000 157320000 540 1080 50143000
519 43 164770000 164880000 480 1080 52462000
520 43 170490000 173680000 480 1080 52490000
521 43 145030000 154750000 420 540 62074000
522 43 185540000 163220000 480 1080 54193000
523 42 159340000 168090000 360 600 62105000
524 42 160440000 154000000 420 1080 55708000
525 42 169820000 172600000 600 960 62930000
526 42 171360000 185930000 540 870 60380000
527 42 152930000 160690000 420 1080 54854000
528 42 157700000 155630000 480 1080 66676000
529 42 167870000 186100000 480 1080 52592000
530 42 162030000 148860000 480 690 68943000
531 41 158100000 146480000 600 720 65996000
532 41 164880000 151440000 600 780 68442000
533 41 170580000 174020000 480 1080 53065000
534 41 187850000 162160000 600 900 54774000
535 41 144580000 155210000 660 900 65502000
536 41 170490000 173680000 420 1080 55797000
537 41 170580000 174020000 600 1320 54641000
538 41 161340000 172210000 540 900 52113000
539 41 156130000 161860000 440 570 60440000
540 41 170490000 173680000 420 1080 55740000
541 40 161120000 169280000 360 1080 53707000
542 40 151780000 154240000 420 1080 55334000
543 40 146980000 155440000 360 480 69808000
544 40 174080000 157130000 480 1080 54482000
545 40 150760000 165040000 450 870 61348000
546 40 162030000 148860000 450 1080 65800000
547 40 162030000 148860000 480 840 64700000
548 40 156870000 144820000 240 840 66458000
549 40 149810000 156800000 360 1080 68002000
550 39 157800000 160050000 420 1020 55240000
551 39 161860000 144120000 420 1080 55632000
552 39 161420000 152690000 480 720 52322000
553 39 170850000 185710000 600 720 61240000
554 38 171180000 170300000 360 540 64660000
555 38 162370000 147230000 360 480 54907000
556 38 172940000 162150000 720 1080 52792000
557 38 171360000 185930000 630 960 68698000
558 38 154780000 148950000 480 1080 64400000
559 38 150900000 153400000 300 1080 60059000
560 38 152070000 150350000 480 1080 65995000
561 38 156850000 144840000 420 1080 53083000
562 38 156910000 140840000 360 1080 62471000
563 38 150540000 156850000 480 1080 54291000
564 38 160850000 166400000 600 840 65632000
565 38 150570000 156900000 600 780 54414000
566 38 170190000 159670000 480 1080 53711000
567 37 155540000 151540000 480 1080 52605000
568 37 187140000 161840000 420 1080 55464000
569 37 154430000 152620000 330 1080 60444000
570 37 150000000 143390000 420 1080 55520000
571 36 162350000 169700000 480 1080 60575000
572 36 152130000 159710000 420 1080 55372000
573 36 151560000 152530000 360 705 51627000
574 36 162790000 152290000 600 840 62823000
575 36 171710000 186830000 540 900 61154000
576 35 146520000 154590000 480 1080 62139000
577 35 160630000 160810000 260 420 61767000
578 35 158140000 143410000 480 1080 52514000
579 35 161740000 152690000 540 900 61347000
580 35 150440000 156500000 540 720 54063000
581 35 149730000 149400000 540 1439 67672000
582 35 154300000 171420000 480 900 51971000
583 35 146400000 166820000 600 990 64931000
584 35 148150000 138210000 420 1080 55675000
585 34 165570000 169640000 480 1080 52364000
586 34 150160000 157320000 240 360 54924000
587 34 170580000 174020000 360 1439 67444000
588 34 169640000 172750000 480 1080 54804000
589 34 150540000 156850000 480 1080 67800000
590 33 150900000 156510000 420 1080 55414000
591 33 155750000 161740000 360 1080 65971000
592 33 171180000 163670000 480 780 60678000
593 33 145030000 154750000 480 1080 67942000
594 33 156580000 144230000 360 1080 53456000
595 33 162630000 147830000 540 690 54683000
596 33 163560000 166030000 480 1080 68106000
597 32 154870000 168230000 330 720 64906000
598 32 149920000 160180000 540 720 55124000
599 32 158810000 185510000 480 1080 51501000
600 32 151710000 174970000 360 780 55042000
601 32 154960000 149810000 480 1080 65860000
602 32 162730000 149650000 480 1080 52950000
603 31 149410000 160120000 420 1080 55714000
604 31 145250000 158770000 540 1080 63504000
605 31 154640000 158340000 540 1320 62509000
606 31 160500000 157860000 540 1020 65812000
607 31 151510000 154550000 480 1080 52501000
608 31 156260000 147670000 420 1080 55439000
609 31 170830000 185780000 480 1080 61694000
610 30 154370000 153090000 420 1080 55448000
611 30 151060000 155460000 420 1080 55832000
612 30 151200000 154620000 420 600 60293000
613 29 193850000 175600000 480 1080 55281000
614 29 163080000 169350000 480 1080 52975000
615 29 156920000 145960000 480 1200 51454000
616 29 152580000 151770000 300 1080 65430000
617 29 162680000 147830000 420 540 50052000
618 29 171570000 165550000 540 720 52716000
619 29 151330000 153630000 420 1080 55496000
620 29 154220000 150690000 480 1080 53442000
621 29 149380000 148790000 540 1320 63235000
622 29 146640000 153960000 540 1080 53138000
623 28 163560000 166030000 480 660 62656000
624 28 150620000 156770000 240 1080 60817000
625 28 147940000 161310000 480 1080 55348000
626 28 166980000 161090000 390 600 52736000
627 28 159070000 163830000 420 1080 55471000
628 28 163560000 166030000 480 1080 68247000
629 28 152690000 139640000 360 1080 63681000
630 28 151530000 154490000 420 1080 54238000
631 28 152830000 153710000 480 1080 68292000
632 28 169660000 172740000 480 1080 63698000
633 28 169710000 181690000 0 1080 62389000
634 27 151330000 153630000 420 1080 51902000
635 27 154810000 185160000 300 660 60703000
636 27 163560000 166030000 420 1080 55422000
637 27 151480000 139220000 420 1080 51217000
638 27 193890000 175000000 420 1080 55776000
