# Instance R108.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
35    -1
36    -1
54    -1
59    -1
93    -1
94    -1
100   -1
110   -1
117   -1
123   -1
26    0
27    0
28    0
29    123
30    0
31    0
32    0
33    49
34    42
37    0
38    147
39    0
40    1
41    0
42    0
43    0
44    0
45    0
46    0
47    0
48    13
49    0
50    24
51    0
52    0
53    0
55    0
56    0
57    0
58    0
60    0
61    0
62    0
63    36
64    0
65    0
66    0
67    0
68    0
69    14
70    0
71    0
72    0
73    0
74    0
75    0
76    0
77    0
78    57
79    0
80    106
81    0
82    0
83    52
84    0
85    0
86    0
87    7
88    0
89    0
90    0
91    0
92    28
95    0
96    0
97    0
98    0
99    109
101   44
102   140
103   0
104   44
105   0
106   0
107   0
108   0
109   15
111   0
112   2
113   0
114   0
115   0
116   0
118   0
119   0
120   0
121   0
122   0
124   20
125   141
