# Instance C202.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
26    -1
28    -1
29    -1
30    -1
37    -1
38    -1
41    -1
43    -1
44    -1
45    -1
47    -1
48    -1
50    -1
51    -1
52    -1
53    -1
54    -1
55    -1
56    -1
58    -1
59    -1
60    -1
61    -1
64    -1
66    -1
67    -1
68    -1
70    -1
71    -1
75    -1
80    -1
83    -1
85    -1
88    -1
93    -1
94    -1
95    -1
101   -1
106   -1
108   -1
110   -1
111   -1
112   -1
114   -1
115   -1
116   -1
119   -1
120   -1
124   -1
125   -1
27    0
31    433
32    0
33    1651
34    2408
35    251
36    2211
39    1098
40    1801
42    383
46    0
49    89
57    150
62    0
63    725
65    303
69    184
72    1114
73    0
74    728
76    1148
77    0
78    371
79    289
81    852
82    130
84    0
86    26
87    7
89    122
90    617
91    320
92    3
96    1847
97    0
98    1064
99    100
100   0
102   767
103   2748
104   1607
105   1783
107   0
109   1469
113   904
117   360
118   2
121   0
122   438
123   0
