# Instance RC106.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
26    -1
27    -1
28    -1
29    -1
30    -1
31    -1
32    -1
33    -1
34    -1
35    -1
36    -1
39    -1
41    -1
43    -1
44    -1
45    -1
46    -1
47    -1
48    -1
49    -1
50    -1
51    -1
54    -1
55    -1
58    -1
59    -1
60    -1
62    -1
64    -1
65    -1
66    -1
68    -1
69    -1
70    -1
73    -1
74    -1
75    -1
76    -1
80    -1
83    -1
84    -1
85    -1
87    -1
88    -1
89    -1
90    -1
91    -1
92    -1
94    -1
95    -1
96    -1
97    -1
99    -1
100   -1
101   -1
102   -1
104   -1
105   -1
106   -1
109   -1
110   -1
114   -1
115   -1
116   -1
117   -1
118   -1
119   -1
121   -1
122   -1
125   -1
37    8
38    102
40    23
42    43
52    11
53    28
56    6
57    72
61    31
63    26
67    0
71    62
72    32
77    37
78    25
79    32
81    76
82    40
86    12
93    15
98    25
103   10
107   5
108   5
111   56
112   20
113   5
120   7
123   23
124   10
