# Instance R201.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
26    -1
27    -1
28    -1
30    -1
33    -1
35    -1
42    -1
43    -1
45    -1
46    -1
47    -1
51    -1
55    -1
57    -1
63    -1
65    -1
66    -1
67    -1
69    -1
71    -1
75    -1
78    -1
80    -1
81    -1
82    -1
84    -1
85    -1
87    -1
88    -1
90    -1
91    -1
92    -1
94    -1
95    -1
98    -1
99    -1
101   -1
104   -1
109   -1
110   -1
111   -1
112   -1
113   -1
115   -1
116   -1
118   -1
119   -1
120   -1
121   -1
125   -1
29    308
31    142
32    227
34    95
36    193
37    65
38    599
39    7
40    169
41    49
44    96
48    203
49    465
50    717
52    9
53    76
54    110
56    17
58    37
59    188
60    546
61    26
62    372
64    24
68    83
70    8
72    21
73    467
74    413
76    17
77    138
79    39
83    848
86    0
89    23
93    494
96    16
97    22
100   151
102   40
103   160
105   406
106   248
107   56
108   24
114   139
117   6
122   222
123   174
124   91
