# Instance R203.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
31    -1
33    -1
39    -1
45    -1
48    -1
51    -1
52    -1
55    -1
57    -1
60    -1
61    -1
71    -1
74    -1
80    -1
81    -1
82    -1
83    -1
87    -1
94    -1
96    -1
99    -1
101   -1
106   -1
109   -1
110   -1
116   -1
118   -1
121   -1
122   -1
125   -1
26    0
27    0
28    0
29    7
30    0
32    0
34    23
35    9
36    96
37    0
38    111
40    112
41    0
42    666
43    0
44    0
46    0
47    238
49    0
50    420
53    0
54    0
56    0
58    14
59    0
62    0
63    301
64    21
65    128
66    113
67    15
68    0
69    174
70    29
72    0
73    0
75    0
76    0
77    0
78    367
79    0
84    0
85    0
86    0
88    0
89    169
90    21
91    45
92    216
93    430
95    713
97    0
98    0
100   0
102   566
103   384
104   112
105   443
107   0
108   0
111   0
112   10
113   247
114   0
115   0
117   5
119   0
120   0
123   0
124   48
