# Instance R201.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
28    -1
30    -1
34    -1
37    -1
38    -1
41    -1
44    -1
47    -1
48    -1
51    -1
53    -1
54    -1
55    -1
58    -1
60    -1
66    -1
72    -1
73    -1
75    -1
78    -1
86    -1
92    -1
102   -1
103   -1
108   -1
112   -1
113   -1
114   -1
120   -1
123   -1
26    473
27    123
29    206
31    31
32    68
33    117
35    508
36    181
39    28
40    80
42    394
43    274
45    397
46    73
49    493
50    465
52    82
56    152
57    388
59    323
61    37
62    439
63    47
64    24
65    69
67    21
68    407
69    154
70    0
71    489
74    462
76    54
77    169
79    519
80    383
81    499
82    14
83    474
84    6
85    389
87    159
88    34
89    182
90    30
91    214
93    361
94    62
95    63
96    213
97    7
98    242
99    322
100   166
101   55
104   66
105   569
106   71
107   130
109   45
110   128
111   5
115   7
116   410
117   3
118   345
119   122
121   57
122   493
124   271
125   531
