# Instance RC102.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
35    -1
37    -1
38    -1
40    -1
44    -1
48    -1
55    -1
56    -1
57    -1
58    -1
60    -1
64    -1
73    -1
75    -1
78    -1
83    -1
88    -1
89    -1
102   -1
104   -1
105   -1
106   -1
108   -1
110   -1
113   -1
114   -1
115   -1
117   -1
118   -1
119   -1
26    0
27    0
28    0
29    11
30    0
31    35
32    0
33    22
34    1
36    38
39    6
41    17
42    75
43    9
45    50
46    0
47    42
49    8
50    76
51    0
52    3
53    5
54    3
59    0
61    8
62    0
63    43
65    52
66    22
67    4
68    0
69    27
70    5
71    9
72    15
74    53
76    54
77    0
79    54
80    6
81    25
82    33
84    0
85    131
86    26
87    23
90    7
91    31
92    19
93    74
94    38
95    31
96    47
97    0
98    10
99    80
100   0
101   4
103   14
107   0
109   35
111   28
112   30
116   0
120   0
121   0
122   62
123   0
124   58
125   37
