# Instance C203.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
47    -1
51    -1
53    -1
70    -1
74    -1
76    -1
88    -1
89    -1
106   -1
107   -1
26    0
27    0
28    0
29    620
30    0
31    4
32    0
33    2127
34    206
35    1273
36    727
37    0
38    63
39    0
40    46
41    0
42    1520
43    0
44    0
45    0
46    0
48    978
49    0
50    801
52    55
54    0
55    3
56    0
57    0
58    431
59    0
60    142
61    421
62    0
63    544
64    83
65    1075
66    1471
67    1025
68    0
69    819
71    0
72    0
73    0
75    0
77    0
78    829
79    0
80    815
81    585
82    0
83    906
84    0
85    0
86    0
87    117
90    48
91    427
92    11
93    358
94    365
95    813
96    0
97    0
98    0
99    40
100   0
101   339
102   2321
103   2358
104   907
105   2472
108   0
109   1445
110   0
111   0
112   1443
113   490
114   0
115   0
116   0
117   525
118   4
119   0
120   0
121   0
122   0
123   0
124   223
125   158
