# Instance R109.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
26    -1
27    -1
28    -1
31    -1
32    -1
34    -1
36    -1
37    -1
38    -1
40    -1
41    -1
42    -1
44    -1
45    -1
47    -1
48    -1
49    -1
54    -1
56    -1
57    -1
58    -1
60    -1
61    -1
62    -1
63    -1
64    -1
65    -1
66    -1
67    -1
68    -1
69    -1
71    -1
72    -1
74    -1
75    -1
76    -1
77    -1
78    -1
79    -1
81    -1
82    -1
83    -1
85    -1
86    -1
88    -1
89    -1
91    -1
92    -1
93    -1
100   -1
101   -1
103   -1
104   -1
105   -1
106   -1
107   -1
108   -1
109   -1
110   -1
112   -1
113   -1
114   -1
115   -1
117   -1
118   -1
120   -1
122   -1
123   -1
124   -1
125   -1
29    37
30    6
33    69
35    85
39    19
43    56
46    19
50    44
51    108
52    7
53    4
55    40
59    64
70    11
73    87
80    0
84    9
87    18
90    6
94    10
95    91
96    31
97    22
98    27
99    51
102   8
111   28
116   86
119   68
121   73
