# Instance R105.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
27    -1
28    -1
35    -1
36    -1
38    -1
39    -1
41    -1
44    -1
52    -1
53    -1
59    -1
62    -1
68    -1
72    -1
77    -1
79    -1
82    -1
86    -1
87    -1
98    -1
99    -1
100   -1
105   -1
106   -1
110   -1
114   -1
117   -1
121   -1
122   -1
123   -1
26    98
29    31
30    5
31    74
32    55
33    0
34    27
37    5
40    0
42    4
43    17
45    39
46    28
47    4
48    0
49    46
50    116
51    61
54    32
55    3
56    39
57    69
58    17
60    7
61    3
63    30
64    2
65    35
66    16
67    3
69    40
70    1
71    77
73    109
74    3
75    113
76    67
78    28
80    61
81    9
83    40
84    5
85    2
88    4
89    23
90    4
91    75
92    23
93    65
94    16
95    98
96    35
97    1
101   58
102   49
103   48
104   53
107   21
108   1
109   11
111   56
112   28
113   48
115   56
116   67
118   50
119   73
120   13
124   1
125   158
