# Instance C208.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
27    -1
32    -1
34    -1
36    -1
39    -1
40    -1
41    -1
42    -1
44    -1
45    -1
46    -1
47    -1
48    -1
49    -1
50    -1
51    -1
53    -1
54    -1
55    -1
56    -1
58    -1
59    -1
60    -1
61    -1
62    -1
64    -1
67    -1
68    -1
70    -1
71    -1
72    -1
73    -1
74    -1
75    -1
76    -1
77    -1
79    -1
81    -1
84    -1
85    -1
86    -1
88    -1
89    -1
91    -1
92    -1
94    -1
95    -1
96    -1
97    -1
99    -1
100   -1
101   -1
102   -1
105   -1
106   -1
107   -1
108   -1
109   -1
110   -1
111   -1
112   -1
113   -1
114   -1
115   -1
116   -1
117   -1
118   -1
119   -1
120   -1
125   -1
26    45
28    446
29    254
30    8
31    192
33    192
35    666
37    725
38    261
43    1329
52    8
57    19
63    608
65    421
66    57
69    964
78    466
80    103
82    204
83    377
87    7
90    39
93    154
98    349
103   424
104   925
121   1885
122   65
123   224
124   145
