# Instance R204.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
27    -1
30    -1
31    -1
32    -1
33    -1
34    -1
36    -1
40    -1
41    -1
42    -1
43    -1
44    -1
46    -1
47    -1
48    -1
49    -1
50    -1
51    -1
52    -1
53    -1
54    -1
55    -1
59    -1
60    -1
62    -1
64    -1
72    -1
74    -1
75    -1
78    -1
79    -1
84    -1
85    -1
86    -1
88    -1
95    -1
98    -1
100   -1
102   -1
103   -1
104   -1
105   -1
109   -1
110   -1
114   -1
116   -1
117   -1
121   -1
122   -1
124   -1
26    0
28    0
29    155
35    0
37    0
38    406
39    0
45    0
56    0
57    0
58    0
61    0
63    251
65    0
66    0
67    0
68    0
69    85
70    0
71    0
73    0
76    0
77    0
80    305
81    0
82    0
83    14
87    63
89    0
90    0
91    0
92    58
93    0
94    123
96    0
97    0
99    575
101   161
106   0
107   0
108   0
111   0
112   138
113   0
115   0
118   0
119   0
120   0
123   0
125   138
