# Instance RC104.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
70    -1
71    -1
72    -1
76    -1
98    -1
100   -1
104   -1
105   -1
107   -1
112   -1
26    0
27    0
28    0
29    108
30    0
31    0
32    0
33    57
34    68
35    0
36    31
37    0
38    103
39    0
40    21
41    0
42    0
43    0
44    0
45    0
46    0
47    0
48    9
49    0
50    9
51    0
52    0
53    0
54    0
55    0
56    0
57    0
58    0
59    0
60    0
61    0
62    0
63    1
64    0
65    0
66    0
67    0
68    0
69    12
73    0
74    0
75    0
77    0
78    23
79    0
80    70
81    0
82    0
83    70
84    0
85    0
86    0
87    29
88    0
89    0
90    0
91    0
92    47
93    0
94    6
95    0
96    0
97    0
99    85
101   14
102   78
103   0
106   0
108   0
109   71
110   0
111   0
113   0
114   0
115   0
116   0
117   8
118   0
119   0
120   0
121   0
122   0
123   0
124   6
125   68
