# Instance C109.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
26    -1
32    -1
34    -1
37    -1
45    -1
47    -1
51    -1
52    -1
59    -1
64    -1
68    -1
69    -1
70    -1
80    -1
84    -1
91    -1
92    -1
93    -1
98    -1
106   -1
107   -1
108   -1
109   -1
110   -1
112   -1
117   -1
118   -1
120   -1
123   -1
125   -1
27    375
28    6
29    354
30    10
31    94
33    96
35    0
36    160
38    9
39    186
40    64
41    20
42    33
43    12
44    33
46    558
48    493
49    12
50    7
53    335
54    118
55    145
56    18
57    1
58    10
60    125
61    400
62    11
63    78
65    65
66    0
67    3
71    75
72    119
73    398
74    690
75    283
76    265
77    2
78    122
79    18
81    99
82    19
83    114
85    53
86    232
87    107
88    14
89    275
90    0
94    609
95    175
96    2
97    5
99    11
100   335
101   28
102   398
103   36
104   349
105   605
111   8
113   43
114   21
115   4
116   251
119   48
121   36
122   343
124   312
