# Instance C206.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
27    -1
28    -1
30    -1
41    -1
45    -1
46    -1
51    -1
53    -1
54    -1
57    -1
63    -1
64    -1
65    -1
67    -1
77    -1
79    -1
82    -1
84    -1
85    -1
87    -1
88    -1
93    -1
94    -1
108   -1
115   -1
117   -1
120   -1
121   -1
124   -1
125   -1
26    171
29    996
31    137
32    962
33    1780
34    746
35    769
36    1526
37    685
38    727
39    993
40    1786
42    1046
43    1141
44    440
47    4
48    430
49    6
50    1225
52    76
55    12
56    172
58    53
59    1006
60    390
61    837
62    311
66    735
68    1875
69    147
70    49
71    970
72    2005
73    1799
74    59
75    237
76    1861
78    225
80    560
81    15
83    1003
86    189
89    35
90    369
91    381
92    4
95    799
96    765
97    18
98    263
99    60
100   11
101   1335
102   284
103   2106
104   2263
105   1474
106   2105
107   87
109   36
110   1772
111   548
112   2876
113   13
114   691
116   1033
118   8
119   90
122   394
123   348
