# Instance C101.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
26    -1
27    -1
28    -1
29    -1
30    -1
31    -1
32    -1
40    -1
41    -1
42    -1
43    -1
44    -1
45    -1
47    -1
54    -1
55    -1
56    -1
57    -1
58    -1
59    -1
61    -1
62    -1
63    -1
67    -1
68    -1
69    -1
71    -1
73    -1
74    -1
75    -1
76    -1
78    -1
79    -1
80    -1
81    -1
82    -1
83    -1
84    -1
85    -1
86    -1
87    -1
88    -1
89    -1
90    -1
93    -1
94    -1
97    -1
98    -1
99    -1
100   -1
101   -1
102   -1
103   -1
104   -1
105   -1
106   -1
107   -1
108   -1
110   -1
112   -1
113   -1
114   -1
117   -1
118   -1
119   -1
120   -1
121   -1
122   -1
123   -1
125   -1
33    203
34    176
35    133
36    145
37    92
38    1
39    432
46    76
48    689
49    23
50    156
51    343
52    51
53    365
60    211
64    413
65    103
66    107
70    196
72    363
77    544
91    269
92    5
95    74
96    11
109   65
111   38
115   11
116   2
124   403
