# Instance C107.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
32    -1
38    -1
41    -1
49    -1
51    -1
75    -1
89    -1
115   -1
118   -1
119   -1
26    734
27    696
28    6
29    27
30    14
31    422
33    183
34    70
35    19
36    111
37    274
39    106
40    309
42    10
43    91
44    159
45    8
46    646
47    235
48    246
50    95
52    5
53    249
54    169
55    174
56    109
57    19
58    15
59    168
60    102
61    307
62    220
63    54
64    478
65    45
66    51
67    1
68    13
69    258
70    64
71    334
72    185
73    198
74    241
76    327
77    622
78    0
79    92
80    37
81    177
82    8
83    56
84    511
85    159
86    479
87    147
88    22
90    0
91    555
92    10
93    514
94    222
95    40
96    32
97    342
98    31
99    278
100   228
101   89
102   443
103   41
104   458
105   254
106   42
107   1
108   56
109   154
110   117
111   102
112   5
113   38
114   356
116   5
117   276
120   47
121   26
122   470
123   8
124   511
125   328
