# Instance C104.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
26    -1
27    -1
28    -1
29    -1
30    -1
31    -1
33    -1
38    -1
43    -1
44    -1
45    -1
49    -1
51    -1
53    -1
54    -1
57    -1
59    -1
60    -1
63    -1
68    -1
69    -1
71    -1
72    -1
73    -1
74    -1
75    -1
76    -1
78    -1
79    -1
81    -1
83    -1
84    -1
85    -1
86    -1
87    -1
88    -1
95    -1
97    -1
99    -1
101   -1
105   -1
106   -1
108   -1
111   -1
112   -1
114   -1
115   -1
122   -1
123   -1
125   -1
32    0
34    276
35    0
36    207
37    0
39    0
40    349
41    0
42    0
46    0
47    0
48    511
50    24
52    0
55    0
56    0
58    0
61    0
62    0
64    0
65    0
66    0
67    0
70    0
77    0
80    69
82    0
89    0
90    0
91    0
92    11
93    0
94    250
96    0
98    0
100   0
102   411
103   0
104   586
107   0
109   60
110   0
113   0
116   0
117   287
118   0
119   0
120   0
121   0
124   287
