# Instance C105.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
41    -1
59    -1
60    -1
95    -1
100   -1
105   -1
108   -1
119   -1
121   -1
125   -1
26    325
27    675
28    3
29    516
30    0
31    559
32    101
33    180
34    229
35    75
36    299
37    609
38    28
39    20
40    76
42    33
43    85
44    159
45    0
46    844
47    335
48    646
49    1
50    62
51    65
52    123
53    520
54    151
55    158
56    57
57    3
58    17
61    11
62    173
63    166
64    230
65    66
66    132
67    9
68    4
69    144
70    425
71    354
72    905
73    453
74    25
75    369
76    185
77    439
78    155
79    36
80    16
81    81
82    5
83    21
84    156
85    361
86    488
87    229
88    124
89    108
90    30
91    739
92    4
93    640
94    107
96    111
97    89
98    183
99    58
101   129
102   233
103   8
104   428
106   29
107   201
109   228
110   478
111   40
112   39
113   445
114   235
115   7
116   414
117   82
118   35
120   5
122   49
123   16
124   270
