# Instance C202.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
26    -1
31    -1
37    -1
38    -1
43    -1
48    -1
51    -1
57    -1
59    -1
61    -1
62    -1
69    -1
70    -1
72    -1
86    -1
92    -1
93    -1
97    -1
100   -1
102   -1
103   -1
104   -1
106   -1
107   -1
110   -1
111   -1
112   -1
118   -1
120   -1
121   -1
27    0
28    0
29    1208
30    0
32    0
33    1990
34    1090
35    165
36    2679
39    1232
40    2101
41    766
42    430
44    1582
45    9
46    0
47    13
49    20
50    353
52    63
53    368
54    257
55    118
56    0
58    496
60    476
63    693
64    421
65    21
66    1713
67    2470
68    2277
71    1401
73    0
74    657
75    0
76    1184
77    0
78    174
79    460
80    166
81    430
82    1713
83    283
84    0
85    1019
87    113
88    18
89    178
90    771
91    432
94    613
95    1992
96    359
98    1536
99    11
101   1068
105   2344
108   0
109   935
113   936
114   957
115   2774
116   0
117   631
119   0
122   354
123   0
124   384
125   33
