# Instance C109.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
27    -1
32    -1
39    -1
46    -1
47    -1
60    -1
88    -1
91    -1
110   -1
124   -1
26    197
28    5
29    368
30    4
31    371
33    44
34    183
35    177
36    166
37    180
38    20
40    79
41    45
42    4
43    10
44    14
45    3
48    3
49    7
50    1
51    267
52    89
53    166
54    183
55    219
56    32
57    15
58    14
59    354
61    290
62    94
63    8
64    415
65    108
66    12
67    15
68    10
69    21
70    123
71    293
72    760
73    383
74    59
75    660
76    368
77    733
78    18
79    17
80    15
81    174
82    27
83    295
84    389
85    308
86    104
87    67
89    352
90    2
92    8
93    444
94    531
95    69
96    49
97    207
98    130
99    176
100   477
101   35
102   38
103   18
104   52
105   605
106   34
107   184
108   11
109   280
111   23
112   17
113   315
114   392
115   12
116   443
117   222
118   298
119   78
120   18
121   6
122   353
123   23
125   280
