# Instance RC104.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
28    -1
30    -1
32    -1
33    -1
36    -1
40    -1
45    -1
47    -1
50    -1
53    -1
54    -1
58    -1
59    -1
60    -1
62    -1
64    -1
71    -1
81    -1
87    -1
89    -1
90    -1
91    -1
94    -1
100   -1
102   -1
105   -1
109   -1
110   -1
116   -1
119   -1
26    0
27    0
29    106
31    0
34    52
35    0
37    0
38    108
39    0
41    0
42    0
43    0
44    0
46    0
48    19
49    0
51    0
52    0
55    0
56    0
57    0
61    0
63    9
65    0
66    0
67    0
68    0
69    31
70    0
72    0
73    0
74    0
75    0
76    0
77    0
78    62
79    0
80    62
82    0
83    22
84    0
85    0
86    0
88    0
92    36
93    0
95    0
96    0
97    0
98    0
99    86
101   12
103   0
104   2
106   0
107   0
108   0
111   0
112   43
113   0
114   0
115   0
117   9
118   0
120   0
121   0
122   0
123   0
124   24
125   72
