# Instance RC106.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
28    -1
31    -1
34    -1
35    -1
37    -1
38    -1
41    -1
42    -1
43    -1
44    -1
46    -1
47    -1
52    -1
56    -1
57    -1
64    -1
69    -1
80    -1
81    -1
82    -1
84    -1
85    -1
90    -1
93    -1
95    -1
113   -1
120   -1
121   -1
124   -1
125   -1
26    54
27    32
29    94
30    17
32    34
33    40
36    38
39    19
40    20
45    95
48    11
49    6
50    54
51    27
53    31
54    22
55    39
58    5
59    27
60    108
61    25
62    106
63    25
65    11
66    12
67    22
68    89
70    3
71    39
72    18
73    38
74    67
75    58
76    1
77    1
78    57
79    54
83    83
86    12
87    16
88    32
89    2
91    46
92    34
94    8
96    44
97    22
98    31
99    36
100   6
101   33
102   61
103   60
104   9
105   92
106   48
107   26
108   20
109   49
110   18
111   11
112   51
114   38
115   63
116   135
117   1
118   66
119   74
122   41
123   17
