# Instance C202.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
56    -1
59    -1
63    -1
71    -1
72    -1
78    -1
95    -1
96    -1
106   -1
111   -1
26    0
27    0
28    0
29    221
30    0
31    270
32    0
33    2441
34    1617
35    2151
36    1346
37    0
38    822
39    35
40    390
41    1582
42    1016
43    164
44    1198
45    2
46    0
47    13
48    848
49    17
50    1104
51    0
52    43
53    1126
54    28
55    57
57    327
58    356
60    800
61    70
62    0
64    34
65    578
66    1803
67    57
68    2152
69    1221
70    1013
73    0
74    489
75    0
76    160
77    0
79    448
80    128
81    1194
82    832
83    81
84    0
85    409
86    9
87    69
88    11
89    61
90    119
91    185
92    5
93    48
94    196
97    0
98    399
99    83
100   0
101   390
102   880
103   2422
104   2206
105   2065
107   0
108   0
109   579
110   0
112   1969
113   985
114   1047
115   2457
116   0
117   104
118   3
119   0
120   0
121   0
122   230
123   0
124   89
125   353
