# Instance RC204.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
26    -1
27    -1
32    -1
39    -1
44    -1
45    -1
48    -1
49    -1
57    -1
61    -1
63    -1
64    -1
67    -1
69    -1
79    -1
80    -1
84    -1
86    -1
89    -1
94    -1
95    -1
101   -1
102   -1
107   -1
108   -1
113   -1
114   -1
119   -1
120   -1
122   -1
28    0
29    464
30    0
31    0
33    170
34    315
35    0
36    129
37    0
38    221
40    111
41    0
42    0
43    0
46    0
47    0
50    558
51    0
52    0
53    0
54    0
55    0
56    0
58    0
59    0
60    0
62    0
65    0
66    0
68    0
70    0
71    0
72    0
73    0
74    0
75    0
76    0
77    0
78    253
81    0
82    0
83    717
85    0
87    76
88    0
90    0
91    0
92    149
93    0
96    0
97    0
98    0
99    278
100   0
103   0
104   287
105   0
106   0
109   97
110   0
111   0
112   271
115   0
116   0
117   14
118   0
121   0
123   0
124   270
125   399
