# Instance R201.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
48    -1
49    -1
58    -1
70    -1
79    -1
84    -1
85    -1
89    -1
95    -1
107   -1
26    522
27    79
28    114
29    430
30    30
31    289
32    258
33    288
34    106
35    400
36    181
37    163
38    477
39    30
40    137
41    17
42    613
43    338
44    230
45    192
46    128
47    247
50    663
51    218
52    64
53    70
54    135
55    67
56    55
57    520
59    385
60    364
61    15
62    317
63    219
64    33
65    328
66    373
67    10
68    36
69    66
71    284
72    1
73    111
74    48
75    521
76    291
77    89
78    77
80    439
81    36
82    139
83    179
86    61
87    148
88    16
90    9
91    436
92    171
93    56
94    82
96    235
97    14
98    260
99    599
100   15
101   148
102   725
103   268
104   83
105   653
106   383
108   9
109   23
110   55
111   350
112   376
113   129
114   278
115   39
116   574
117   16
118   442
119   126
120   51
121   261
122   291
123   45
124   68
125   221
