# Instance C108.100_25-5-5-5 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
29    -1
46    -1
59    -1
63    -1
74    -1
76    -1
103   -1
110   -1
117   -1
121   -1
26    429
27    411
28    5
30    8
31    43
32    34
33    24
34    46
35    71
36    85
37    190
38    27
39    176
40    123
41    325
42    23
43    27
44    33
45    4
47    527
48    530
49    15
50    52
51    476
52    66
53    401
54    7
55    151
56    95
57    22
58    9
60    22
61    241
62    52
64    415
65    77
66    8
67    1
68    11
69    10
70    157
71    331
72    60
73    131
75    487
77    506
78    26
79    24
80    22
81    244
82    16
83    88
84    378
85    199
86    109
87    97
88    95
89    61
90    11
91    454
92    0
93    301
94    551
95    155
96    49
97    190
98    319
99    206
100   47
101   15
102   226
104   175
105   334
106   24
107   31
108   64
109   298
111   76
112   9
113   337
114   369
115   4
116   341
118   186
119   26
120   10
122   410
123   18
124   311
125   486
