# Instance R108.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
26    -1
27    -1
29    -1
30    -1
31    -1
32    -1
34    -1
35    -1
36    -1
37    -1
38    -1
39    -1
40    -1
41    -1
45    -1
46    -1
47    -1
48    -1
49    -1
51    -1
52    -1
53    -1
54    -1
55    -1
56    -1
58    -1
61    -1
62    -1
63    -1
64    -1
65    -1
66    -1
67    -1
71    -1
72    -1
73    -1
75    -1
79    -1
80    -1
83    -1
84    -1
85    -1
86    -1
87    -1
88    -1
90    -1
91    -1
92    -1
93    -1
95    -1
97    -1
98    -1
100   -1
101   -1
102   -1
104   -1
105   -1
107   -1
108   -1
111   -1
113   -1
114   -1
115   -1
116   -1
118   -1
119   -1
120   -1
123   -1
124   -1
125   -1
28    0
33    2
42    0
43    0
44    0
50    86
57    0
59    0
60    0
68    0
69    14
70    0
74    0
76    0
77    0
78    76
81    0
82    0
89    0
94    9
96    0
99    86
103   0
106   0
109   58
110   0
112   22
117   17
121   0
122   0
